No_Die,Etching_Chamber,Process 3,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Lot_Num,Wafer_Num,Datetime
NOLSM01328068856,1,Etching,308.050228,1464.722254,3663.956934,5722.960998,71.151182,50.256725,1.055054,15,3,03-03-2026
NOLSM4388310214,1,Etching,284.877858,1595.170541,3660.196215,5741.001414,69.260341,50.683086,1.033009,15,4,03-03-2026
NOLSM33302304,3,Etching,305.795879,1627.225581,3669.850954,5721.947072,69.815814,51.237461,1.030929,15,5,03-03-2026
NOLSM806198326,3,Etching,447.748428,1647.199465,3653.999855,5724.911297,71.020862,51.968628,1.053922,15,6,03-03-2026
NOLSM9786578757,1,Etching,462.565441,1246.928972,3631.990791,5726.03413,70.567678,52.152419,1.042147,15,7,03-03-2026
NOLSM55187492,1,Etching,249.887782,1324.608574,3687.993107,5691.930729,69.106206,51.667068,1.032053,15,8,03-03-2026
NOLSM96867949,2,Etching,362.416029,1709.013989,3653.048392,5732.027966,70.776424,51.667564,1.045062,15,9,03-03-2026
NOLSM576093785,3,Etching,347.030118,1467.78426,3648.890319,5714.959226,70.77575,50.22593,1.039986,15,10,03-03-2026
NOLSM3180473034,3,Etching,459.387341,1465.757822,3686.133624,5713.970727,69.028613,50.181479,1.015867,15,11,03-03-2026
NOLSM015948648021,2,Etching,262.758734,1390.174779,3659.828768,5706.030259,71.792158,49.79254,1.024116,15,12,03-03-2026
NOLSM68151205125,1,Etching,498.335033,1560.545339,3632.027187,5724.022443,70.098634,50.719935,1.027037,15,13,03-03-2026
NOLSM06156150577,1,Etching,191.54003,1664.629477,3671.128849,5728.8562,70.707458,51.041089,1.010926,15,14,03-03-2026
NOLSM34738281544,3,Etching,388.261798,1572.364471,3631.080741,5718.024359,71.775225,51.062464,1.014816,15,15,03-03-2026
NOLSM5963383790,3,Etching,450.204832,1524.513284,3641.863589,5732.912921,70.588651,51.291298,0.999006,15,16,03-03-2026
NOLSM19416968342,2,Etching,371.2055,1480.777349,3666.071159,5726.960625,70.172371,51.047342,1.041097,15,17,03-03-2026
NOLSM863601244689,1,Etching,277.65782,1588.293759,3700.019097,5719.995716,70.685398,51.226933,1.032962,15,18,03-03-2026
NOLSM56736570,1,Etching,359.100155,1440.967563,3675.016755,5715.897351,71.740456,50.343734,1.045122,15,19,03-03-2026
NOLSM288291436732,2,Etching,343.476725,1441.819937,3659.956243,5707.845295,70.717189,51.010719,1.014027,15,20,03-03-2026
NOLSM76779703,3,Etching,260.067043,1402.083603,3661.020393,5699.07671,70.268143,49.955222,1.024994,15,21,03-03-2026
NOLSM652239509,3,Etching,243.922797,1508.895134,3647.010322,5706.129469,69.280754,50.749441,1.056014,15,22,03-03-2026
NOLSM86541158806,2,Etching,218.278704,1576.279934,3650.829117,5689.846612,70.84486,50.724537,1.036063,15,23,03-03-2026
NOLSM193756958,1,Etching,315.169948,1486.044621,3643.973077,5720.055324,69.919729,50.507587,1.028081,15,24,03-03-2026
NOLSM9985589826,1,Etching,417.606731,1455.990431,3638.048846,5732.015194,69.15976,50.552119,1.014936,15,25,03-03-2026
NOLSM3897557146,3,Etching,173.367044,1420.031232,3642.949829,5735.850257,70.470758,51.33127,1.008903,15,26,03-03-2026
NOLSM27239955112,3,Etching,286.057917,1507.101872,3668.976086,5728.934881,72.099863,50.08888,1.045937,15,27,03-03-2026
NOLSM3339920812,1,Etching,230.217789,1561.229636,3685.057037,5726.985117,71.167236,51.96468,0.994006,16,28,04-03-2026
NOLSM550394542,2,Etching,484.426575,1665.112748,3655.142856,5694.026248,71.125725,53.270851,1.039095,16,29,04-03-2026
NOLSM2533237292,3,Etching,315.039429,1573.836177,3624.975321,5666.937722,71.254269,50.719958,1.067987,16,30,04-03-2026
NOLSM95821221,1,Etching,431.455958,1526.194159,3653.95398,5731.020462,71.398098,52.107403,0.992986,16,31,04-03-2026
NOLSM376987652937,2,Etching,316.113786,1480.76386,3646.048826,5734.89461,71.287602,50.727136,1.013964,16,32,04-03-2026
NOLSM15063044573,3,Etching,369.294308,1587.521909,3691.888461,5720.997493,70.679348,50.848445,1.031083,16,33,04-03-2026
NOLSM631749316486,1,Etching,488.719584,1440.612634,3656.986748,5743.905716,70.09282,51.174366,1.044971,16,34,04-03-2026
NOLSM99457953,2,Etching,363.271228,1441.35177,3683.188049,5697.958955,70.331939,51.179894,1.023109,16,35,04-03-2026
NOLSM587245615,3,Etching,276.158973,1402.611902,3680.828722,5732.010741,70.457563,51.829534,1.061988,16,36,04-03-2026
NOLSM761368299,1,Etching,214.188377,1456.2838,3644.950726,5727.180537,71.717835,51.481785,1.022953,16,37,04-03-2026
NOLSM873363996888,2,Etching,318.842168,1622.871689,3670.898762,5739.938915,70.508315,51.439688,1.018913,16,38,04-03-2026
NOLSM950756125,3,Etching,254.401719,1438.138528,3632.930105,5720.093754,71.000051,50.962451,1.037127,16,39,04-03-2026
NOLSM4347382660,1,Etching,384.872559,1467.785082,3667.168315,5710.034398,70.647318,51.514448,1.036937,16,40,04-03-2026
NOLSM9079432677,2,Etching,276.52061,1487.123269,3644.953395,5712.914814,71.608953,50.635086,1.039028,16,41,04-03-2026
NOLSM064171545978,3,Etching,292.059139,1587.84687,3679.991604,5712.069384,69.824967,51.357323,1.023116,16,42,04-03-2026
NOLSM226294938785,1,Etching,544.818798,1318.27168,3663.019479,5726.999851,71.405995,51.426075,1.028943,16,43,04-03-2026
NOLSM704164926,2,Etching,298.242536,1359.803309,3682.024975,5718.994228,71.065592,50.099086,1.039045,16,44,04-03-2026
NOLSM25391854474,3,Etching,429.7222,1576.93621,3626.992237,5706.049745,72.246681,51.418015,1.049984,16,45,04-03-2026
NOLSM38133099,1,Etching,624.973319,1677.248215,3661.105654,5724.915122,71.622957,51.314082,0.998021,16,46,04-03-2026
NOLSM04734924232,2,Etching,286.027439,1501.148809,3679.866485,5747.004619,69.64246,51.064854,1.050072,16,47,04-03-2026
NOLSM182904317857,3,Etching,320.420321,1493.284973,3638.935674,5696.100962,71.652176,50.92985,1.026103,16,48,04-03-2026
NOLSM509260562,1,Etching,669.581759,1543.552894,3667.857164,5719.829706,70.920976,50.451699,1.04311,16,49,04-03-2026
NOLSM7741143340,2,Etching,218.424622,1529.566318,3633.955329,5708.950765,70.490518,51.88715,1.03104,16,50,04-03-2026
NOLSM9978716349,3,Etching,309.073303,1629.476075,3642.963886,5702.994794,71.018986,50.857452,1.029036,16,51,04-03-2026
NOLSM811243998204,1,Etching,186.175878,1534.066713,3636.006587,5715.028148,70.46266,51.038683,1.018062,16,52,04-03-2026
NOLSM05677238,2,Etching,223.678886,1432.300916,3653.030405,5719.994526,70.432768,51.748009,1.010919,16,53,04-03-2026
NOLSM4844852408,3,Etching,463.96945,1679.415311,3655.9797,5708.022618,71.612288,51.484348,1.034911,16,54,04-03-2026
NOLSM960312319,2,Etching,230.12341,1633.905828,3684.959295,5726.865677,72.008776,51.713066,0.994088,16,1,04-03-2026
NOLSM38882002,1,Etching,484.042467,1437.208575,3655.000904,5694.090569,72.115207,51.053772,1.038884,16,2,04-03-2026
NOLSM737671789,1,Etching,315.767937,1504.997466,3625.118325,5667.048774,72.584625,51.847806,1.068002,16,3,04-03-2026
NOLSM5268776414,2,Etching,431.410386,1514.676849,3653.961899,5730.983558,71.720895,50.859427,0.992896,16,4,04-03-2026
NOLSM190456157522,3,Etching,316.674597,1563.433375,3646.019662,5734.900178,71.099572,50.182771,1.013989,16,5,04-03-2026
NOLSM6126804145,3,Etching,369.007027,1591.819338,3692.069728,5721.054837,70.677441,50.536429,1.030996,16,6,04-03-2026
NOLSM415252173483,2,Etching,489.665261,1556.936723,3656.98034,5743.978422,70.093121,51.527752,1.045003,16,7,04-03-2026
NOLSM054924703231,1,Etching,362.87978,1688.29859,3682.858246,5698.055195,70.333471,51.527288,1.023071,16,8,04-03-2026
NOLSM128433289,1,Etching,275.676756,1464.535171,3680.983916,5732.050001,70.457243,51.413853,1.061868,16,9,04-03-2026
NOLSM53762433,2,Etching,212.740599,1455.864757,3645.002246,5726.963129,71.71816,50.907255,1.023065,16,10,04-03-2026
NOLSM783109374,3,Etching,318.249987,1622.170184,3670.950977,5740.004715,70.510388,51.739022,1.018962,16,11,04-03-2026
NOLSM339416437,3,Etching,252.851794,1438.163266,3632.95575,5720.07439,70.998419,51.225967,1.0369,16,12,04-03-2026
NOLSM059976802,2,Etching,385.653817,1468.195151,3667.15305,5710.067136,70.643618,50.296586,1.036987,16,13,04-03-2026
NOLSM45626257,1,Etching,275.649227,1487.2433,3645.004768,5713.101274,71.605796,50.636969,1.039011,16,14,04-03-2026
NOLSM531635911570,1,Etching,290.977595,1588.286468,3679.905521,5711.919171,69.820394,51.360314,1.023151,16,15,04-03-2026
NOLSM654970453,2,Etching,543.583978,1318.929242,3663.103566,5726.85673,71.410216,51.419646,1.02876,16,16,04-03-2026
NOLSM917495814,3,Etching,297.87348,1359.410668,3681.982672,5719.1456,71.053687,50.106895,1.038902,16,17,04-03-2026
NOLSM02574343107,2,Etching,428.986373,1577.203567,3626.960738,5705.883888,72.236584,51.418471,1.049983,16,18,04-03-2026
NOLSM014792852966,1,Etching,625.16883,1676.822043,3661.090196,5724.927313,71.612365,51.313386,0.998099,16,19,04-03-2026
NOLSM52322042083,1,Etching,285.911637,1500.77543,3679.884207,5747.040779,69.643934,51.062172,1.05002,16,20,04-03-2026
NOLSM81133404914,3,Etching,320.130581,1493.249769,3638.965423,5695.897042,71.663321,50.935395,1.026068,16,21,04-03-2026
NOLSM952345885,3,Etching,667.534557,1542.638374,3668.069827,5719.82377,70.92819,50.450967,1.042973,16,22,04-03-2026
NOLSM05924493206,2,Etching,219.48774,1530.546077,3633.947416,5709.01432,70.483968,51.881739,1.0311,16,23,04-03-2026
NOLSM747372758407,1,Etching,310.803837,1629.601782,3643.080178,5703.024975,71.018799,50.855875,1.02895,16,24,04-03-2026
NOLSM2416466448,1,Etching,185.384026,1534.241149,3635.873454,5714.88146,70.463936,51.030643,1.017886,16,25,04-03-2026
NOLSM7031253042,2,Etching,223.24909,1432.194327,3653.217972,5719.991351,70.442515,51.747744,1.010942,16,26,04-03-2026
NOLSM133244796861,3,Etching,464.685908,1680.421675,3656.063869,5708.109032,71.614824,51.489195,1.035028,16,27,04-03-2026
NOLSM5076549477,1,Etching,382.318155,1500.27539,3676.786967,5695.081381,71.88533,51.542179,1.018041,17,28,05-03-2026
NOLSM282976880026,2,Etching,180.100833,1662.841325,3649.112046,5714.063269,71.38764,51.222925,1.026048,17,29,05-03-2026
NOLSM2370337637,3,Etching,334.752251,1355.726823,3620.148273,5734.005309,72.87944,50.68884,1.05481,17,30,05-03-2026
NOLSM2968533052,1,Etching,267.656817,1372.231098,3678.028555,5709.008716,71.99794,51.883288,1.039066,17,31,05-03-2026
NOLSM0682682812,2,Etching,196.680272,1569.98654,3648.151558,5701.899338,71.536929,51.62059,1.028968,17,32,05-03-2026
NOLSM3680894359,3,Etching,391.6809,1522.126716,3651.062378,5695.971117,70.422171,51.001254,1.032038,17,33,05-03-2026
NOLSM447979387518,1,Etching,556.495295,1507.31785,3652.976402,5696.974501,71.619431,51.505864,1.02886,17,34,05-03-2026
NOLSM639261920010,2,Etching,266.396866,1359.756949,3677.951504,5708.986028,69.329685,51.436211,1.029889,17,35,05-03-2026
NOLSM028878374,3,Etching,470.694467,1708.73822,3667.152705,5710.052778,71.461229,51.872637,1.046975,17,36,05-03-2026
NOLSM31988038311,1,Etching,354.554399,1467.678631,3646.01256,5708.00291,71.550388,50.634472,1.048052,17,37,05-03-2026
NOLSM983000704838,2,Etching,423.6816,1466.481029,3671.941831,5728.094859,70.796042,51.137402,1.048006,17,38,05-03-2026
NOLSM817662919006,3,Etching,318.887168,1389.920068,3647.016528,5737.063219,70.840397,51.371809,1.046963,17,39,05-03-2026
NOLSM09317822,1,Etching,359.440394,1561.425271,3662.001509,5703.99627,72.312516,50.663775,1.04685,17,40,05-03-2026
NOLSM66101597,2,Etching,337.460337,1664.811598,3645.078188,5726.983703,71.503556,50.368835,1.046006,17,41,05-03-2026
NOLSM893408906,3,Etching,505.282751,1572.523478,3621.035097,5717.981721,72.072768,50.914497,1.046972,17,42,05-03-2026
NOLSM8219730755,1,Etching,434.901917,1526.757616,3653.924971,5751.122494,71.021618,51.962549,1.051005,17,43,05-03-2026
NOLSM51515863080,2,Etching,336.962554,1480.506529,3638.901676,5728.966714,71.13554,53.270726,1.052017,17,44,05-03-2026
NOLSM699527680736,3,Etching,268.9495,1587.45465,3673.015827,5694.173027,70.687969,50.716604,1.052788,17,45,05-03-2026
NOLSM70433204795,1,Etching,397.916441,1440.786651,3667.933263,5716.044674,68.144147,52.098876,1.05591,17,46,05-03-2026
NOLSM04588425747,2,Etching,434.766845,1440.373653,3664.989094,5689.015129,73.084994,50.72362,1.021975,17,47,05-03-2026
NOLSM71612496,3,Etching,338.53081,1401.600761,3656.135539,5713.852471,71.234687,50.848909,1.029089,17,48,05-03-2026
NOLSM40242770,1,Etching,207.579265,1517.56358,3613.107102,5722.882569,70.288446,51.173065,1.054968,17,49,05-03-2026
NOLSM59717634521,2,Etching,298.152703,1574.753475,3682.175454,5737.086455,71.396588,51.175842,1.01507,17,50,05-03-2026
NOLSM360038402,3,Etching,511.77595,1486.485794,3674.041787,5687.953707,72.162327,51.826754,1.053967,17,51,05-03-2026
NOLSM5255494829,1,Etching,291.205183,1623.297999,3666.956536,5730.0056,71.972835,51.484152,1.035014,17,52,05-03-2026
NOLSM319222295587,2,Etching,629.31198,1204.929617,3647.051258,5705.978455,70.651388,51.428181,1.035058,17,53,05-03-2026
NOLSM619106605,3,Etching,343.265244,1589.491644,3671.948132,5702.089783,71.62574,50.958322,1.033058,17,54,05-03-2026
NOLSM6059801192,3,Etching,382.734063,1500.167878,3677.031316,5694.952888,71.888891,51.538526,1.01798,17,1,05-03-2026
NOLSM62644666800,2,Etching,179.159904,1662.720361,3649.108341,5714.117915,71.388328,51.226141,1.025986,17,2,05-03-2026
NOLSM5180469212,1,Etching,334.744414,1354.403164,3620.031399,5734.06688,72.881478,50.686538,1.055,17,3,05-03-2026
NOLSM60724945605,1,Etching,271.030408,1372.398748,3678.002799,5708.968893,72.003067,51.884175,1.039031,17,4,05-03-2026
NOLSM924060750,2,Etching,197.230096,1569.727661,3648.026658,5702.001824,71.545609,51.620097,1.028892,17,5,05-03-2026
NOLSM267924911,3,Etching,391.513012,1522.452609,3650.988533,5696.099779,70.415943,51.005868,1.03199,17,6,05-03-2026
NOLSM23270468,2,Etching,557.291558,1506.811184,3652.928391,5696.968369,71.632167,51.509428,1.028826,17,7,05-03-2026
NOLSM88394535,1,Etching,265.725681,1359.00312,3678.016462,5709.010105,69.331385,51.432426,1.029935,17,8,05-03-2026
NOLSM228427726827,1,Etching,471.39092,1524.597109,3666.750076,5710.059855,71.469338,51.873335,1.019924,17,9,05-03-2026
NOLSM02328942219,3,Etching,353.858153,1495.980729,3646.091647,5707.959484,71.554941,50.633804,1.041095,17,10,05-03-2026
NOLSM61826963,3,Etching,423.341445,1499.618301,3672.038649,5728.08056,70.799584,51.133837,1.035946,17,11,05-03-2026
NOLSM11142966573,2,Etching,318.917072,1430.804045,3646.949537,5737.061269,70.840189,51.370177,1.044007,17,12,05-03-2026
NOLSM99432838,1,Etching,360.014718,1582.72774,3662.021017,5704.067988,72.305602,50.659642,1.031058,17,13,05-03-2026
NOLSM0408698498,1,Etching,337.914563,1433.875182,3645.086241,5727.041486,71.502384,50.369767,1.064016,17,14,05-03-2026
NOLSM21328701254,2,Etching,505.827374,1383.425343,3621.033174,5718.10278,72.064063,51.409471,1.016038,17,15,05-03-2026
NOLSM4570459589,3,Etching,435.45133,1508.929411,3654.116302,5750.986965,71.033867,50.448704,1.020985,17,16,05-03-2026
NOLSM66577951409,3,Etching,336.680534,1497.391239,3639.042358,5729.006431,71.134531,50.363416,1.036015,17,17,05-03-2026
NOLSM983029186,1,Etching,268.067148,1370.955454,3673.043635,5694.061108,70.679121,50.713266,1.041079,17,18,05-03-2026
NOLSM953367362,1,Etching,398.25755,1479.557249,3668.032564,5715.9468,68.148878,50.468969,1.040159,17,19,05-03-2026
NOLSM82291271047,3,Etching,434.178959,1555.242053,3664.960067,5688.893739,73.083519,51.387989,1.021829,17,20,05-03-2026
NOLSM832327008,3,Etching,337.789757,1318.830142,3656.012677,5714.04611,71.23994,51.690217,1.029003,17,21,05-03-2026
NOLSM22118133,2,Etching,207.612461,1517.28376,3613.042406,5722.864389,70.29038,50.761438,1.054847,17,22,05-03-2026
NOLSM29128446,1,Etching,297.725451,1575.297328,3681.877366,5736.989389,71.397241,51.213004,1.015103,17,23,05-03-2026
NOLSM94857970,1,Etching,511.183958,1486.795056,3674.034443,5687.977872,72.162051,51.151564,1.053859,17,24,05-03-2026
NOLSM24468082553,3,Etching,290.834753,1622.384246,3667.051765,5729.942679,71.973994,50.803859,1.034846,17,25,05-03-2026
NOLSM423561264,3,Etching,630.533045,1205.222474,3646.917208,5706.149168,70.652887,50.914711,1.035281,17,26,05-03-2026
NOLSM38896002261,2,Etching,342.614645,1589.029303,3672.055912,5702.10349,71.630856,51.573662,1.032994,17,27,05-03-2026
NOLSM78435577,1,Etching,97.501693,1371.216748,3613.936319,5682.932652,68.848496,51.518922,1.000032,18,28,06-03-2026
NOLSM89026457,2,Etching,183.971587,1346.752383,3615.024755,5711.010443,69.09759,50.563131,1.01421,18,29,06-03-2026
NOLSM37253531927,3,Etching,194.887977,1396.651768,3628.132072,5704.031353,70.490091,51.099193,1.027112,18,30,06-03-2026
NOLSM095803655874,1,Etching,182.601995,1377.798909,3629.96399,5689.012461,70.810372,51.013426,1.025073,18,31,06-03-2026
NOLSM1292317779,2,Etching,151.78168,1419.004764,3636.115531,5716.88831,71.260179,51.175666,1.029067,18,32,06-03-2026
NOLSM955609226588,3,Etching,149.375607,1329.317888,3637.093142,5707.992096,71.251452,51.056889,1.025948,18,33,06-03-2026
NOLSM32326207,1,Etching,62.181387,1417.918899,3633.982441,5731.946321,71.245538,51.153327,1.028938,18,34,06-03-2026
NOLSM772296287787,2,Etching,143.167841,1414.750758,3635.922409,5701.018706,71.381646,51.378657,1.033854,18,35,06-03-2026
NOLSM65041826163,3,Etching,112.206849,1412.957237,3638.086091,5725.96133,71.364311,50.992841,1.025049,18,36,06-03-2026
NOLSM5878443897,1,Etching,178.677503,1485.563383,3639.143341,5725.891586,71.225298,51.354196,1.034039,18,37,06-03-2026
NOLSM555657619,2,Etching,241.411973,1504.910135,3636.819278,5727.908751,71.238471,51.35807,1.034078,18,38,06-03-2026
NOLSM61311613653,3,Etching,164.992012,1398.888625,3634.985655,5705.089055,71.225614,51.612809,1.040006,18,39,06-03-2026
NOLSM41691768,1,Etching,135.759458,1392.41526,3638.932389,5733.047016,71.374782,51.650595,1.040936,18,40,06-03-2026
NOLSM868746603,2,Etching,192.017864,1438.260839,3641.872375,5692.957975,71.317895,51.614776,1.040015,18,41,06-03-2026
NOLSM564144620569,3,Etching,168.041697,1414.00633,3634.994327,5724.960586,71.374615,51.613479,1.040029,18,42,06-03-2026
NOLSM88683615,1,Etching,141.472802,1460.954241,3639.99212,5689.053296,71.477807,51.878413,1.046893,18,43,06-03-2026
NOLSM920612023,2,Etching,200.864104,1447.887361,3634.898588,5706.017656,71.343473,51.626889,1.041072,18,44,06-03-2026
NOLSM38251481,3,Etching,107.300131,1369.606603,3636.061334,5720.966973,71.280309,51.506827,1.037997,18,45,06-03-2026
NOLSM1155410228,1,Etching,53.893393,1311.981829,3635.043156,5720.979641,71.343664,51.630655,1.041025,18,46,06-03-2026
NOLSM80205018035,2,Etching,228.657853,1356.797138,3639.850992,5720.943546,71.325224,51.698589,1.04207,18,47,06-03-2026
NOLSM032669688,3,Etching,180.866507,1371.044049,3640.095795,5704.006235,71.402943,51.858921,1.046981,18,48,06-03-2026
NOLSM86583050984,1,Etching,136.064934,1308.304509,3634.08521,5705.216711,71.383686,51.931478,1.047961,18,49,06-03-2026
NOLSM795219300,2,Etching,160.035793,1305.961121,3636.912018,5714.931124,71.514523,52.138781,1.053289,18,50,06-03-2026
NOLSM984598231371,3,Etching,132.729465,1709.76703,3636.905392,5728.97501,71.30634,51.748161,1.044096,18,51,06-03-2026
NOLSM76813858866,1,Etching,145.325628,1468.29139,3638.050568,5722.864576,71.295262,51.873365,1.046956,18,52,06-03-2026
NOLSM965652425,2,Etching,113.020955,1465.840615,3635.04986,5696.012872,71.405011,51.902828,1.047996,18,53,06-03-2026
NOLSM1380741812,3,Etching,209.563879,1390.763115,3644.044255,5731.903679,71.388145,51.888849,1.047013,18,54,06-03-2026
NOLSM01157321,1,Etching,98.64222,1369.647677,3613.996138,5682.88932,68.845548,49.989353,0.999935,18,1,06-03-2026
NOLSM76165753,1,Etching,184.024486,1346.434759,3614.996448,5710.861768,69.100101,50.560092,1.013903,18,2,06-03-2026
NOLSM709030488850,2,Etching,195.471406,1395.607044,3627.919317,5704.063821,70.482123,51.092783,1.026972,18,3,06-03-2026
NOLSM491044062,3,Etching,183.352047,1378.113826,3629.706226,5688.954377,70.801613,51.012632,1.025102,18,4,06-03-2026
NOLSM5181100363,3,Etching,152.066754,1420.275298,3636.005849,5716.876854,71.261632,51.169684,1.028999,18,5,06-03-2026
NOLSM544384838470,2,Etching,151.006455,1329.641708,3637.19734,5707.984482,71.247196,51.053141,1.025972,18,6,06-03-2026
NOLSM31277013526,1,Etching,63.056041,1417.540768,3633.97078,5731.944813,71.251571,51.150682,1.028992,18,7,06-03-2026
NOLSM7576442374,1,Etching,142.457193,1414.915717,3636.031401,5700.98165,71.372102,51.376805,1.033915,18,8,06-03-2026
NOLSM829277656658,2,Etching,113.318622,1413.611006,3637.952857,5726.059695,71.353808,50.984508,1.024993,18,9,06-03-2026
NOLSM459399812804,3,Etching,178.874234,1485.97284,3639.006292,5726.08132,71.224304,51.354937,1.03394,18,10,06-03-2026
NOLSM2072344165,2,Etching,240.279416,1504.168211,3637.101839,5727.979175,71.241876,51.352654,1.033962,18,11,06-03-2026
NOLSM6992756877,1,Etching,165.214286,1398.453585,3634.963469,5704.987877,71.220246,51.614099,1.039993,18,12,06-03-2026
NOLSM0091795501,1,Etching,134.89178,1393.104396,3639.00237,5733.000996,71.372374,51.655974,1.040999,18,13,06-03-2026
NOLSM218960029517,2,Etching,193.13361,1438.217464,3641.955292,5692.982386,71.325031,51.614823,1.039849,18,14,06-03-2026
NOLSM37618451297,3,Etching,167.529713,1413.642779,3635.099444,5725.000849,71.372096,51.607819,1.040032,18,15,06-03-2026
NOLSM4908089560,3,Etching,140.866204,1460.721104,3639.995899,5688.971195,71.473119,51.884447,1.046959,18,16,06-03-2026
NOLSM041944585,1,Etching,199.880114,1448.676555,3634.975665,5706.011678,71.342231,51.62581,1.04097,18,17,06-03-2026
NOLSM041765128,1,Etching,107.041674,1370.337726,3636.050698,5720.91423,71.276214,51.510927,1.038079,18,18,06-03-2026
NOLSM61608859,2,Etching,53.117157,1311.277022,3635.015224,5720.961948,71.343774,51.636881,1.040881,18,19,06-03-2026
NOLSM75886302,3,Etching,227.738825,1356.462132,3639.860367,5721.02276,71.327433,51.693183,1.042002,18,20,06-03-2026
NOLSM37755267,3,Etching,181.280916,1372.126424,3640.114494,5704.059818,71.408971,51.865943,1.047088,18,21,06-03-2026
NOLSM450422504,2,Etching,137.294076,1307.89404,3633.895996,5705.112922,71.384152,51.924677,1.048032,18,22,06-03-2026
NOLSM425090139897,1,Etching,159.739297,1306.171398,3636.946554,5715.104317,71.51546,52.141498,1.053012,18,23,06-03-2026
NOLSM9103419574,1,Etching,132.477379,1372.858947,3637.175323,5729.130646,71.307553,51.750423,1.044053,18,24,06-03-2026
NOLSM64764707208,2,Etching,144.210685,1412.489992,3638.047385,5723.089766,71.292971,51.875608,1.047005,18,25,06-03-2026
NOLSM5793151066,3,Etching,113.554471,1281.91608,3635.058308,5696.109453,71.397979,51.909095,1.047909,18,26,06-03-2026
NOLSM14014464514,3,Etching,209.447659,1427.037429,3643.963097,5732.064551,71.385463,51.8913,1.047043,18,27,06-03-2026
NOLSM96743081,1,Etching,192.200442,1560.390289,3640.129841,5690.138992,71.518294,52.090925,1.052124,19,28,07-03-2026
NOLSM4679390698,2,Etching,179.816855,1664.879528,3636.048245,5711.010464,71.531825,52.098295,1.052811,19,29,07-03-2026
NOLSM06843581,3,Etching,241.298363,1571.977059,3636.878056,5704.11302,71.540323,52.164751,1.053958,19,30,07-03-2026
NOLSM324622542091,1,Etching,209.586974,1526.190201,3645.973683,5694.034961,71.694067,52.322629,1.057984,19,31,07-03-2026
NOLSM3498384267,2,Etching,136.050284,1480.417788,3640.110191,5721.009835,71.608475,52.371317,1.058887,19,32,07-03-2026
NOLSM85821466,3,Etching,199.035248,1587.96882,3641.061391,5726.035371,71.564708,51.698487,1.041956,19,33,07-03-2026
NOLSM5250213725,1,Etching,187.058852,1440.838423,3645.144518,5729.130467,71.396031,51.595072,1.040171,19,34,07-03-2026
NOLSM034408486,2,Etching,195.608613,1441.145874,3641.930698,5731.969562,71.345055,51.547104,1.03887,19,35,07-03-2026
NOLSM849840644556,3,Etching,270.124903,1401.285623,3639.088576,5720.084302,71.038204,51.57018,1.038971,19,36,07-03-2026
NOLSM70925044981,1,Etching,184.671512,1458.514489,3645.98482,5691.99239,71.134526,51.73296,1.043017,19,37,07-03-2026
NOLSM70010765,2,Etching,362.935526,1508.580273,3655.872484,5701.922059,71.236816,51.520306,1.03794,19,38,07-03-2026
NOLSM800169029,3,Etching,242.718452,1459.045783,3645.967323,5720.933923,71.24574,51.402996,1.035045,19,39,07-03-2026
NOLSM67574890657,1,Etching,280.724107,1497.184659,3650.828081,5688.024194,71.175892,51.9304,1.04799,19,40,07-03-2026
NOLSM001468382,2,Etching,325.798854,1513.923066,3652.929466,5696.049142,71.153364,51.907606,1.048006,19,41,07-03-2026
NOLSM58034571565,3,Etching,344.692529,1491.82719,3652.019952,5728.960506,71.201042,51.51301,1.038035,19,42,07-03-2026
NOLSM53808324207,1,Etching,324.319488,1441.77717,3656.914403,5710.903857,71.173763,52.02676,1.051069,19,43,07-03-2026
NOLSM51555983,2,Etching,174.4917,1537.728441,3657.059667,5709.017525,71.285546,52.08433,1.051971,19,44,07-03-2026
NOLSM759051313,3,Etching,201.365855,1514.707785,3677.036941,5719.01567,71.16864,51.987143,1.04995,19,45,07-03-2026
NOLSM0909602443,1,Etching,311.92815,1421.268287,3631.024248,5703.110371,71.15889,50.931349,1.023083,19,46,07-03-2026
NOLSM7539299150,2,Etching,223.822413,1452.736235,3635.825351,5721.942957,71.116194,51.061105,1.026838,19,47,07-03-2026
NOLSM746695412,3,Etching,332.21128,1449.315288,3632.933964,5701.992913,71.256506,51.491815,1.037159,19,48,07-03-2026
NOLSM4103922958,1,Etching,269.301993,1338.377218,3632.896225,5724.061203,71.398317,51.533993,1.038004,19,49,07-03-2026
NOLSM914150089,2,Etching,215.541388,1454.661034,3631.01845,5712.13374,71.287445,51.127336,1.027935,19,50,07-03-2026
NOLSM878872637687,3,Etching,235.48972,1342.097604,3630.744252,5717.037611,70.950437,51.203998,1.029874,19,51,07-03-2026
NOLSM4280682661,1,Etching,151.114942,1369.034295,3629.027171,5721.93899,70.908553,51.424453,1.036037,19,52,07-03-2026
NOLSM961991519020,2,Etching,207.297328,1387.44243,3638.021518,5726.842035,71.056374,51.227164,1.030809,19,53,07-03-2026
NOLSM16676020108,3,Etching,212.721954,1378.250817,3634.955545,5685.886926,70.695286,51.012202,1.024939,19,54,07-03-2026
NOLSM79104613,2,Etching,190.450609,1381.989296,3640.028313,5689.87591,71.52345,52.093818,1.051999,19,1,07-03-2026
