No_Die,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Lot_Num,Wafer_Num,Datetime
NOLSM80256391,2,Photo,1.44647,15.062318,14.927023,20.002994,198.16434,90.000001,500.411856,4054.488552,4886.128258,5.003639,90.962314,29.994986,14,30,02-03-2026
NOLSM35391809682,2,Photo,0.982797,16.034816,15.184498,20.001991,200.996511,89.999999,494.981342,3956.924594,5029.87801,4.92434,88.843914,30.00099,14,31,02-03-2026
NOLSM5883776523,2,Photo,1.638292,15.910756,14.935053,19.999022,199.48798,90.000999,499.224253,4087.875313,4989.290719,4.871081,91.964696,30.001991,14,32,02-03-2026
NOLSM89675082283,2,Photo,1.441747,12.414452,14.837195,20.003016,202.90944,89.999998,501.183032,4025.578653,5066.42078,4.980886,92.496192,30.01102,14,33,02-03-2026
NOLSM31423203865,2,Photo,1.201046,14.629757,15.219175,19.994999,200.195937,90.000003,493.334978,4036.796198,5042.007562,4.991001,93.314202,29.996952,14,34,02-03-2026
NOLSM835229974,2,Photo,0.810449,23.579265,14.935241,19.998988,199.299144,90.000005,497.317876,4013.867633,5048.426594,4.970944,92.589993,30.002983,14,35,02-03-2026
NOLSM16162738,2,Photo,2.077025,14.611035,15.011523,19.997999,200.899236,90.000998,499.224038,3985.001832,4929.008497,4.94218,90.416237,29.999042,14,36,02-03-2026
NOLSM31347288927,2,Photo,1.443201,20.179545,15.013751,19.992036,197.118483,89.999004,503.78398,4047.084271,5081.458658,4.920036,91.664936,30.002026,14,37,02-03-2026
NOLSM5176134891,2,Photo,0.715426,18.517467,14.954179,20.00002,194.892702,90.000997,501.973698,3955.886548,5052.671238,4.827386,95.829362,29.998043,14,38,02-03-2026
NOLSM64192490605,2,Photo,0.43246,15.86013,15.006877,20.002969,200.997989,90.0,499.300868,4062.854825,4922.031019,5.068867,94.124187,30.010973,14,39,02-03-2026
NOLSM50672901083,2,Photo,1.639665,17.373624,14.925021,20.001993,198.28723,90.001003,500.635645,4071.691319,4978.371209,5.026272,96.347072,30.005018,14,40,02-03-2026
NOLSM885490348112,2,Photo,1.427021,16.078899,14.992694,20.010004,198.92475,90.000999,499.963595,3986.320333,5152.741867,5.01656,91.373317,29.994959,14,41,02-03-2026
NOLSM6010898220,2,Photo,1.122512,19.033754,14.968181,19.999006,194.973452,90.000993,501.813739,3978.95844,4975.375769,4.894291,92.119393,30.006965,14,42,02-03-2026
NOLSM212770107059,2,Photo,1.625805,18.903191,15.019764,20.000992,196.534473,89.998994,502.395802,4055.926488,5114.96628,5.078583,92.611745,30.005039,14,43,02-03-2026
NOLSM776779213417,2,Photo,1.181617,13.783332,15.01622,19.999998,204.536806,90.000996,507.175515,4029.091318,5086.565919,5.035464,92.352001,30.005997,14,44,02-03-2026
NOLSM344488307063,2,Photo,1.225929,18.776698,15.050001,20.003005,204.930248,89.999,501.290482,3971.347656,4935.183364,5.099048,92.705374,29.999007,14,45,02-03-2026
NOLSM36718471,2,Photo,1.814527,20.698345,15.026019,19.99901,200.329595,90.000991,503.389965,4035.364824,5084.175348,5.052638,92.944167,29.991966,14,46,02-03-2026
NOLSM332410355,2,Photo,1.895732,11.243813,15.008437,19.999009,200.391795,90.000999,501.420011,3952.673642,5002.728002,4.950572,89.927343,29.990009,14,47,02-03-2026
NOLSM539001372,2,Photo,1.718531,15.291603,15.075317,20.004012,199.017664,90.001003,501.096245,3972.160138,5075.060832,5.032313,92.193082,30.005957,14,48,02-03-2026
NOLSM4273778196,2,Photo,0.962937,12.464735,14.994932,20.002987,195.747999,89.999998,501.584467,4016.913967,5009.917401,5.018998,92.607385,30.007046,14,49,02-03-2026
NOLSM033364429,2,Photo,1.488764,19.762394,14.993797,20.011023,203.756987,90.000001,497.088585,4073.065935,4976.344024,5.106833,92.530149,30.003005,14,50,02-03-2026
NOLSM471738744848,2,Photo,0.951379,16.027779,15.101762,19.99602,203.289678,90.000004,500.169899,4084.547641,4888.650737,4.968606,89.183755,30.006941,14,51,02-03-2026
NOLSM0701541562,2,Photo,0.836441,17.585275,14.94483,19.999003,205.731761,90.001005,501.416774,4045.23161,4953.457577,4.980042,93.685591,29.989018,14,52,02-03-2026
NOLSM7398624887,2,Photo,1.367812,16.445207,15.017312,19.994994,200.629456,90.000003,496.487248,4010.084724,4883.785989,5.028718,92.146782,30.004988,14,53,02-03-2026
NOLSM48559568,2,Photo,1.9249,14.432016,14.994749,19.993991,199.008597,90.000998,501.65517,3999.990443,5049.325483,5.036184,92.63763,30.001012,14,54,02-03-2026
NOLSM5943721326,1,Photo,1.149323,15.760052,15.037952,19.997005,196.487986,90.000999,500.233762,4114.526757,5041.664174,5.06389,89.553147,29.997938,14,1,02-03-2026
NOLSM39842155064,1,Photo,0.894953,11.921018,15.163059,19.992983,199.074241,89.999006,502.553973,4101.867916,4992.92639,4.975318,91.384575,29.995026,14,2,02-03-2026
NOLSM34650012091,1,Photo,1.446301,15.066069,14.92635,20.002976,198.156848,89.999993,500.928303,4020.467523,4885.796719,5.00392,90.949116,30.001989,14,3,02-03-2026
NOLSM16589420012,2,Photo,0.978711,16.029019,15.183829,20.002001,201.005561,90.000002,501.153852,4034.714444,5029.244788,4.923987,88.853394,30.001002,14,4,02-03-2026
NOLSM9946395515,2,Photo,1.639294,15.935342,14.935356,19.999023,199.461651,90.000996,503.207801,4040.54664,4989.442685,4.870744,91.970584,30.014035,14,5,02-03-2026
NOLSM530820363385,2,Photo,1.448721,12.416092,14.837972,20.003023,202.918,89.999998,508.905319,4068.898035,5067.065794,4.980612,92.506662,29.990974,14,6,02-03-2026
NOLSM16679871,3,Photo,1.204104,14.60325,15.219803,19.995006,200.219595,89.999998,501.29803,4003.764576,5042.446691,4.991268,93.322749,29.998021,14,7,02-03-2026
NOLSM1067498303,3,Photo,0.811769,23.549839,14.934882,19.999007,199.280742,89.999997,497.307996,4010.903173,5048.526812,4.971452,92.588858,30.007995,14,8,02-03-2026
NOLSM749857228537,1,Photo,2.076437,14.64103,15.011972,19.99801,200.894815,90.001,499.216934,4016.662697,4929.594806,4.942325,90.409083,29.999004,14,9,02-03-2026
NOLSM36679677603,1,Photo,1.442693,20.181263,15.014297,19.992005,197.136906,89.999001,503.750096,4058.767938,5081.282564,4.919887,91.665101,30.003018,14,10,02-03-2026
NOLSM8978449416,1,Photo,0.716053,18.511424,14.954848,19.999992,194.879646,90.000996,501.964298,3993.748824,5052.934819,4.827258,95.820534,29.996955,14,11,02-03-2026
NOLSM753678487077,2,Photo,0.433258,15.882866,15.006928,20.002985,200.992364,89.999998,499.271533,4077.695521,4921.985464,5.06929,94.129426,30.004028,14,12,02-03-2026
NOLSM605151169040,2,Photo,1.64149,19.558954,14.925283,20.002009,198.261926,90.000992,500.620298,4114.84586,4978.466106,5.02618,96.344367,30.004977,14,13,02-03-2026
NOLSM44327685,2,Photo,1.427401,15.645092,14.993403,20.010005,198.942387,90.001003,499.963157,3984.165766,5152.159496,5.016706,91.368521,29.994974,14,14,02-03-2026
NOLSM44690055,3,Photo,0.550217,16.175948,14.968482,19.998978,194.993733,90.001001,504.54469,4009.36243,4975.702645,4.894306,92.111362,30.007007,14,15,02-03-2026
NOLSM24405357,3,Photo,1.594386,15.257812,15.019703,20.001011,196.580293,89.998998,495.999406,4023.693196,5114.638223,5.07889,92.602047,30.004971,14,16,02-03-2026
NOLSM283084764703,3,Photo,1.74343,17.669054,15.015476,19.999994,204.52368,90.001001,499.329013,3945.422376,5086.071187,5.035904,92.347579,30.006011,14,17,02-03-2026
NOLSM358091061879,1,Photo,1.2132,11.02162,15.050164,20.002978,204.897082,89.999002,504.295889,3963.228079,4934.778813,5.098713,92.717774,29.998973,14,18,02-03-2026
NOLSM25289915,1,Photo,1.152266,16.212627,15.026008,19.998975,200.314159,90.000995,499.181763,3951.307604,5084.23228,5.052981,92.948375,29.991995,14,19,02-03-2026
NOLSM298817219,1,Photo,1.951035,13.679734,15.009069,19.998981,200.362546,90.000993,497.17744,4033.623288,5003.226028,4.950959,89.943101,29.990021,14,20,02-03-2026
NOLSM7501165104,2,Photo,0.520906,14.122197,15.07428,20.003999,199.052756,90.001003,500.745029,4020.994981,5075.287606,5.032308,92.193288,30.006021,14,21,02-03-2026
NOLSM1995184631,2,Photo,1.944023,15.484595,14.995396,20.002962,195.749656,89.999991,504.877983,4009.453842,5009.193248,5.019069,92.60623,30.006945,14,22,02-03-2026
NOLSM4033185851,3,Photo,1.312118,15.819308,14.994206,20.010977,203.771893,89.999997,499.664318,4005.376296,4975.937899,5.106492,92.521799,30.002994,14,23,02-03-2026
NOLSM30704803,3,Photo,1.331757,14.750406,15.101814,19.995992,203.263788,90.000001,499.205673,4010.778184,4887.936143,4.969364,89.170171,30.006972,14,24,02-03-2026
NOLSM72690433,1,Photo,1.469077,14.045333,14.945824,19.998997,205.732705,90.001002,500.938153,3924.887812,4953.524203,4.979994,93.693651,29.989049,14,25,02-03-2026
NOLSM42610506713,1,Photo,0.614444,16.087212,15.017144,19.99501,200.625237,90.000008,502.344616,3984.764313,4882.997139,5.028689,92.153141,30.00496,14,26,02-03-2026
NOLSM5132851124,1,Photo,0.728923,14.413707,14.994532,19.993995,199.003139,90.001,500.270843,4000.384458,5049.635341,5.035312,92.624417,30.001024,14,27,02-03-2026
NOLSM54006969581,3,Photo,1.417723,13.459309,14.976004,20.001993,204.352112,89.999995,496.000294,4099.567496,4951.339203,5.096579,92.707281,30.002035,15,28,03-03-2026
NOLSM55890095,3,Photo,0.681478,15.470469,15.088173,20.00097,198.50535,89.999001,500.448126,4022.922841,5062.044397,5.089606,94.049738,29.990982,15,29,03-03-2026
NOLSM553974510758,3,Photo,0.730807,16.137903,15.099164,20.000019,200.069284,89.999998,502.25456,4100.71521,4995.013655,5.017532,94.479261,29.994997,15,30,03-03-2026
NOLSM769063588843,3,Photo,1.813634,15.38082,14.874427,19.994031,199.374643,90.000999,503.451639,4028.357967,4922.192453,5.175189,93.874941,30.004974,15,31,03-03-2026
NOLSM494794044,3,Photo,1.89682,17.047299,15.003998,20.001031,201.671725,89.999994,498.493667,4018.946008,5123.803191,4.902694,90.424386,29.997021,15,32,03-03-2026
NOLSM284148758610,3,Photo,1.71975,17.557225,14.916065,19.99399,204.081742,89.997998,495.420592,4071.831491,5006.369024,4.963473,93.438279,29.996024,15,33,03-03-2026
NOLSM238419418541,3,Photo,0.961236,14.894222,15.036202,19.997993,199.806983,90.001007,494.523966,4144.636358,5026.857032,4.854497,92.4527,29.998042,15,34,03-03-2026
NOLSM959927476,3,Photo,1.492436,16.54473,14.901091,20.000998,202.46984,90.001,498.313827,4043.447588,4870.449854,4.900827,90.262697,30.001032,15,35,03-03-2026
NOLSM705241350118,3,Photo,0.95118,17.036741,15.011771,19.996987,200.760596,90.000998,505.841803,3959.461818,5034.645084,5.006508,92.202296,30.005934,15,36,03-03-2026
NOLSM4459282389,3,Photo,0.836219,16.597905,14.969669,20.005031,200.705996,90.000003,502.409771,3949.478616,4999.478472,5.082334,89.240967,30.009028,15,37,03-03-2026
NOLSM39311985,3,Photo,1.371146,20.400412,14.916947,20.000993,200.191582,90.001005,502.736764,4035.277216,5015.550783,5.035276,90.887801,30.009976,15,38,03-03-2026
NOLSM3224516606,3,Photo,1.924738,16.966192,15.039024,19.999016,200.643817,89.999997,502.111071,3939.333437,5034.22244,5.012195,91.99386,29.993943,15,39,03-03-2026
NOLSM332823277974,3,Photo,1.420182,13.513567,15.108791,19.992973,199.648683,89.999006,499.313839,4000.015435,4980.848004,5.030127,93.25749,30.004022,15,40,03-03-2026
NOLSM627917515912,3,Photo,0.680682,15.974986,15.018195,19.994954,206.849653,89.998999,505.724691,3979.100629,4978.784793,5.007262,90.452906,30.007987,15,41,03-03-2026
NOLSM4089205026,3,Photo,0.732332,15.68338,14.975967,19.994017,202.771067,90.001,494.914309,4095.930889,4958.326762,4.904504,92.046351,30.001072,15,42,03-03-2026
NOLSM86482773038,3,Photo,0.948835,15.571238,14.969991,20.004029,195.992752,89.998992,504.231353,4043.314415,4926.74507,5.027082,91.826576,29.996989,15,43,03-03-2026
NOLSM027210892,3,Photo,1.262139,14.490833,14.928145,19.999991,198.20934,89.999998,500.076913,3977.500457,5105.241042,5.000891,91.148925,30.006996,15,44,03-03-2026
NOLSM278749157,3,Photo,1.82502,15.933873,15.078714,19.993958,200.32894,90.000999,500.402032,4041.122454,5036.33635,4.886165,92.009792,30.013039,15,45,03-03-2026
NOLSM568810659,3,Photo,1.100131,12.735594,14.968453,19.996969,200.345804,90.001001,494.981381,4013.267276,5035.660213,5.037146,93.684311,30.000008,15,46,03-03-2026
NOLSM938064451,3,Photo,1.838835,15.44043,15.001277,19.996003,196.467962,89.998998,499.239926,4065.618318,5054.876783,4.935248,90.948873,29.990959,15,47,03-03-2026
NOLSM2835228822,3,Photo,1.320217,11.813429,15.080827,20.005028,199.04232,89.999001,501.152777,4086.564093,4924.777789,4.914684,89.284925,29.997988,15,48,03-03-2026
NOLSM048875828708,3,Photo,0.437407,17.365711,15.058749,20.004992,198.272916,90.002004,493.338632,4080.644509,5064.922773,5.125546,89.915504,30.014987,15,49,03-03-2026
NOLSM71575847,3,Photo,0.61213,16.093475,14.839593,20.000998,200.834604,90.000001,498.387919,4061.835051,5037.269081,4.972393,92.878291,29.998015,15,50,03-03-2026
NOLSM140460925,3,Photo,1.248647,19.028605,15.01364,20.001006,201.808778,89.999998,501.791855,4022.049893,4937.67612,5.047367,92.22819,29.998993,15,51,03-03-2026
NOLSM02786366673,3,Photo,2.393289,18.896349,14.965575,20.002981,196.688383,90.000995,501.17646,3996.818148,5110.170429,4.996005,89.499313,30.012024,15,52,03-03-2026
NOLSM87358546176,3,Photo,1.116949,13.814514,14.90547,19.991988,201.930396,89.998999,498.337636,4074.186562,4971.532532,5.075791,89.398253,30.000971,15,53,03-03-2026
NOLSM8131568554,3,Photo,1.328206,18.762333,14.96759,19.996,200.428365,89.999998,501.824166,4077.729988,4943.079907,5.036432,92.229297,29.998026,15,54,03-03-2026
NOLSM939334012,2,Photo,1.393631,13.44424,14.976067,20.001987,204.359416,89.999995,500.102765,4099.29348,4950.517549,5.096946,92.707583,30.002015,15,1,03-03-2026
NOLSM026513041795,2,Photo,1.670711,15.48218,15.087797,20.000987,198.510864,89.999001,497.564396,4022.527208,5061.75408,5.089984,94.032771,29.990996,15,2,03-03-2026
NOLSM01328068856,2,Photo,1.145395,16.147635,15.098988,20.000014,200.108367,90.0,503.144362,4100.208831,4995.919061,5.017568,94.481631,29.994974,15,3,03-03-2026
NOLSM4388310214,3,Photo,1.083165,15.38143,14.874215,19.994042,199.373399,90.000997,500.03665,4028.0956,4922.963519,5.174924,93.876054,30.005028,15,4,03-03-2026
NOLSM33302304,3,Photo,1.385946,17.047275,15.004722,20.001002,201.665785,90.000006,502.998889,4018.844583,5124.021036,4.903831,90.419694,29.997008,15,5,03-03-2026
NOLSM806198326,1,Photo,1.415766,17.546819,14.916194,19.993988,204.064897,89.998004,502.336126,4071.736662,5007.120671,4.964144,93.431966,29.99599,15,6,03-03-2026
NOLSM9786578757,1,Photo,1.717676,14.901456,15.035799,19.997971,199.802125,90.000998,496.902851,4144.662888,5026.506145,4.854864,92.451398,29.997986,15,7,03-03-2026
NOLSM55187492,2,Photo,0.782315,16.546368,14.902245,20.001011,202.478707,90.000999,500.840476,4044.250767,4870.233505,4.900824,90.27539,30.001,15,8,03-03-2026
NOLSM96867949,2,Photo,2.151408,17.04848,15.010954,19.997,200.760039,90.001001,496.929295,3960.239019,5035.361089,5.00685,92.192865,30.00599,15,9,03-03-2026
NOLSM576093785,2,Photo,1.179962,16.616773,14.997056,20.00498,200.677712,90.000004,499.605452,3948.866791,4999.887552,5.083397,89.252625,30.008975,15,10,03-03-2026
NOLSM3180473034,3,Photo,1.304416,20.417717,15.096974,20.00103,200.202325,90.001004,500.804906,4035.506949,5016.063856,5.034575,90.894425,30.009935,15,11,03-03-2026
NOLSM015948648021,3,Photo,1.142358,16.968115,15.071001,19.999025,200.630362,90.0,498.804943,3939.360006,5034.387846,5.012156,91.978438,29.993954,15,12,03-03-2026
NOLSM68151205125,3,Photo,1.419581,13.509193,14.99161,19.992989,199.629021,89.999002,501.15384,3999.899177,4981.35477,5.029502,93.238822,30.003967,15,13,03-03-2026
NOLSM06156150577,1,Photo,0.656603,15.950646,15.057538,19.994986,206.855719,89.998994,494.562385,3979.642125,4978.21454,5.007451,90.470298,30.008025,15,14,03-03-2026
NOLSM34738281544,1,Photo,1.230202,15.682798,14.97568,19.994021,202.809197,90.000999,503.039694,4095.692721,4958.957138,4.904489,92.041521,30.000933,15,15,03-03-2026
NOLSM5963383790,2,Photo,1.276059,15.553579,14.970453,20.00398,195.940486,89.999003,499.129161,4043.555848,4925.958306,5.026809,91.824594,29.996985,15,16,03-03-2026
NOLSM19416968342,2,Photo,1.264463,14.523317,14.928008,19.999997,198.150611,89.999999,495.281252,3977.671232,5105.872783,5.000948,91.154238,30.006987,15,17,03-03-2026
NOLSM863601244689,2,Photo,1.825169,15.914465,15.078496,19.993969,200.306149,90.000995,509.066542,4041.470289,5036.292189,4.885494,92.014504,30.012988,15,18,03-03-2026
NOLSM56736570,3,Photo,1.10091,12.730135,14.967886,19.997014,200.29934,90.000998,505.368336,4012.407396,5036.168011,5.037564,93.688271,29.999987,15,19,03-03-2026
NOLSM288291436732,3,Photo,1.83857,15.459065,15.000928,19.996014,196.433592,89.998998,498.02787,4065.052428,5054.710009,4.934307,90.957641,29.990932,15,20,03-03-2026
NOLSM76779703,3,Photo,1.324759,11.813074,15.08027,20.004999,199.030884,89.999002,496.964511,4086.400414,4924.681845,4.915284,89.293707,29.998086,15,21,03-03-2026
NOLSM652239509,1,Photo,0.437197,19.381045,15.057784,20.005003,198.262711,90.001993,498.622313,4080.303731,5064.305491,5.125229,89.912158,30.015037,15,22,03-03-2026
NOLSM86541158806,1,Photo,0.604711,15.478993,14.839521,20.001017,200.85316,89.99999,498.380977,4061.74651,5037.406333,4.973205,92.888345,29.997939,15,23,03-03-2026
NOLSM193756958,1,Photo,1.247459,9.677908,15.013621,20.001024,201.8181,90.000002,501.806527,4021.725011,4937.39943,5.048128,92.212353,29.998983,15,24,03-03-2026
NOLSM9985589826,2,Photo,2.394004,17.883346,14.965359,20.003013,196.675573,90.000995,501.187465,3996.463159,5110.539675,4.996465,89.503868,30.011977,15,25,03-03-2026
NOLSM3897557146,2,Photo,1.116919,13.3835,14.906194,19.992006,201.898499,89.998999,498.347918,4074.290625,4970.903107,5.076164,89.404253,30.00095,15,26,03-03-2026
NOLSM27239955112,3,Photo,1.328585,15.951954,14.968412,19.995989,200.447245,90.000002,501.820642,4078.247928,4942.698655,5.037539,92.236693,29.998025,15,27,03-03-2026
NOLSM3339920812,1,Photo,1.393826,20.729436,14.953141,19.999023,198.464436,89.999999,502.398007,4037.562674,4928.753748,5.114881,93.168055,29.999036,16,28,04-03-2026
NOLSM550394542,1,Photo,0.464872,11.274058,15.004768,20.002971,202.131674,90.000005,507.16009,4005.823586,4988.858121,5.009289,92.427763,29.998982,16,29,04-03-2026
NOLSM2533237292,1,Photo,1.417412,15.288932,15.054545,20.005015,199.620868,89.998992,501.257726,4067.824263,5083.929638,5.08537,91.642963,30.005987,16,30,04-03-2026
NOLSM95821221,1,Photo,1.056321,12.457903,14.946689,19.994996,201.182387,90.000999,503.401917,4039.034654,5104.496109,5.111686,89.340631,30.003006,16,31,04-03-2026
NOLSM376987652937,1,Photo,0.889995,19.770023,14.975154,19.997008,200.098754,90.000004,501.428394,3929.204585,5075.56153,5.013663,91.138167,30.006961,16,32,04-03-2026
NOLSM15063044573,1,Photo,1.086484,16.033273,15.006665,20.001973,207.322563,89.999001,501.077219,4065.860691,4944.267435,4.912253,92.420306,29.994026,16,33,04-03-2026
NOLSM631749316486,1,Photo,1.432106,17.607304,14.936299,20.005972,201.161737,89.999999,501.581573,4042.094954,5119.157021,5.107365,91.4541,29.993967,16,34,04-03-2026
NOLSM99457953,1,Photo,1.323949,16.442331,15.100868,19.989995,199.758923,89.999997,497.106748,4129.048046,5012.979321,4.93145,90.450683,30.00601,16,35,04-03-2026
NOLSM587245615,1,Photo,1.49048,13.238524,15.064254,19.997015,200.894696,89.998997,500.14361,4074.853062,4972.176807,4.915754,90.634503,30.002983,16,36,04-03-2026
NOLSM761368299,1,Photo,1.28583,14.027682,14.931897,20.011981,199.139652,90.001,501.416182,4129.729526,4954.414993,5.239428,91.944747,29.987953,16,37,04-03-2026
NOLSM873363996888,1,Photo,1.071996,15.185473,14.94535,20.001015,203.063803,90.001,496.464085,4112.200615,5003.823244,4.924674,92.110681,30.002013,16,38,04-03-2026
NOLSM950756125,1,Photo,1.038348,12.09152,14.976989,19.993992,196.196297,90.000999,501.640019,4041.180406,5103.821948,5.013844,91.187388,30.007018,16,39,04-03-2026
NOLSM4347382660,1,Photo,1.272205,17.741142,14.958545,19.997031,200.94043,90.001001,496.008265,4119.588532,4884.151484,5.071579,91.283311,29.991984,16,40,04-03-2026
NOLSM9079432677,1,Photo,0.933072,17.169743,14.872095,20.001988,200.497574,90.000005,500.419736,3982.924618,5095.164647,5.026596,90.859885,29.999984,16,41,04-03-2026
NOLSM064171545978,1,Photo,1.645163,16.943295,14.999731,20.011955,201.919563,90.001001,502.250362,4073.337391,4885.983098,4.997793,92.067592,30.005009,16,42,04-03-2026
NOLSM226294938785,1,Photo,0.923508,17.060502,15.012618,20.000999,204.164623,89.999998,503.433904,3992.324817,5045.596356,5.004,92.251168,30.006069,16,43,04-03-2026
NOLSM704164926,1,Photo,0.894525,13.658314,14.95381,19.997017,202.770911,89.999001,498.512097,4044.47129,5005.897802,5.16069,93.204181,29.987959,16,44,04-03-2026
NOLSM25391854474,1,Photo,1.109388,14.580711,15.159135,20.001003,202.300251,90.000004,495.389204,4001.062806,5020.913725,5.054264,92.614197,29.997991,16,45,04-03-2026
NOLSM38133099,1,Photo,1.757257,16.433986,15.11124,19.995014,200.940898,90.001003,494.542942,4019.294748,5171.979921,4.969911,91.133255,29.997984,16,46,04-03-2026
NOLSM04734924232,1,Photo,1.670221,13.913431,14.823962,20.004991,203.564892,89.999996,498.300307,4068.476722,5060.203301,5.067686,93.21683,30.009973,16,47,04-03-2026
NOLSM182904317857,1,Photo,1.55606,14.723302,14.90364,19.990986,197.365266,89.999996,505.868042,4102.129427,5003.514287,5.071878,94.83915,30.007997,16,48,04-03-2026
NOLSM509260562,1,Photo,1.629862,16.681273,14.970023,19.999997,202.457357,90.001,502.41371,4095.883033,5023.193438,5.006797,89.351892,29.996983,16,49,04-03-2026
NOLSM7741143340,1,Photo,1.059857,14.989598,14.917035,19.992003,200.541878,90.001003,502.743428,3984.610125,5032.857414,5.068115,92.265334,29.988989,16,50,04-03-2026
NOLSM9978716349,1,Photo,1.40206,16.277053,15.038997,20.005009,203.034493,89.998996,502.105752,4049.49694,5068.157835,4.934178,92.644778,30.003023,16,51,04-03-2026
NOLSM811243998204,1,Photo,0.754707,14.557817,15.109121,20.002038,204.390017,90.000005,499.303297,4105.345558,5076.701761,4.884695,92.148365,30.003009,16,52,04-03-2026
NOLSM05677238,1,Photo,1.057619,12.373299,15.017931,20.000019,204.475162,89.999998,505.738027,3960.250921,4923.033903,4.934408,90.128825,29.989032,16,53,04-03-2026
NOLSM4844852408,1,Photo,0.519885,18.246131,15.08029,20.001026,203.144297,90.000999,494.857031,4023.970816,4993.723085,5.047988,94.833571,30.009959,16,54,04-03-2026
NOLSM960312319,3,Photo,1.396461,16.206762,14.953194,19.99901,198.451208,90.000002,502.397645,4038.45963,4928.310832,5.114471,93.17463,29.998985,16,1,04-03-2026
NOLSM38882002,3,Photo,0.467661,12.531753,15.005224,20.002984,202.150956,90.000003,507.182195,4005.845021,4989.109111,5.010024,92.429062,29.998991,16,2,04-03-2026
NOLSM737671789,1,Photo,1.414524,12.865622,15.054155,20.004995,199.574013,89.999001,501.273352,4067.728823,5084.14866,5.085035,91.637678,30.006003,16,3,04-03-2026
NOLSM5268776414,1,Photo,1.056568,15.232988,14.945886,19.995013,201.157628,90.001003,503.401995,4038.941038,5105.741372,5.112176,89.345411,30.003022,16,4,04-03-2026
NOLSM190456157522,1,Photo,0.889549,13.765662,14.975847,19.997001,200.101468,89.998997,501.428835,3929.42428,5076.011333,5.013634,91.129275,30.006961,16,5,04-03-2026
NOLSM6126804145,2,Photo,1.087035,14.310394,15.006569,20.002037,207.302761,89.999997,501.090989,4065.65835,4944.098505,4.911896,92.440601,29.993994,16,6,04-03-2026
NOLSM415252173483,2,Photo,1.433521,13.080383,14.93654,20.005984,201.142011,89.999998,501.561454,4042.27804,5118.497436,5.106677,91.455934,29.994013,16,7,04-03-2026
NOLSM054924703231,2,Photo,1.322244,15.017161,15.10088,19.98999,199.759951,89.999996,497.098246,4128.974358,5013.442994,4.931934,90.446978,30.006066,16,8,04-03-2026
NOLSM128433289,3,Photo,1.492901,13.233008,15.064705,19.997016,200.930235,90.000998,500.159419,4075.004977,4972.433252,4.915299,90.63472,30.003052,16,9,04-03-2026
NOLSM53762433,3,Photo,1.290556,14.04421,14.932113,20.011993,199.146775,90.000996,501.407936,4130.209306,4955.2349,5.238705,91.952153,29.988031,16,10,04-03-2026
NOLSM783109374,3,Photo,1.076677,15.194977,14.944876,20.001018,203.066272,89.999004,496.493981,4112.382846,5002.927105,4.925137,92.121617,30.001958,16,11,04-03-2026
NOLSM339416437,1,Photo,1.037162,12.095301,14.977111,19.993982,196.182333,90.000996,501.658498,4041.070048,5103.588748,5.01394,91.187702,30.007023,16,12,04-03-2026
NOLSM059976802,1,Photo,1.272685,17.731896,14.958254,19.996998,200.97182,89.999993,495.98048,4118.924025,4883.959168,5.071941,91.283211,29.991973,16,13,04-03-2026
NOLSM45626257,1,Photo,0.93267,17.157277,14.871764,20.002012,200.46803,90.000996,500.441011,3982.995317,5094.908487,5.025751,90.864414,29.999986,16,14,04-03-2026
NOLSM531635911570,2,Photo,1.645013,16.944707,15.000411,20.011994,201.922713,90.000005,502.238787,4073.460676,4886.13515,4.997951,92.08246,30.004994,16,15,04-03-2026
NOLSM654970453,2,Photo,0.923517,17.040452,15.012833,20.000975,204.138591,90.000999,503.411154,3992.480436,5045.601137,5.004307,92.262535,30.006043,16,16,04-03-2026
NOLSM917495814,3,Photo,0.896835,13.627512,14.953906,19.997012,202.74362,89.999996,498.528899,4044.730489,5005.938921,5.161117,93.200093,29.988032,16,17,04-03-2026
NOLSM02574343107,3,Photo,1.112145,14.583877,15.158792,20.001009,202.312007,89.999999,495.373564,4000.651157,5021.327828,5.05379,92.607181,29.997999,16,18,04-03-2026
NOLSM014792852966,3,Photo,1.756224,16.427969,15.110774,19.99502,200.946974,90.000996,494.514717,4019.441179,5171.96114,4.97022,91.143297,29.997975,16,19,04-03-2026
NOLSM52322042083,1,Photo,1.669473,13.914198,14.82384,20.005,203.56873,90.000001,498.322971,4067.732754,5059.85571,5.068313,93.240209,30.010065,16,20,04-03-2026
NOLSM81133404914,1,Photo,1.559948,14.727665,14.9042,19.990975,197.371909,89.999999,505.859914,4102.397632,5003.548718,5.072008,94.838147,30.007951,16,21,04-03-2026
NOLSM952345885,2,Photo,1.632391,16.6656,15.122372,20.000006,202.468753,90.000999,502.417025,4095.648426,5023.666952,5.007571,89.367392,29.997002,16,22,04-03-2026
NOLSM05924493206,2,Photo,1.065162,15.013799,15.095779,19.991993,200.534217,90.001005,502.745939,3984.743695,5033.039105,5.068494,92.27891,29.988996,16,23,04-03-2026
