No_Die,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Lot_Num,Wafer_Num,Datetime
NOLSM9032777275,2,Implantation,1.4085589782501924e+16,1.182858543720188e+17,1.2297237933809006e+18,3.000067731230237e+17,6e+17,31104.740114,104.593189,889.946522,153,11,29,27-02-2026
NOLSM800308861339,3,Implantation,1.1121864356599594e+16,5.089044565744135e+16,4.170667091196262e+17,3.0000442457907034e+17,6e+17,31101.658836,102.151905,888.053366,154,11,30,27-02-2026
NOLSM472600200284,1,Implantation,7548697367970787.0,4.081169028475926e+16,4.1189987759074406e+17,2.979969467093225e+17,6e+17,31914.458225,103.801817,904.121223,153,11,31,27-02-2026
NOLSM36159035936,2,Implantation,7121925161389213.0,6.08523718224125e+16,5.698139585407445e+17,2.9899855448320134e+17,6e+17,31280.740772,101.042553,886.928562,155,11,32,27-02-2026
NOLSM2971046370,3,Implantation,1.4796557127404134e+16,6.239818065015305e+16,5.632360540158621e+17,3.0000084289378854e+17,6e+17,32234.099844,100.773877,900.954504,155,11,33,27-02-2026
NOLSM125173964669,1,Implantation,8384482827216501.0,1.1584039918109965e+17,5.907609294958079e+17,2.989901325162867e+17,6e+17,30613.707877,103.567401,915.098051,151,11,34,27-02-2026
NOLSM577849245,2,Implantation,1.3519096764236096e+16,-1.7163157916443766e+16,8.514795908271128e+17,3.0001318120819206e+17,6e+17,32930.19397,104.092197,893.98275,153,11,35,27-02-2026
NOLSM83947802,3,Implantation,1.4379047688678322e+16,1.3789749298190963e+17,4.481480219968957e+17,2.990000287390977e+17,6e+17,32574.282096,100.449211,913.069337,153,11,36,27-02-2026
NOLSM38097109631,1,Implantation,1.6518379412055954e+16,1.008113387034732e+17,6.950431056115165e+17,2.989902313514596e+17,6e+17,30640.759995,101.68164,886.058828,155,11,37,27-02-2026
NOLSM91316261365,2,Implantation,1.2003869265277192e+16,1.03706254961331e+17,6.864929007899187e+17,3.0200774177911635e+17,6e+17,32419.787388,101.165722,883.965579,159,11,38,27-02-2026
NOLSM7838217957,3,Implantation,1.4290969558986472e+16,1.2264620181040707e+17,3.71748174324857e+17,3.0099812278230765e+17,6e+17,31535.378257,102.333241,873.050735,150,11,39,27-02-2026
NOLSM7991611481,1,Implantation,7643831136468640.0,6.390383113514736e+16,4.356594221689439e+17,3.010042098034367e+17,6e+17,31052.951499,105.096167,891.118266,156,11,40,27-02-2026
NOLSM879345895559,2,Implantation,1.5779339497508794e+16,2.1186539465354e+17,6.840887487936814e+17,2.980040074062694e+17,6e+17,31360.086259,102.556034,897.988949,156,11,41,27-02-2026
NOLSM08914858,3,Implantation,1.0222677462941812e+16,6.300034558779842e+16,3.512068271635925e+17,3.020082590095763e+17,6e+17,31994.605895,103.667895,914.910843,154,11,42,27-02-2026
NOLSM901140144,1,Implantation,1.3888722165496408e+16,2.25859784257443e+16,6.224552564287023e+17,2.990063504729764e+17,6e+17,30309.538454,101.134673,905.898615,155,11,43,27-02-2026
NOLSM55828811672,2,Implantation,1.769549568257827e+16,1.548178555627564e+17,7.550936477464257e+17,2.980001865756647e+17,6e+17,31611.735223,105.541586,913.016474,159,11,44,27-02-2026
NOLSM797466934,3,Implantation,7648826888165181.0,1.5862549267908128e+17,5.837643307737792e+17,2.9700082699733254e+17,6e+17,31568.527907,103.892528,885.879088,153,11,45,27-02-2026
NOLSM55982400940,1,Implantation,1.7974146975031948e+16,1.8175904138270976e+17,5.5065827034004806e+17,3.0100156640693664e+17,6e+17,29986.96408,101.511411,922.991655,155,11,46,27-02-2026
NOLSM6979129708,2,Implantation,1.1234713130134052e+16,1.0896963441200637e+17,4.813516314783789e+17,3.0100960120142675e+17,6e+17,31296.537583,102.596072,888.073636,154,11,47,27-02-2026
NOLSM909788856632,3,Implantation,1.812376089783779e+16,1.5034343643346515e+17,5.617863007788856e+17,2.990038082101183e+17,6e+17,32223.45236,102.691406,936.073505,153,11,48,27-02-2026
NOLSM22399921,1,Implantation,1.2586227529060144e+16,8.161370225371451e+16,1.017803449034062e+18,3.0199819917412205e+17,6e+17,32023.768142,105.212713,923.950388,157,11,49,27-02-2026
NOLSM005370945495,2,Implantation,1.2957848775203552e+16,1.7585789062522746e+17,6.911823081552256e+17,3.000006278028068e+17,6e+17,31834.934372,101.255501,918.915598,152,11,50,27-02-2026
NOLSM8690490251,3,Implantation,1.1129811619219496e+16,1.3201019998476234e+17,6.288299179328278e+17,3.0099166339005235e+17,6e+17,33675.526691,103.04217,911.026021,157,11,51,27-02-2026
NOLSM680672176013,1,Implantation,1.5268306437170958e+16,1.2280714976085917e+17,2.994981999384088e+17,3.0200727027710426e+17,6e+17,31146.41061,104.85276,914.985021,153,11,52,27-02-2026
NOLSM1455655744,2,Implantation,1.622875803536757e+16,9.080412002320835e+16,3.4547473134542624e+17,2.9900122294628755e+17,6e+17,31367.283287,103.285944,874.922529,152,11,53,27-02-2026
NOLSM6962049304,3,Implantation,1.825276219096666e+16,-2.750782723379153e+16,1.0502657179399652e+18,3.000101250196055e+17,6e+17,31406.670052,103.018756,902.091292,156,11,54,27-02-2026
NOLSM830360859,1,Implantation,1.4574969308108472e+16,8249848362536968.0,7.300979003137637e+17,2.979951372325969e+17,6e+17,32342.561174,101.954134,912.8742,153,31,28,27-02-2026
NOLSM7466520581,2,Implantation,2.058878755762418e+16,1.665252454281196e+17,1.0086399145486656e+18,2.980007247315994e+17,6e+17,32569.496591,101.891955,912.071586,153,31,29,27-02-2026
NOLSM900105479,3,Implantation,1.5094655864353546e+16,6.736046964752024e+16,8.884351550962982e+17,3.000035989734729e+17,6e+17,32644.282966,101.680807,912.965684,153,31,30,27-02-2026
NOLSM38383115566,1,Implantation,1.308944008255267e+16,1.3087964309345662e+17,6.19916149018964e+17,3.000041954604121e+17,6e+17,32458.372357,100.401791,898.98024,151,31,31,27-02-2026
NOLSM296886371724,2,Implantation,1.9209193625045764e+16,1.6625357346312294e+17,9298858237434676.0,3.0000290652333446e+17,6e+17,32638.886729,100.798417,912.092063,151,31,32,27-02-2026
NOLSM5570448935,3,Implantation,7748232949809037.0,2.110204752165096e+16,1599212318063369.2,3.010017451712228e+17,6e+17,32151.108208,101.659866,913.135753,153,31,33,27-02-2026
NOLSM96252508553,1,Implantation,7464056759298054.0,7.393936654885333e+16,2.1134532566413072e+17,3.000010193330675e+17,6e+17,32326.826556,101.542384,907.971953,152,31,34,27-02-2026
NOLSM356021474805,2,Implantation,3479707189948174.5,734287325588575.2,649677840946658.2,3.009992511618874e+17,6e+17,32036.231153,101.185942,907.782949,152,31,35,27-02-2026
NOLSM1328876922,3,Implantation,1.51019103272837e+16,2.083666232966028e+16,-224913652266267.0,3.019952785176316e+17,6e+17,32031.18191,100.569375,902.992809,151,31,36,27-02-2026
NOLSM637006814188,1,Implantation,4254214472231308.0,2.602826870985998e+16,1.8003906972946685e+17,3.0001327135831386e+17,6e+17,32178.037159,100.195637,905.852309,150,31,37,27-02-2026
NOLSM60670294,2,Implantation,5958997833134037.0,4.858764746450661e+16,2.2656384542692934e+17,3.009947176520601e+17,6e+17,32174.854775,99.620675,905.894721,149,31,38,27-02-2026
NOLSM642750680,3,Implantation,1.1378013728419798e+16,1.1069520333233834e+17,1.109956307298042e+17,3.0099022639203616e+17,6e+17,32190.32132,100.263552,902.090156,150,31,39,27-02-2026
NOLSM002091672,1,Implantation,1.5915988185625122e+16,1.5895964750888026e+17,3378063783797869.0,2.99007273778929e+17,6e+17,32192.402395,99.686216,902.109717,150,31,40,27-02-2026
NOLSM69303093486,2,Implantation,6831637688319575.0,5.735564483033931e+16,3.98437614915577e+17,3.0101028814157254e+17,6e+17,32190.259273,100.079805,901.982877,150,31,41,27-02-2026
NOLSM887143054996,3,Implantation,1.929743521037406e+16,1.9244109269762086e+17,6.54052056732787e+17,3.000082981443921e+17,6e+17,32189.551858,99.815942,895.937044,150,31,42,27-02-2026
NOLSM42335362,1,Implantation,7638112635956008.0,3.678492899496508e+16,2.681978662180012e+16,3.010029061309091e+17,6e+17,32185.01722,100.547558,885.007777,151,31,43,27-02-2026
NOLSM105550301,2,Implantation,1.1010448675860314e+16,1.085502807233254e+17,1.0605456808864003e+17,3.0100318107062534e+17,6e+17,32260.505766,99.915701,888.944969,150,31,44,27-02-2026
NOLSM02652775,3,Implantation,2780238193239171.5,2.7551193213013536e+16,1.08369458878021e+17,3.000059109043368e+17,6e+17,32263.450389,100.09771,885.887879,150,31,45,27-02-2026
NOLSM74881536,1,Implantation,1.961998757004199e+16,759829410203231.0,1221341572907666.8,2.9899123707008736e+17,6e+17,32360.784715,100.461215,884.134394,151,31,46,27-02-2026
NOLSM806870729586,2,Implantation,1.9677500572665544e+16,1.2699914527101274e+17,1.182796903132456e+18,2.9898790170448826e+17,6e+17,32368.624634,99.533471,886.030815,149,31,47,27-02-2026
NOLSM477558327831,3,Implantation,1.999567765031458e+16,1.0820765835276995e+17,4.525256743590962e+17,3.0199878930778035e+17,6e+17,32350.245343,101.148285,868.068072,152,31,48,27-02-2026
NOLSM18437169,1,Implantation,1.289021377648095e+16,1.2113637492293888e+17,4.686585302457653e+17,2.979979508161563e+17,6e+17,32358.414171,101.077573,869.033991,152,31,49,27-02-2026
NOLSM97081964,2,Implantation,7352472843535427.0,259540186481035.47,177640309765376.03,3.00995698675976e+17,6e+17,32365.106759,101.187555,869.227332,152,31,50,27-02-2026
NOLSM448918622194,3,Implantation,7361815079260098.0,2.3033880593645668e+16,1.959808068298451e+16,2.990026667759684e+17,6e+17,32259.478123,102.14777,868.851961,153,31,51,27-02-2026
NOLSM1380861142,1,Implantation,1.1935357273054814e+16,4.370196044333978e+16,3.5916550790741224e+16,2.97998789711803e+17,6e+17,32258.280782,102.640352,868.046023,154,31,52,27-02-2026
NOLSM74457326,2,Implantation,4186291116992245.5,1251984704792907.2,-401270953444028.7,3.0198871616599354e+17,6e+17,32251.551989,102.121111,868.100529,153,31,53,27-02-2026
NOLSM12493293,3,Implantation,7580842854281126.0,5.160736781324233e+16,3.468563986899884e+17,2.9899974107027226e+17,6e+17,32252.515799,102.331855,867.886928,153,31,54,27-02-2026
NOLSM9664463038,3,Implantation,1.1495701396439384e+16,1.2888729821963402e+17,8.391975336537362e+17,3.0199403444672083e+17,6e+17,32087.76025,100.750896,887.922619,156,11,1,27-02-2026
NOLSM991085163,3,Implantation,1.4094922168050758e+16,1.180999146378698e+17,1.228005722869779e+18,2.999881296955347e+17,6e+17,31101.972466,104.610154,890.024766,153,11,2,27-02-2026
NOLSM56250494,2,Implantation,1.1106041677524868e+16,5.096113222584472e+16,4.133382095548133e+17,2.99997610231374e+17,6e+17,31096.173736,102.164386,887.909477,154,11,3,27-02-2026
NOLSM523200495,1,Implantation,7584560605029277.0,4.071544562626611e+16,4.108846818651983e+17,2.9801051179099834e+17,6e+17,31911.879025,103.807176,903.932372,153,11,4,27-02-2026
NOLSM358389639326,1,Implantation,7091638949717176.0,6.08584229820651e+16,5.662176390943799e+17,2.98998248318619e+17,6e+17,31285.62454,101.0576,886.907249,155,11,5,27-02-2026
NOLSM93661760987,2,Implantation,1.4762174674796902e+16,6.315982006913098e+16,5.665394645735081e+17,3.000008598487742e+17,6e+17,32241.182915,100.775197,901.148505,155,11,6,27-02-2026
NOLSM45796403,3,Implantation,8354780466332514.0,1.1555355756320766e+17,5.910119479960612e+17,2.989966426710647e+17,6e+17,30611.893414,103.568916,914.976565,151,11,7,27-02-2026
NOLSM79911724,3,Implantation,1.3433089327297878e+16,-1.6764783627756132e+16,8.484725501765792e+17,3.000104378145451e+17,6e+17,32934.439149,104.11957,893.938755,153,11,8,27-02-2026
NOLSM17126640,2,Implantation,1.4344010217238812e+16,1.3849093240103362e+17,4.485281219435658e+17,2.99000331857964e+17,6e+17,32579.579524,100.448789,913.023243,153,11,9,27-02-2026
NOLSM675228252,1,Implantation,1.6490925127472092e+16,1.0108796340376826e+17,6.971374834935386e+17,2.989970637864856e+17,6e+17,30638.914017,101.693782,886.057661,155,11,10,27-02-2026
NOLSM928762401824,1,Implantation,1.2009806121489098e+16,1.036996931548792e+17,6.847166989952667e+17,3.020014559069932e+17,6e+17,32423.050548,101.149476,884.07015,159,11,11,27-02-2026
NOLSM70557030856,2,Implantation,1.4301676014386626e+16,1.226979048883123e+17,3.711240878578423e+17,3.0100299971558e+17,6e+17,31538.264376,102.361648,873.087281,150,11,12,27-02-2026
NOLSM093634027873,3,Implantation,7598462776363074.0,6.377517923303706e+16,4.387802611726871e+17,3.00983928142879e+17,6e+17,31045.072907,105.099703,890.9734,156,11,13,27-02-2026
NOLSM90351627380,3,Implantation,1.5832566339230616e+16,2.1190670149567392e+17,6.858392298573533e+17,2.980011338172879e+17,6e+17,31366.384069,102.545316,897.947958,156,11,14,27-02-2026
NOLSM048518646,2,Implantation,1.0236744379925846e+16,6.311637109442821e+16,3.519170359916419e+17,3.019968253070187e+17,6e+17,31992.319352,103.672509,914.914671,154,11,15,27-02-2026
NOLSM8778203890,1,Implantation,1.3892284540856354e+16,2.275284735865774e+16,6.218291481870127e+17,2.989979784812043e+17,6e+17,30310.826597,101.154757,905.948924,155,11,16,27-02-2026
NOLSM053035789,1,Implantation,1.7676120817158078e+16,1.5494668178727328e+17,7.519242888263752e+17,2.980085066281836e+17,6e+17,31615.026031,105.526856,913.03975,159,11,17,27-02-2026
NOLSM51500056022,2,Implantation,7683230169230422.0,1.5917999348203184e+17,5.852623287836699e+17,2.970055942226132e+17,6e+17,31558.159889,103.890522,885.811915,153,11,18,27-02-2026
NOLSM88932589766,3,Implantation,1.7970666896964604e+16,1.817454367206276e+17,5.536172059935606e+17,3.009993555824151e+17,6e+17,29988.392146,101.486296,923.058449,155,11,19,27-02-2026
NOLSM814447030461,3,Implantation,1.12025251593041e+16,1.0898876055884512e+17,4.817317884217204e+17,3.0099311118246886e+17,6e+17,31288.328954,102.568529,888.012898,154,11,20,27-02-2026
NOLSM611540611,2,Implantation,1.8050926037603788e+16,1.5076654771753686e+17,5.602374698725184e+17,2.990008039532682e+17,6e+17,32228.621478,102.699665,935.963141,153,11,21,27-02-2026
NOLSM28071848984,1,Implantation,1.26253799335533e+16,8.19156396085745e+16,1.019834318637959e+18,3.0200217132734266e+17,6e+17,32023.932193,105.189182,924.041745,157,11,22,27-02-2026
NOLSM872041846,1,Implantation,1.2968295583411858e+16,1.756319338451469e+17,6.924366876310835e+17,3.0000314835129965e+17,6e+17,31835.955555,101.251637,918.97077,152,11,23,27-02-2026
NOLSM07776407,3,Implantation,1.1111182943372134e+16,1.3187208469108205e+17,6.288809215193859e+17,3.0098884201579245e+17,6e+17,33677.890796,103.048136,911.124176,157,11,24,27-02-2026
NOLSM626499930,3,Implantation,1.5354686347423132e+16,1.2266042159184334e+17,2.9759166670262746e+17,3.020078993933786e+17,6e+17,31141.894292,104.854791,915.009476,153,11,25,27-02-2026
NOLSM119185493,2,Implantation,1.6228349733532034e+16,9.034822653266675e+16,3.4389546000381984e+17,2.98997423887731e+17,6e+17,31368.596202,103.298017,874.932008,152,11,26,27-02-2026
NOLSM89645219,1,Implantation,1.8287551246042384e+16,-2.7665660809626844e+16,1.0494479008449458e+18,2.999921465316643e+17,6e+17,31406.529175,103.019547,901.886021,156,11,27,27-02-2026
NOLSM323900593,2,Implantation,1.4590560793613714e+16,8436806770924154.0,7.307283356795364e+17,2.9799892049038086e+17,6e+17,32343.073135,101.967333,912.883208,153,31,1,27-02-2026
NOLSM275161049,1,Implantation,2.0584216018105416e+16,1.6643160384956742e+17,1.0103157736461174e+18,2.979986271159454e+17,6e+17,32562.599362,101.88404,912.195848,153,31,2,27-02-2026
NOLSM40134125,1,Implantation,1.5071994445727006e+16,6.69090698898277e+16,8.860274416521713e+17,3.000006543802996e+17,6e+17,32646.419304,101.676051,912.89876,153,31,3,27-02-2026
NOLSM097521872,2,Implantation,1.3083045558336546e+16,1.3066771005374968e+17,6.186703055264639e+17,3.0000316356156614e+17,6e+17,32456.757402,100.399832,898.931288,151,31,4,27-02-2026
NOLSM05292458420,3,Implantation,1.9181911838305936e+16,1.6610123498366746e+17,1.083894285794652e+16,3.000131963734994e+17,6e+17,32645.023822,100.792566,912.031851,151,31,5,27-02-2026
NOLSM23964289546,3,Implantation,7695862803546307.0,2.09101856366424e+16,4466673427313097.5,3.0099690326442765e+17,6e+17,32149.800466,101.664462,913.009309,153,31,6,27-02-2026
NOLSM907645802825,2,Implantation,7430155260904259.0,7.422988964695422e+16,2.07826380252428e+17,3.0000096640011e+17,6e+17,32328.84338,101.540938,908.053515,152,31,7,27-02-2026
NOLSM184717425,1,Implantation,3485265407976007.5,643226300306984.8,-2396928442910998.5,3.009871680752051e+17,6e+17,32041.269492,101.180328,907.968297,152,31,8,27-02-2026
NOLSM7680708922,1,Implantation,1.5109085302077968e+16,2.0478049713886176e+16,1283306373247494.2,3.0199900308554656e+17,6e+17,32030.074304,100.572051,902.923983,151,31,9,27-02-2026
NOLSM20632404178,2,Implantation,4259858096338149.0,2.6093701219497936e+16,1.813870346668129e+17,3.000023911800012e+17,6e+17,32172.265307,100.182158,905.891091,150,31,10,27-02-2026
NOLSM27100605,3,Implantation,5939409966794333.0,4.868505980425618e+16,2.2974082279207843e+17,3.010047957228193e+17,6e+17,32169.511865,99.610354,905.986744,149,31,11,27-02-2026
NOLSM931381410845,1,Implantation,1.1389749760578414e+16,1.0995728833131958e+17,1.1067124905843154e+17,3.009908001444978e+17,6e+17,32186.06181,100.287359,901.899017,150,31,12,27-02-2026
NOLSM06567451424,1,Implantation,1.59188384436336e+16,1.5905375300593382e+17,990822775787890.0,2.989982591970769e+17,6e+17,32191.290412,99.697442,902.040586,150,31,13,27-02-2026
NOLSM22006811,2,Implantation,6795526091736136.0,5.771507066195882e+16,4.016211277473813e+17,3.010094767288702e+17,6e+17,32188.949635,100.073535,901.840976,150,31,14,27-02-2026
NOLSM49607003,3,Implantation,1.9306511649194068e+16,1.9306931094596643e+17,6.547609222066225e+17,3.000085852225051e+17,6e+17,32182.193232,99.799079,896.011322,150,31,15,27-02-2026
NOLSM891610836,3,Implantation,7629845937841282.0,3.730273989066499e+16,2.676602900960629e+16,3.0100942455689395e+17,6e+17,32178.135818,100.527912,884.921214,151,31,16,27-02-2026
NOLSM75180891,1,Implantation,1.0986358409469546e+16,1.0809766454867686e+17,1.0446089156791523e+17,3.009964211956185e+17,6e+17,32261.457536,99.90083,889.092164,150,31,17,27-02-2026
NOLSM22281377,1,Implantation,2795358244055814.0,2.711777192478215e+16,1.103245847226949e+17,2.999945614940747e+17,6e+17,32261.731054,100.085622,886.040971,150,31,18,27-02-2026
NOLSM157133890870,2,Implantation,1.961365514531612e+16,1090049799606824.0,467631649609633.7,2.9900004076387814e+17,6e+17,32357.737207,100.461216,883.957038,151,31,19,27-02-2026
NOLSM591247580,3,Implantation,1.9702387620076664e+16,1.2658212488275165e+17,1.1803480905040502e+18,2.9900019203927014e+17,6e+17,32365.568942,99.516629,885.947453,149,31,20,27-02-2026
NOLSM374817078214,3,Implantation,1.998370820974039e+16,1.0840475178365416e+17,4.489942845014378e+17,3.019944792948009e+17,6e+17,32356.681398,101.168478,868.026778,152,31,21,27-02-2026
NOLSM70072090,2,Implantation,1.2900865565870926e+16,1.210476329611654e+17,4.623459384623324e+17,2.979970068127166e+17,6e+17,32348.667865,101.073387,868.991644,152,31,22,27-02-2026
NOLSM58468468585,1,Implantation,7368659641923547.0,904032184881196.8,1300241678025403.5,3.009987017462455e+17,6e+17,32360.953014,101.182148,869.184545,152,31,23,27-02-2026
NOLSM5246151892,1,Implantation,7349094596733310.0,2.370969123144839e+16,1.886190804336026e+16,2.9900584220834266e+17,6e+17,32262.566628,102.1379,869.02838,153,31,24,27-02-2026
NOLSM914127599937,2,Implantation,1.1872360947279386e+16,4.328074486015981e+16,3.327172552075949e+16,2.980046535246093e+17,6e+17,32261.47999,102.637497,867.894258,154,31,25,27-02-2026
NOLSM840585546,3,Implantation,4181565599251059.0,1353896227279517.0,-743792904860783.4,3.020035518176223e+17,6e+17,32254.60004,102.128355,867.999666,153,31,26,27-02-2026
NOLSM333892922278,3,Implantation,7591182143976019.0,5.205703091284129e+16,3.4370033508371795e+17,2.9900841889917875e+17,6e+17,32252.332993,102.305283,868.013808,153,31,27,27-02-2026
NOLSM739639062420,1,Implantation,8539981930090067.0,8.710866204168147e+16,7.357833439694646e+17,3.0299644989388275e+17,6e+17,31654.800112,100.54455,917.084656,150,12,28,28-02-2026
NOLSM11507324,2,Implantation,1.3610126452134734e+16,1.1752773153431686e+17,5.854905719047313e+17,2.999965789729624e+17,6e+17,32419.351778,102.950083,883.770864,152,12,29,28-02-2026
NOLSM48171684,3,Implantation,1.5911208530061204e+16,5.497711652066068e+16,5.1071212875175046e+17,3.000011668011216e+17,6e+17,32101.530376,102.501826,896.057928,158,12,30,28-02-2026
NOLSM8063606699,1,Implantation,1.1973175506584464e+16,1.236264263155787e+17,2.283026731470715e+17,2.9799601598324243e+17,6e+17,32562.042862,100.517003,901.037246,152,12,31,28-02-2026
NOLSM152543716,2,Implantation,1.1773982275507776e+16,1.0116191572128442e+17,6.572745102778667e+16,2.9801368207184006e+17,6e+17,30887.630172,102.931558,884.075149,156,12,32,28-02-2026
NOLSM64484763763,3,Implantation,1.0148012836472984e+16,1.458723279417858e+17,6.641275196156461e+17,3.0099262663123686e+17,6e+17,31322.875038,101.765818,883.911877,153,12,33,28-02-2026
NOLSM967841946294,1,Implantation,1.3291348735730156e+16,1.2782974185827226e+17,6.812686660096468e+17,2.999972779453251e+17,6e+17,31874.274312,103.127301,910.036921,152,12,34,28-02-2026
NOLSM23072389853,2,Implantation,1.4229704558409508e+16,7.478285400118336e+16,4.650918529808284e+17,2.9799764344409536e+17,6e+17,32008.56895,103.533984,886.019632,155,12,35,28-02-2026
NOLSM7655835186,3,Implantation,1.2322706906413586e+16,1.6381543335218208e+17,6.491697665835904e+17,2.979869575815453e+17,6e+17,31057.182936,101.271913,880.049302,155,12,36,28-02-2026
NOLSM482645458,1,Implantation,1.430459765517315e+16,1.4149723385622378e+17,5.652226367160688e+16,3.0300324003588346e+17,6e+17,31198.561613,99.866619,895.961632,156,12,37,28-02-2026
NOLSM81334937,2,Implantation,1.5636972908590652e+16,1.1452845067816387e+17,1.0400111953994056e+18,3.010103653099279e+17,6e+17,30351.630899,104.453184,883.065883,153,12,38,28-02-2026
NOLSM18125867,3,Implantation,9080323610038740.0,1.5724663355203187e+17,1.9708413136322592e+17,2.990046318246555e+17,6e+17,32637.408467,103.293226,870.071481,154,12,39,28-02-2026
NOLSM852119837,1,Implantation,9276959389153960.0,6.653557592856442e+16,6.990999525721737e+17,3.0200581060567155e+17,6e+17,31815.442909,103.129127,906.106436,151,12,40,28-02-2026
NOLSM6435974130,2,Implantation,9003527185154528.0,8.817801643102376e+16,1.0792642614380228e+18,2.9899947139156435e+17,6e+17,31895.597484,104.149221,885.109092,156,12,41,28-02-2026
NOLSM856048001255,3,Implantation,7337353918708582.0,1.2982783373821072e+17,3.077218504992325e+17,3.010095662426465e+17,6e+17,31334.784204,100.343802,913.080265,155,12,42,28-02-2026
NOLSM902878786,1,Implantation,1.3270621224858002e+16,1.4206709507843437e+17,3.5462840621641696e+17,2.9900102816363206e+17,6e+17,31663.59287,102.510079,885.034171,154,12,43,28-02-2026
NOLSM825509962,2,Implantation,1.1310902606693184e+16,1.1704622887743018e+17,8.011807235110469e+17,3.000047861266857e+17,6e+17,30482.046264,102.255311,893.075357,156,12,44,28-02-2026
NOLSM16936097177,3,Implantation,7080253235012357.0,8.113644613368603e+16,4.79636225613014e+17,3.000008796164408e+17,6e+17,32035.281515,102.591189,921.12454,158,12,45,28-02-2026
NOLSM30978857,1,Implantation,1.6981606735609334e+16,1.7914548057118016e+17,7.061536237405169e+17,3.000003101415343e+17,6e+17,31837.672491,101.576994,897.009235,155,12,46,28-02-2026
NOLSM399122565068,2,Implantation,8558704155589421.0,6.81504130636869e+16,6.65329687331165e+17,3.019986249158878e+17,6e+17,30429.163712,104.241769,892.019318,158,12,47,28-02-2026
NOLSM4342846605,3,Implantation,8269029091935558.0,9.319682554322973e+16,5.311530847415754e+17,3.009929989333419e+17,6e+17,31075.581414,102.461321,917.980689,152,12,48,28-02-2026
NOLSM322504397876,1,Implantation,1.1703415928626042e+16,4.072197760257484e+16,5.900501237545228e+17,2.989967726042386e+17,6e+17,31782.372405,102.401678,923.860739,154,12,49,28-02-2026
NOLSM7032216926,2,Implantation,1.4602411105107588e+16,1.0267152977691274e+17,6.534526314741307e+17,2.999986088698767e+17,6e+17,31620.511005,101.552374,889.039224,153,12,50,28-02-2026
NOLSM226939629,3,Implantation,1.1311223573995316e+16,1.6613809565105702e+17,2.307334252846957e+17,3.0100750231631475e+17,6e+17,31953.526742,103.929926,907.977131,155,12,51,28-02-2026
NOLSM12555977,1,Implantation,1.8485059898993016e+16,1.1961271564658298e+17,3.900016344403455e+17,2.999890090133168e+17,6e+17,31257.505936,104.185844,917.123236,154,12,52,28-02-2026
NOLSM62280848,2,Implantation,1.4105105396588286e+16,7.03586254199113e+16,2.620869696418504e+17,3.0098516423413766e+17,6e+17,32084.951166,102.618802,908.894045,154,12,53,28-02-2026
NOLSM50044012,3,Implantation,9613761554287432.0,8.09087176608289e+16,6.967221354588854e+17,2.999989524031968e+17,6e+17,31230.058223,102.656783,886.986216,155,12,54,28-02-2026
NOLSM6120000303,1,Implantation,1.0196246315129532e+16,9.89528331621354e+16,1.174255295353234e+17,3.0100690948700634e+17,6e+17,32247.99468,101.78779,868.016537,153,32,28,28-02-2026
NOLSM2491309827,2,Implantation,4097006342850738.5,2.5947438874141224e+16,1.7761033293184978e+16,2.990026543344167e+17,6e+17,32101.459009,102.452135,867.058848,154,32,29,28-02-2026
NOLSM59335781506,3,Implantation,4608351412167545.0,426439409752586.4,4.348053257454491e+16,3.0199512844280845e+17,6e+17,32417.967191,102.040206,867.031712,153,32,30,28-02-2026
NOLSM285853509,1,Implantation,1.6094396591629736e+16,-179231508858257.88,2371379362984055.0,2.9899406358446906e+17,6e+17,32252.792266,102.420657,867.952584,154,32,31,28-02-2026
NOLSM724425828,2,Implantation,5059641557544291.0,1.86903421153969e+16,4.016478269391329e+16,3.009982132875926e+17,6e+17,32242.552518,101.583631,868.041205,152,32,32,28-02-2026
NOLSM748629142989,3,Implantation,8126185135851234.0,4.101774131604055e+16,4.238180857978844e+17,2.999879973060573e+17,6e+17,32242.597218,101.689476,868.031011,153,32,33,28-02-2026
NOLSM975852108,1,Implantation,2.0589439016857228e+16,8.135000966830421e+16,536764551845445.8,2.990012638643282e+17,6e+17,32239.450769,101.259189,868.00201,152,32,34,28-02-2026
NOLSM47076834729,2,Implantation,1.2106615849462614e+16,1.2106079148151232e+17,3.708080336253309e+17,3.000067209473144e+17,6e+17,32254.730518,101.297851,868.009719,152,32,35,28-02-2026
NOLSM0095184877,3,Implantation,1.8143253580697e+16,1.7628385817438224e+17,1.030231412094704e+18,2.9999742444335315e+17,6e+17,32258.82049,101.172474,867.975992,152,32,36,28-02-2026
NOLSM154298689321,1,Implantation,2456315310037501.0,2.346420059905157e+16,1.3516199234129843e+17,2.9999110783984666e+17,6e+17,32256.907446,100.742934,867.906245,151,32,37,28-02-2026
NOLSM051841353433,2,Implantation,1.0474011252862376e+16,9.49043713770107e+16,6.258716211366275e+17,3.010008622366311e+17,6e+17,32249.795408,101.505606,867.882852,152,32,38,28-02-2026
NOLSM8237465019,3,Implantation,6934409290068665.0,5.447024398807502e+16,1.8820225023238182e+17,3.0099021597180243e+17,6e+17,32241.413043,101.081429,866.812333,152,32,39,28-02-2026
