Unnamed: 0,고객ID,성별,연령,결혼여부,부양자유무,부양자수,추천횟수,영수증발급여부,과금방식,보안서비스,백업서비스,기술지원서비스,데이터무제한,데이터사용량,시작일,종료일,고객이탈여부,이탈가능점수,이탈유형,LTV,만족도,로밍사용료
3514,C-13614,여성,62,Yes,No,0,1,No,계좌이체,Yes,No,No,Yes,11,2020-05-01,2026-01-01,No,26,,4775,3,44860
3515,C-13615,여성,64,Yes,No,0,6,No,신용카드,Yes,Yes,Yes,Yes,14,2021-06-01,2026-01-01,No,53,,3110,4,23840
3516,C-13616,남성,27,No,No,0,0,Yes,계좌이체,Yes,No,Yes,Yes,48,2022-12-01,2026-01-01,No,75,,5822,3,11750
3517,C-13617,남성,73,No,No,0,0,No,신용카드,No,Yes,No,Yes,22,2022-12-01,2025-01-01,Yes,100,Price,4283,2,52320
3518,C-13618,여성,22,No,No,0,1,Yes,신용카드,Yes,Yes,No,Yes,59,2019-11-01,2026-01-01,No,48,,6489,4,7230
3519,C-13619,남성,62,Yes,Yes,3,10,Yes,신용카드,No,Yes,No,Yes,20,2020-12-01,2026-01-01,No,72,,5804,3,13220
3520,C-13620,남성,34,No,No,0,0,Yes,신용카드,No,No,No,Yes,21,2024-12-01,2026-01-01,No,30,,2614,5,15370
3521,C-13621,남성,47,No,No,0,0,No,신용카드,Yes,No,No,No,8,2024-05-01,2026-01-01,No,59,,5369,4,0
3522,C-13623,남성,75,Yes,No,0,4,Yes,이체/메일확인,Yes,Yes,Yes,Yes,19,2018-12-31,2026-01-01,No,47,,6051,3,6330
3523,C-13624,여성,37,Yes,Yes,1,6,Yes,계좌이체,Yes,No,No,Yes,11,2019-10-01,2026-01-01,No,36,,4847,3,28590
3524,C-13625,남성,44,No,No,0,0,No,신용카드,No,No,No,Yes,15,2020-07-01,2026-01-01,No,56,,5871,5,39890
3525,C-13626,여성,22,No,No,0,1,Yes,이체/메일확인,Yes,No,No,Yes,73,2022-04-01,2025-01-01,Yes,76,Competitor,4461,2,47010
3526,C-13627,남성,39,No,No,0,0,Yes,계좌이체,No,Yes,Yes,Yes,24,2022-06-01,2026-01-01,No,37,,4443,4,7230
3527,C-13628,남성,51,No,No,0,0,No,계좌이체,Yes,No,No,Yes,13,2024-11-01,2025-09-01,Yes,80,Competitor,3658,1,31190
3528,C-13629,여성,52,Yes,No,0,7,Yes,신용카드,Yes,Yes,No,Yes,4,2020-02-01,2026-01-01,No,67,,5186,4,45770
3529,C-13630,여성,46,No,Yes,1,0,No,계좌이체,Yes,No,Yes,Yes,16,2024-04-01,2026-01-01,No,40,,2267,3,47570
3530,C-13631,여성,76,No,No,0,0,Yes,계좌이체,No,No,Yes,No,20,2024-09-01,2025-07-01,Yes,89,Other,5702,2,0
3531,C-13633,남성,55,No,No,0,0,Yes,신용카드,No,No,No,No,0,2024-09-01,2026-01-01,No,64,,3172,5,39440
3532,C-13634,남성,68,No,No,0,0,No,계좌이체,No,No,No,Yes,13,2021-11-01,2026-01-01,No,71,,3654,3,53110
3533,C-13635,여성,44,No,No,0,0,No,계좌이체,No,Yes,No,Yes,25,2023-09-01,2026-01-01,No,59,,5176,5,42940
3534,C-13636,남성,32,No,No,0,0,No,계좌이체,No,No,No,No,0,2019-06-01,2026-01-01,No,80,,6212,5,17290
3535,C-13637,여성,49,No,No,0,0,No,신용카드,No,No,No,No,0,2023-05-01,2026-01-01,No,76,,4404,5,17970
3536,C-13638,여성,23,No,No,0,2,Yes,이체/메일확인,Yes,Yes,Yes,Yes,42,2019-09-01,2026-01-01,No,80,,4781,3,20340
3537,C-13639,남성,35,Yes,No,0,1,No,계좌이체,No,Yes,Yes,Yes,16,2022-09-01,2026-01-01,No,51,,2037,3,30850
3538,C-13640,여성,35,Yes,Yes,1,3,Yes,신용카드,Yes,Yes,Yes,No,19,2019-02-01,2026-01-01,No,41,,5647,3,38990
3539,C-13641,여성,48,No,No,0,0,Yes,신용카드,No,Yes,Yes,Yes,27,2023-04-01,2026-01-01,No,20,,3471,4,41020
3540,C-13642,남성,65,No,No,0,0,Yes,계좌이체,No,No,No,Yes,28,2024-10-01,2026-01-01,No,40,,4496,4,42710
3541,C-13643,남성,27,Yes,Yes,3,3,No,계좌이체,Yes,No,No,Yes,59,2022-06-01,2026-01-01,No,80,,4524,4,41250
3542,C-13644,남성,57,Yes,No,0,6,Yes,이체/메일확인,Yes,No,No,Yes,10,2021-12-01,2026-01-01,No,26,,3839,5,30960
3543,C-13645,남성,51,Yes,Yes,3,1,Yes,계좌이체,Yes,Yes,No,Yes,75,2019-05-01,2026-01-01,No,37,,4108,3,20910
3544,C-13646,여성,26,No,No,0,0,No,계좌이체,No,No,No,No,76,2022-02-28,2026-01-01,No,78,,3818,5,26560
3545,C-13647,여성,30,No,No,0,0,No,이체/메일확인,Yes,No,Yes,Yes,48,2024-05-01,2025-02-01,Yes,95,Competitor,3032,1,0
3546,C-13648,여성,33,Yes,Yes,1,6,No,신용카드,No,No,No,Yes,30,2022-09-01,2026-01-01,No,74,,5250,5,46780
3547,C-13649,여성,44,No,Yes,3,0,No,이체/메일확인,No,Yes,No,Yes,53,2024-10-01,2026-01-01,No,69,,5880,3,0
3548,C-13650,여성,32,Yes,Yes,1,3,No,신용카드,No,No,No,No,0,2024-02-01,2026-01-01,No,63,,5359,5,2830
3549,C-13651,여성,37,No,No,0,0,Yes,계좌이체,No,No,No,Yes,16,2025-05-01,2025-07-01,Yes,98,Competitor,5270,1,27460
3550,C-13652,남성,27,No,No,0,0,No,신용카드,No,No,No,Yes,73,2023-08-01,2026-01-01,No,67,,2130,4,14690
3551,C-13653,남성,38,Yes,Yes,2,1,Yes,신용카드,Yes,Yes,Yes,Yes,24,2019-04-01,2026-01-01,No,58,,6315,4,48480
3552,C-13654,남성,23,No,No,0,8,No,신용카드,No,No,Yes,Yes,58,2021-12-01,2026-01-01,No,49,,2615,3,14800
3553,C-13655,남성,73,No,No,0,0,Yes,계좌이체,No,No,No,Yes,19,2025-06-01,2025-10-01,Yes,72,Other,4694,3,0
3554,C-13657,여성,50,Yes,No,0,2,Yes,계좌이체,No,Yes,Yes,Yes,16,2018-12-31,2026-01-01,No,56,,6288,4,43390
3555,C-13658,남성,26,Yes,Yes,3,4,Yes,계좌이체,No,No,No,Yes,82,2024-05-01,2026-01-01,No,44,,5505,5,24970
3556,C-13659,여성,26,No,No,0,1,Yes,신용카드,Yes,No,Yes,Yes,82,2020-12-01,2026-01-01,No,69,,4865,4,0
3557,C-13660,남성,27,No,No,0,0,No,신용카드,No,No,No,No,0,2022-10-01,2026-01-01,No,58,,2176,4,53900
3558,C-13661,남성,22,No,No,0,0,No,신용카드,No,No,Yes,Yes,59,2024-09-01,2026-01-01,No,46,,5707,4,15030
3559,C-13662,남성,28,Yes,No,0,0,Yes,신용카드,Yes,Yes,Yes,Yes,53,2018-12-31,2026-01-01,No,21,,5758,4,24070
3560,C-13663,남성,38,Yes,No,0,2,Yes,신용카드,No,Yes,Yes,No,26,2024-11-01,2026-01-01,No,56,,4369,4,4970
3561,C-13664,남성,47,No,No,0,0,No,신용카드,No,No,No,No,0,2024-11-01,2026-01-01,No,61,,3488,4,35600
3562,C-13665,남성,37,Yes,Yes,2,0,Yes,계좌이체,No,Yes,No,Yes,16,2019-06-01,2026-01-01,No,45,,5666,5,44070
3563,C-13666,여성,27,No,No,0,0,No,이체/메일확인,No,Yes,Yes,No,69,2024-10-01,2025-07-01,Yes,67,Dissatisfaction,5515,3,28020
3564,C-13667,여성,48,No,No,0,0,Yes,이체/메일확인,No,No,No,Yes,16,2025-04-01,2025-08-01,Yes,97,Dissatisfaction,5246,1,17060
3565,C-13668,남성,56,No,No,0,0,Yes,신용카드,No,Yes,No,No,10,2023-02-28,2026-01-01,No,75,,2444,5,34350
3566,C-13669,여성,64,No,No,0,0,No,계좌이체,No,Yes,No,Yes,23,2020-12-31,2026-01-01,No,75,,3345,4,46670
3567,C-13670,여성,34,No,No,0,0,Yes,신용카드,No,No,No,No,0,2021-02-01,2026-01-01,No,53,,5404,4,50510
3568,C-13671,여성,49,Yes,No,0,5,No,계좌이체,Yes,Yes,No,No,11,2019-07-01,2026-01-01,No,61,,5546,4,50170
3569,C-13672,여성,28,No,Yes,1,0,No,계좌이체,No,No,No,No,0,2021-12-01,2026-01-01,No,43,,4186,3,11530
3570,C-13673,남성,71,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,11,2025-08-01,2025-09-01,Yes,70,Price,5795,1,5540
3571,C-13674,남성,80,Yes,Yes,2,5,No,이체/메일확인,Yes,No,No,Yes,18,2023-05-01,2025-03-01,Yes,75,Other,2061,1,0
3572,C-13675,여성,59,Yes,Yes,3,7,Yes,신용카드,Yes,Yes,No,Yes,53,2020-05-01,2026-01-01,No,72,,4173,3,21470
3573,C-13676,여성,30,No,No,0,0,Yes,신용카드,Yes,Yes,Yes,Yes,42,2018-12-31,2026-01-01,No,60,,4927,4,39780
3574,C-13677,남성,32,No,No,0,0,Yes,신용카드,No,No,Yes,Yes,11,2024-02-29,2026-01-01,No,33,,5787,3,51640
3575,C-13678,남성,24,No,No,0,0,Yes,신용카드,Yes,No,Yes,Yes,51,2024-04-01,2026-01-01,No,72,,3628,3,38870
3576,C-13679,여성,31,No,No,0,0,No,계좌이체,No,No,No,No,0,2022-02-03,2026-01-01,No,67,,4988,5,42710
3577,C-13680,남성,75,No,No,0,0,Yes,계좌이체,No,No,No,No,15,2024-12-31,2025-02-01,Yes,77,Price,3273,2,46560
3578,C-13681,남성,73,Yes,No,0,10,No,계좌이체,No,No,No,Yes,5,2020-07-01,2026-01-01,No,30,,4991,5,39780
3579,C-13683,남성,52,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,21,2019-10-01,2026-01-01,No,30,,5882,5,55140
3580,C-13684,여성,72,No,No,0,0,Yes,신용카드,Yes,Yes,Yes,Yes,28,2020-08-01,2026-01-01,No,58,,4766,4,39100
3581,C-13685,여성,39,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,21,2025-07-01,2025-08-01,Yes,93,Attitude,4884,3,10280
3582,C-13686,남성,43,Yes,Yes,2,1,No,신용카드,Yes,Yes,Yes,Yes,19,2019-06-01,2026-01-01,No,21,,6148,4,7350
3583,C-13687,여성,56,Yes,No,0,9,Yes,신용카드,No,Yes,Yes,Yes,18,2019-02-01,2026-01-01,No,24,,4264,4,15140
3584,C-13688,여성,21,No,No,0,5,Yes,신용카드,Yes,Yes,No,No,69,2021-07-01,2026-01-01,No,63,,5643,3,7230
3585,C-13689,여성,39,Yes,Yes,2,4,No,신용카드,No,No,No,No,0,2023-12-31,2026-01-01,No,49,,2646,3,44750
3586,C-13690,남성,66,Yes,No,0,10,Yes,계좌이체,No,Yes,No,Yes,4,2020-04-01,2026-01-01,No,23,,5636,4,52660
3587,C-13691,남성,50,Yes,Yes,3,5,Yes,계좌이체,No,Yes,Yes,Yes,57,2022-02-03,2026-01-01,No,44,,2775,4,1700
3588,C-13692,남성,64,No,Yes,2,0,No,신용카드,Yes,No,Yes,Yes,12,2022-04-01,2026-01-01,No,73,,3044,3,0
3589,C-13693,남성,60,Yes,Yes,1,1,No,계좌이체,No,No,No,No,0,2019-11-01,2026-01-01,No,53,,5105,5,18650
3590,C-13694,남성,53,No,No,0,0,No,계좌이체,Yes,No,No,Yes,26,2022-12-01,2026-01-01,No,64,,4815,4,19550
3591,C-13695,여성,56,Yes,No,0,1,No,신용카드,No,No,Yes,Yes,2,2022-11-01,2026-01-01,No,67,,4038,4,47800
3592,C-13696,여성,56,No,Yes,2,0,No,신용카드,No,No,No,No,24,2021-10-01,2025-01-01,Yes,72,Dissatisfaction,3106,3,0
3593,C-13697,여성,55,No,No,0,0,No,계좌이체,Yes,Yes,No,Yes,7,2022-02-28,2026-01-01,No,48,,3445,3,0
3594,C-13698,여성,32,Yes,Yes,2,4,Yes,신용카드,Yes,Yes,Yes,Yes,23,2020-12-01,2026-01-01,No,68,,4567,3,0
3595,C-13699,남성,50,No,No,0,0,Yes,계좌이체,No,No,No,Yes,21,2023-12-01,2025-07-01,Yes,78,Competitor,2933,1,0
3596,C-13700,남성,64,No,No,0,0,Yes,신용카드,Yes,Yes,No,Yes,14,2023-08-01,2026-01-01,No,38,,3190,4,0
3597,C-13701,남성,56,No,No,0,0,Yes,신용카드,No,Yes,Yes,No,29,2020-08-01,2026-01-01,No,73,,6113,4,0
3598,C-13702,남성,32,Yes,Yes,2,10,Yes,신용카드,Yes,No,No,Yes,22,2024-12-01,2026-01-01,No,58,,5068,4,0
3599,C-13703,남성,41,Yes,No,0,7,No,신용카드,Yes,Yes,Yes,Yes,15,2019-02-28,2026-01-01,No,27,,5514,3,0
3600,C-13704,여성,47,No,No,0,0,Yes,신용카드,No,Yes,Yes,Yes,30,2025-10-01,2025-12-01,Yes,81,Competitor,5855,1,0
3601,C-13705,남성,26,No,No,0,0,No,계좌이체,No,No,Yes,Yes,59,2022-09-01,2026-01-01,No,66,,2448,3,0
3602,C-13706,남성,44,No,No,0,0,No,신용카드,No,No,No,No,0,2022-10-01,2026-01-01,No,71,,3159,5,24520
3603,C-13707,남성,22,No,No,0,1,Yes,신용카드,No,No,No,No,59,2018-12-31,2026-01-01,No,30,,6188,3,26780
3604,C-13708,여성,20,No,No,0,3,Yes,계좌이체,No,No,No,Yes,76,2024-06-01,2026-01-01,No,52,,3872,3,0
3605,C-13709,여성,68,Yes,No,0,4,Yes,계좌이체,No,No,No,Yes,3,2022-06-01,2026-01-01,No,30,,5603,3,5990
3606,C-13710,여성,46,Yes,No,0,1,Yes,계좌이체,No,Yes,No,Yes,12,2022-10-01,2025-07-01,Yes,71,Dissatisfaction,3185,1,12770
3607,C-13711,남성,60,Yes,Yes,1,8,Yes,계좌이체,No,No,No,No,0,2019-05-01,2026-01-01,No,57,,5440,4,3050
3608,C-13712,남성,40,No,No,0,0,No,계좌이체,No,No,No,Yes,24,2022-05-01,2026-01-01,No,80,,2716,4,53450
3609,C-13713,남성,31,No,No,0,0,No,이체/메일확인,No,No,No,No,0,2024-09-01,2026-01-01,No,55,,3022,4,22830
3610,C-13714,남성,51,No,No,0,0,Yes,신용카드,Yes,Yes,No,Yes,2,2019-09-01,2026-01-01,No,77,,4986,5,11300
3611,C-13715,남성,48,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,13,2022-11-01,2026-01-01,No,64,,3178,3,45650
3612,C-13716,남성,74,Yes,No,0,9,No,신용카드,Yes,Yes,Yes,Yes,19,2019-02-01,2026-01-01,No,28,,5421,4,0
3613,C-13717,남성,40,No,No,0,0,Yes,계좌이체,No,No,No,Yes,20,2024-09-01,2025-10-01,Yes,85,Competitor,5964,1,14130
3614,C-13718,여성,64,No,No,0,0,Yes,계좌이체,No,Yes,Yes,Yes,2,2021-08-01,2026-01-01,No,69,,5584,4,11640
3615,C-13719,남성,47,No,No,0,0,Yes,계좌이체,No,No,No,Yes,2,2024-10-01,2025-06-01,Yes,80,Attitude,4193,3,28020
3616,C-13720,여성,53,No,No,0,0,Yes,신용카드,No,No,No,No,0,2021-08-01,2026-01-01,No,40,,3523,5,2600
3617,C-13721,여성,33,No,No,0,0,No,신용카드,No,No,Yes,Yes,12,2021-02-01,2026-01-01,No,55,,3459,3,3960
3618,C-13722,여성,62,Yes,No,0,3,Yes,계좌이체,No,No,No,Yes,17,2022-08-01,2026-01-01,No,80,,3483,5,6100
3619,C-13723,남성,65,No,No,0,0,Yes,계좌이체,No,No,No,Yes,4,2024-10-01,2025-06-01,Yes,85,Competitor,5971,1,0
3620,C-13724,여성,38,No,No,0,0,Yes,계좌이체,Yes,Yes,No,Yes,6,2020-12-31,2025-10-01,Yes,89,Competitor,4738,1,55260
3621,C-13725,여성,27,No,No,0,0,No,계좌이체,Yes,Yes,No,Yes,26,2021-07-01,2026-01-01,No,80,,3048,3,24970
3622,C-13726,여성,30,No,No,0,0,Yes,계좌이체,Yes,Yes,Yes,Yes,41,2020-04-01,2026-01-01,No,43,,4882,3,31980
3623,C-13727,남성,69,No,No,0,0,Yes,계좌이체,No,No,No,Yes,20,2024-12-31,2025-02-01,Yes,88,Competitor,3348,1,12770
3624,C-13728,남성,24,No,Yes,1,3,No,신용카드,No,No,No,No,0,2021-04-01,2026-01-01,No,62,,4210,3,44070
3625,C-13729,남성,36,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,3,2020-07-01,2026-01-01,No,46,,5166,4,8590
3626,C-13730,남성,72,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,8,2022-10-01,2025-07-01,Yes,96,Other,4333,3,31410
3627,C-13731,여성,58,Yes,No,0,4,No,신용카드,Yes,No,No,Yes,8,2020-09-01,2026-01-01,No,47,,5509,4,0
3628,C-13732,남성,31,Yes,No,0,1,No,계좌이체,Yes,Yes,Yes,Yes,29,2019-02-01,2026-01-01,No,28,,6483,4,20790
3629,C-13733,여성,78,Yes,Yes,1,2,Yes,계좌이체,Yes,Yes,Yes,Yes,16,2018-12-31,2026-01-01,No,49,,4606,3,11190
3630,C-13734,남성,36,Yes,No,0,9,Yes,신용카드,Yes,Yes,Yes,Yes,28,2018-12-31,2026-01-01,No,21,,5974,3,12320
3631,C-13735,여성,27,Yes,Yes,2,2,Yes,신용카드,No,No,No,No,0,2021-09-01,2026-01-01,No,72,,3021,5,37740
3632,C-13736,여성,48,Yes,No,0,1,Yes,계좌이체,No,Yes,Yes,Yes,30,2019-09-01,2026-01-01,No,35,,4850,4,0
3633,C-13737,여성,41,Yes,Yes,1,4,Yes,신용카드,No,No,No,No,0,2022-11-01,2026-01-01,No,43,,5158,5,27570
3634,C-13738,여성,31,No,No,0,0,Yes,계좌이체,No,No,No,Yes,9,2024-10-01,2025-02-01,Yes,70,Competitor,4909,1,0
3635,C-13739,남성,47,Yes,Yes,3,2,Yes,신용카드,No,No,No,No,0,2020-09-01,2026-01-01,No,56,,4886,4,44640
3636,C-13740,여성,65,Yes,No,0,5,Yes,신용카드,No,Yes,No,Yes,25,2019-11-01,2026-01-01,No,50,,5428,5,12880
3637,C-13741,남성,54,Yes,Yes,2,1,No,계좌이체,No,No,Yes,Yes,23,2021-07-01,2026-01-01,No,58,,2531,3,16720
3638,C-13742,남성,80,No,No,0,0,Yes,신용카드,No,No,No,No,15,2024-02-01,2026-01-01,No,20,,3355,5,30280
3639,C-13743,남성,48,Yes,No,0,1,Yes,계좌이체,Yes,Yes,Yes,Yes,22,2020-02-01,2025-10-01,Yes,90,Price,4610,1,26780
3640,C-13744,여성,20,No,No,0,10,Yes,계좌이체,Yes,Yes,No,Yes,59,2021-08-01,2026-01-01,No,43,,2196,4,1810
3641,C-13745,남성,52,Yes,No,0,9,Yes,신용카드,Yes,Yes,Yes,Yes,18,2018-12-31,2026-01-01,No,72,,4036,3,0
3642,C-13747,여성,74,No,No,0,0,Yes,계좌이체,No,No,No,Yes,21,2025-06-01,2025-08-01,Yes,74,Price,4596,3,17290
3643,C-13748,여성,78,No,No,0,0,Yes,계좌이체,No,No,No,Yes,25,2024-11-01,2025-01-01,Yes,86,Dissatisfaction,5512,3,6220
3644,C-13749,여성,49,No,No,0,0,No,신용카드,No,No,Yes,Yes,27,2020-12-01,2026-01-01,No,52,,5499,3,12540
3645,C-13750,남성,69,No,No,0,0,Yes,계좌이체,Yes,No,No,Yes,23,2021-12-31,2025-01-01,Yes,92,Competitor,5692,1,26330
3646,C-13751,여성,35,Yes,No,0,1,Yes,신용카드,Yes,Yes,No,Yes,13,2020-05-01,2026-01-01,No,24,,4196,4,38530
3647,C-13752,남성,58,Yes,No,0,4,Yes,계좌이체,No,Yes,No,Yes,15,2018-12-31,2026-01-01,No,21,,4165,4,45770
3648,C-13753,남성,79,Yes,No,0,1,Yes,신용카드,Yes,Yes,No,Yes,8,2019-11-01,2025-10-01,Yes,66,Attitude,5725,1,50510
3649,C-13754,남성,71,No,No,0,0,Yes,계좌이체,No,No,No,Yes,3,2024-02-01,2026-01-01,No,51,,4333,3,47010
3650,C-13755,여성,73,Yes,No,0,5,Yes,계좌이체,No,No,Yes,Yes,27,2024-04-01,2025-03-01,Yes,82,Competitor,4553,3,19550
3651,C-13756,남성,51,Yes,No,0,1,No,계좌이체,Yes,Yes,No,Yes,2,2020-11-01,2025-02-01,Yes,95,Other,5633,1,0
3652,C-13757,여성,32,Yes,Yes,2,1,Yes,신용카드,No,No,No,Yes,13,2022-08-01,2026-01-01,No,25,,4780,4,37970
3653,C-13758,남성,44,Yes,No,0,6,No,계좌이체,No,Yes,Yes,Yes,17,2020-08-01,2026-01-01,No,41,,4488,3,37180
3654,C-13759,남성,44,No,Yes,2,0,Yes,계좌이체,Yes,No,No,No,16,2024-12-01,2025-04-01,Yes,84,Other,4455,1,11070
3655,C-13760,남성,35,Yes,Yes,2,4,Yes,이체/메일확인,No,No,No,No,0,2021-02-28,2026-01-01,No,24,,3392,5,16840
3656,C-13761,여성,41,Yes,No,0,8,No,계좌이체,No,No,No,No,0,2018-12-31,2026-01-01,No,52,,4169,4,10170
3657,C-13762,여성,20,No,No,0,7,Yes,신용카드,Yes,No,No,Yes,46,2019-10-01,2026-01-01,No,60,,5294,4,38990
3658,C-13763,여성,74,No,No,0,0,Yes,계좌이체,Yes,No,No,Yes,11,2019-12-31,2026-01-01,No,66,,4483,4,55260
3659,C-13764,여성,62,Yes,Yes,2,1,Yes,계좌이체,Yes,No,No,Yes,30,2024-07-01,2025-05-01,Yes,87,Price,5998,2,27690
3660,C-13765,남성,57,No,No,0,0,Yes,계좌이체,No,No,No,Yes,6,2025-08-01,2025-11-01,Yes,73,Dissatisfaction,4480,3,24750
3661,C-13766,남성,31,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,21,2022-12-01,2025-08-01,Yes,92,Competitor,5974,1,1700
3662,C-13767,남성,27,No,No,0,0,No,계좌이체,No,No,Yes,Yes,59,2022-02-03,2026-01-01,No,27,,3715,3,51530
3663,C-13768,남성,72,Yes,No,0,4,Yes,계좌이체,No,Yes,Yes,No,19,2018-12-31,2026-01-01,No,36,,4406,4,19100
3664,C-13769,남성,20,No,No,0,1,Yes,신용카드,No,Yes,No,Yes,85,2020-12-31,2026-01-01,No,27,,3446,4,43280
3665,C-13770,여성,78,Yes,No,0,0,Yes,신용카드,No,No,No,Yes,9,2023-02-01,2025-10-01,Yes,74,Price,2431,3,55370
3666,C-13771,여성,40,Yes,Yes,3,5,Yes,계좌이체,Yes,Yes,No,Yes,25,2020-08-01,2026-01-01,No,54,,4116,4,0
3667,C-13772,여성,42,No,No,0,0,No,계좌이체,No,No,Yes,Yes,21,2024-06-01,2026-01-01,No,46,,4080,4,9380
3668,C-13773,남성,51,No,No,0,0,No,계좌이체,No,No,No,No,0,2021-02-28,2026-01-01,No,55,,4006,5,15140
3669,C-13774,남성,45,No,No,0,0,Yes,계좌이체,Yes,Yes,Yes,Yes,9,2023-12-31,2026-01-01,No,73,,2716,3,0
3670,C-13775,여성,21,No,No,0,8,Yes,계좌이체,No,Yes,No,Yes,69,2019-09-01,2026-01-01,No,58,,5206,4,42380
3671,C-13776,여성,36,No,No,0,0,No,신용카드,No,No,No,No,0,2023-10-01,2026-01-01,No,34,,4818,5,26670
3672,C-13777,여성,43,No,No,0,0,No,계좌이체,No,No,No,Yes,4,2021-08-01,2026-01-01,No,58,,5614,4,33000
3673,C-13778,남성,58,No,No,0,0,Yes,계좌이체,No,No,No,No,0,2020-10-04,2026-01-01,No,75,,4886,5,38870
3674,C-13779,남성,73,Yes,Yes,2,1,Yes,계좌이체,No,No,No,No,21,2022-09-01,2026-01-01,No,44,,5195,3,5310
3675,C-13780,여성,25,No,No,0,0,Yes,계좌이체,Yes,No,Yes,No,73,2019-07-01,2026-01-01,No,67,,4824,3,0
3676,C-13781,여성,50,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,6,2025-02-01,2025-04-01,Yes,72,Other,4149,2,7010
3677,C-13782,남성,62,Yes,No,0,1,Yes,신용카드,Yes,No,Yes,Yes,18,2021-06-01,2026-01-01,No,63,,3716,3,46440
3678,C-13783,여성,28,Yes,Yes,2,1,No,신용카드,Yes,No,Yes,Yes,69,2020-02-29,2026-01-01,No,62,,4292,3,3280
3679,C-13784,남성,25,Yes,Yes,1,8,No,계좌이체,No,Yes,No,Yes,59,2019-07-01,2026-01-01,No,56,,6236,5,39550
3680,C-13785,여성,45,Yes,Yes,3,5,No,계좌이체,Yes,Yes,Yes,Yes,29,2019-02-01,2026-01-01,No,71,,4071,4,5540
3681,C-13786,남성,26,Yes,Yes,3,7,No,신용카드,No,No,No,No,0,2022-06-01,2026-01-01,No,32,,5472,4,7910
3682,C-13787,남성,55,Yes,No,0,5,No,계좌이체,No,No,No,No,0,2019-02-01,2026-01-01,No,67,,4837,4,50620
3683,C-13788,남성,47,Yes,No,0,4,Yes,신용카드,Yes,Yes,Yes,Yes,21,2022-06-01,2026-01-01,No,48,,5722,4,25310
3684,C-13789,남성,33,Yes,No,0,1,Yes,계좌이체,Yes,Yes,No,Yes,18,2020-12-31,2026-01-01,No,38,,2613,4,6890
3685,C-13790,남성,79,Yes,No,0,7,Yes,신용카드,No,No,No,Yes,3,2018-12-31,2026-01-01,No,29,,5540,3,12770
3686,C-13791,남성,73,Yes,No,0,4,No,신용카드,No,Yes,Yes,Yes,10,2018-12-31,2026-01-01,No,29,,6202,4,38080
3687,C-13792,남성,67,Yes,No,0,0,Yes,신용카드,No,No,No,No,13,2020-07-01,2026-01-01,No,34,,4011,5,43510
3688,C-13793,남성,66,No,No,0,0,Yes,신용카드,No,No,No,No,0,2018-12-31,2026-01-01,No,74,,5751,5,2710
3689,C-13794,여성,44,Yes,No,0,8,Yes,신용카드,Yes,Yes,No,Yes,19,2019-12-31,2026-01-01,No,62,,5267,3,17520
3690,C-13795,여성,65,Yes,Yes,3,7,Yes,계좌이체,No,Yes,No,Yes,26,2019-08-01,2026-01-01,No,32,,6211,4,22150
3691,C-13796,남성,35,Yes,Yes,3,2,Yes,계좌이체,No,No,Yes,Yes,76,2022-02-28,2026-01-01,No,49,,5569,4,0
3692,C-13797,남성,45,No,Yes,1,0,No,신용카드,Yes,Yes,Yes,No,27,2021-12-01,2026-01-01,No,77,,5447,3,56500
3693,C-13798,남성,43,No,No,0,0,No,계좌이체,Yes,No,No,Yes,18,2024-09-01,2026-01-01,No,70,,3559,3,35710
3694,C-13799,남성,22,No,No,0,8,Yes,계좌이체,Yes,Yes,No,No,52,2019-11-01,2026-01-01,No,56,,4271,4,16720
3695,C-13800,여성,43,No,No,0,0,Yes,신용카드,No,Yes,No,Yes,14,2020-09-01,2026-01-01,No,51,,5597,4,48480
3696,C-13801,남성,29,Yes,No,0,9,No,신용카드,No,No,No,No,0,2024-05-01,2026-01-01,No,24,,4964,4,5650
3697,C-13802,여성,26,No,No,0,0,No,신용카드,No,No,No,No,0,2019-04-01,2026-01-01,No,57,,6408,5,28480
3698,C-13803,남성,60,No,No,0,0,Yes,계좌이체,No,No,No,Yes,22,2023-12-31,2026-01-01,No,79,,2325,4,37740
3699,C-13804,여성,40,Yes,Yes,3,3,No,신용카드,No,No,No,Yes,53,2024-08-01,2026-01-01,No,24,,2071,5,0
3700,C-13805,남성,61,No,No,0,0,No,계좌이체,No,No,No,Yes,2,2025-02-28,2025-05-01,Yes,87,Competitor,4493,1,29490
3701,C-13806,남성,64,No,Yes,2,0,No,이체/메일확인,No,No,No,Yes,17,2024-12-01,2026-01-01,No,80,,4276,5,0
3702,C-13807,여성,51,No,No,0,0,No,계좌이체,Yes,Yes,No,No,15,2022-09-01,2026-01-01,No,47,,4468,3,49830
3703,C-13808,여성,20,No,No,0,0,No,계좌이체,No,No,Yes,Yes,48,2024-10-01,2026-01-01,No,24,,5277,5,46330
