순번,생산라인코드,생산라인명,생산일자,품목코드,품목명,작업장코드,충전실온도,실링온도,쿠킹온도,쿠킹스팀압력,실링압력,생산시간
1,C088,냉동밥 취반#1,2025-01-26,2BA03175,매콤낙지볶음밥(노브랜드)(재),W003,69.887,72.687,108.232,23.697,210.365,74.24
2,C088,냉동밥 취반#1,2025-01-26,2BA03175,매콤낙지볶음밥(노브랜드)(재),W003,71.527,99.327,135.125,23.865,211.754,78.46
10,C088,냉동밥 취반#1,2025-01-26,2BA03093,비비고취나물밥200g(재),W003,72.726,111.226,146.056,23.22,202.111,74.04
11,C088,냉동밥 취반#1,2025-01-26,2BA03093,비비고취나물밥200g(재),W003,71.234,88.134,123.768,23.756,209.544,73.28
16,C088,냉동밥 취반#1,2025-01-27,2BA03176,비비고시래기나물밥200g(재),W003,70.748,105.248,139.779,23.021,203.516,
5,D087,냉동밥 내포장#2,2025-01-26,1BA03308,타이풍볶음밥E,W005,71.764,102.464,137.985,23.68,201.641,74.7
6,D087,냉동밥 내포장#2,2025-01-26,1BA03308,타이풍볶음밥E,W005,71.55,125.25,159.713,22.975,205.645,
3,D088,냉동밥 내포장#1,2025-01-26,1BA03175,매콤낙지볶음밥(노브랜드),W005,71.975,96.775,132.257,23.655,210.766,76.23
9,D088,냉동밥 내포장#1,2025-01-26,1BA03093,비비고취나물밥200g,W005,71.636,121.736,157.444,23.805,210.599,74.14
5,C088,냉동밥 취반#1,2025-01-27,2BA03284,곤드레나물밥H5kg(재),W003,69.997,100.197,134.99,23.195,204.187,
6,C088,냉동밥 취반#1,2025-01-27,2BA03284,곤드레나물밥H5kg(재),W003,72.912,110.112,145.764,23.768,209.801,78.35
7,C088,냉동밥 취반#1,2025-01-27,2BA03282,퀴노아렌틸콩현미볶음밥5kg(재),W003,72.222,108.822,143.684,23.241,205.882,78.2
1,D088,냉동밥 내포장#1,2025-01-27,1BA03176,비비고시래기나물밥200g,W005,71.67,101.87,137.0,23.42,205.353,76.39
2,D088,냉동밥 내포장#1,2025-01-27,1BA03176,비비고시래기나물밥200g,W005,72.534,129.534,165.313,23.853,208.805,72.46
3,D088,냉동밥 내포장#1,2025-01-27,1BA03282,퀴노아렌틸콩현미볶음밥5kg,W005,70.485,106.385,142.034,23.766,207.932,80.09
4,D088,냉동밥 내포장#1,2025-01-27,1BA03282,퀴노아렌틸콩현미볶음밥5kg,W005,72.112,115.512,150.783,23.514,205.791,74.88
5,C088,냉동밥 취반#1,2025-01-29,2BA03115,오늘은!갈릭볶음밥(재),W003,70.881,107.181,142.564,23.589,214.516,72.67
9,C088,냉동밥 취반#1,2025-01-30,2BA03208,AAF게살새우볶음밥(재),W003,71.022,85.722,121.915,24.129,209.279,79.75
4,D088,냉동밥 내포장#1,2025-01-29,1BA03115,오늘은!갈릭볶음밥,W005,72.704,101.604,136.676,23.381,202.797,75.15
6,D088,냉동밥 내포장#1,2025-01-29,1BA03115,오늘은!갈릭볶음밥,W005,71.96,92.36,128.355,23.997,206.88,76.19
8,D088,냉동밥 내포장#1,2025-01-30,1BA03216,AAF게살새우볶음밥(알밥)*,W005,70.448,104.748,139.241,22.995,196.737,
10,D088,냉동밥 내포장#1,2025-01-30,1BA03216,AAF게살새우볶음밥(알밥)*,W005,71.935,103.235,138.474,23.493,206.702,72.42
2,C087,냉동밥 취반#2,2025-01-30,2BA03157,비비고낙지비빔밥200g(재),W003,70.707,109.307,144.092,23.19,203.232,
11,C087,냉동밥 취반#2,2025-01-30,2BA03158,비비고불고기비빔밥200g(재),W003,69.012,116.012,151.456,23.629,208.424,76.61
12,C087,냉동밥 취반#2,2025-01-30,2BA03158,비비고불고기비빔밥200g(재),W003,72.132,113.932,149.046,23.409,208.402,76.03
19,C087,냉동밥 취반#2,2025-01-30,2BA03158,비비고불고기비빔밥200g(재),W003,73.398,83.298,118.711,23.609,203.366,75.45
20,C087,냉동밥 취반#2,2025-01-31,2BA03158,비비고불고기비빔밥200g(재),W003,71.337,99.337,134.148,23.207,201.853,73.27
3,C088,냉동밥 취반#1,2025-01-30,2BA03288,한그릇연근우엉밥3kg(재),W003,71.764,91.264,126.677,23.609,208.889,74.61
6,C088,냉동밥 취반#1,2025-01-30,2BA03065,CJ햄야채볶음밥(재),W003,71.746,76.646,112.112,23.644,207.986,73.77
14,C088,냉동밥 취반#1,2025-01-30,2BA03066,CJ새우볶음밥(재),W003,72.029,126.829,162.859,24.02,206.691,75.46
17,C088,냉동밥 취반#1,2025-01-30,2BA03176,비비고시래기나물밥200g(재),W003,71.614,104.614,140.199,23.723,211.582,72.03
22,C088,냉동밥 취반#1,2025-01-31,2BA03176,비비고시래기나물밥200g(재),W003,71.427,102.127,137.526,23.599,207.496,73.38
18,D087,냉동밥 내포장#2,2025-01-31,1BA03158,비비고불고기비빔밥200g,W005,73.187,91.187,126.323,23.424,206.62,70.78
1,D088,냉동밥 내포장#1,2025-01-30,1BA03288,한그릇연근우엉밥3kg,W005,71.75,111.45,146.99,23.694,206.59,74.7
4,D088,냉동밥 내포장#1,2025-01-30,1BA03288,한그릇연근우엉밥3kg,W005,69.366,92.166,127.299,23.422,204.945,75.11
7,D088,냉동밥 내포장#1,2025-01-30,1BA03071,CJ햄야채볶음밥/20개입,W005,70.581,96.181,131.596,23.61,204.459,71.4
8,D088,냉동밥 내포장#1,2025-01-30,1BA03071,CJ햄야채볶음밥/20개입,W005,71.8,109.0,144.267,23.512,204.14,74.21
13,D088,냉동밥 내포장#1,2025-01-30,1BA03075,CJ새우볶음밥3kg,W005,71.122,108.522,144.105,23.722,214.971,71.69
15,D088,냉동밥 내포장#1,2025-01-30,1BA03176,비비고시래기나물밥200g,W005,70.654,99.354,135.118,23.842,209.516,73.8
16,D088,냉동밥 내포장#1,2025-01-30,1BA03176,비비고시래기나물밥200g,W005,71.409,94.409,129.405,23.331,203.224,75.47
21,D088,냉동밥 내포장#1,2025-01-31,1BA03176,비비고시래기나물밥200g,W005,71.104,123.204,158.926,23.815,204.73,80.27
23,D088,냉동밥 내포장#1,2025-01-31,1BA03176,비비고시래기나물밥200g,W005,72.32,110.12,145.72,23.733,209.971,80.03
21,C087,냉동밥 취반#2,2025-01-31,2BA03307,마음심은불고기볶음밥(재),W003,69.919,105.819,142.689,24.58,216.541,79.3
22,C087,냉동밥 취반#2,2025-02-01,2BA03201,비비고닭가슴살볶음밥210g(알밥)(재),W003,70.238,87.338,121.798,22.974,201.962,
3,C088,냉동밥 취반#1,2025-01-31,2BA03306,마음심은갈릭버터새우볶음밥(재),W003,71.189,97.689,133.13,23.627,207.925,74.91
7,C088,냉동밥 취반#1,2025-01-31,2BA03069,CJ낙지볶음밥(재),W003,70.167,106.767,142.458,23.794,205.77,76.99
9,C088,냉동밥 취반#1,2025-01-31,2BA03069,CJ낙지볶음밥(재),W003,72.02,135.52,171.539,24.013,212.142,74.19
12,C088,냉동밥 취반#1,2025-01-31,2BA03300,쟌슨빌소시지볶음밥(알밥)(재),W003,71.13,112.83,148.058,23.485,206.982,73.91
20,C088,냉동밥 취반#1,2025-01-31,2BA03300,쟌슨빌소시지볶음밥(알밥)(재),W003,69.829,105.529,141.586,24.038,210.14,72.79
25,C088,냉동밥 취반#1,2025-02-01,2BA03159,비비고깍두기볶음밥200g(재),W003,71.742,103.242,138.468,23.485,208.01,72.4
28,C088,냉동밥 취반#1,2025-02-01,2BA03159,비비고깍두기볶음밥200g(재),W003,72.719,109.619,145.401,23.855,208.105,72.04
2,D087,냉동밥 내포장#2,2025-01-31,1BA03158,비비고불고기비빔밥200g,W005,71.698,107.898,143.963,24.043,214.506,75.91
18,D087,냉동밥 내포장#2,2025-01-31,1BA03307,마음심은불고기볶음밥,W005,70.571,106.871,142.1,23.486,209.259,70.79
1,D087,냉동밥 내포장#2,2025-01-31,1BA03158,비비고불고기비빔밥200g,W005,72.395,115.395,150.282,23.258,203.623,74.51
23,D087,냉동밥 내포장#2,2025-02-01,1BA03201,비비고닭가슴살볶음밥210g(알밥),W005,73.232,94.032,129.348,23.544,209.512,71.78
4,D088,냉동밥 내포장#1,2025-01-31,1BA03306,마음심은갈릭버터새우볶음밥,W005,72.865,94.165,128.828,23.109,209.85,
6,D088,냉동밥 내포장#1,2025-01-31,1BA03306,마음심은갈릭버터새우볶음밥,W005,70.62,115.32,150.174,23.236,210.157,76.32
8,D088,냉동밥 내포장#1,2025-01-31,1BA03069,CJ낙지볶음밥*5ea,W005,72.946,118.646,153.516,23.247,203.565,71.31
10,D088,냉동밥 내포장#1,2025-01-31,1BA03069,CJ낙지볶음밥*5ea,W005,70.692,121.592,157.406,23.876,215.326,80.32
13,D088,냉동밥 내포장#1,2025-01-31,1BA03300,쟌슨빌소시지볶음밥(알밥),W005,72.805,119.005,154.94,23.957,208.989,78.86
15,D088,냉동밥 내포장#1,2025-01-31,1BA03300,쟌슨빌소시지볶음밥(알밥),W005,72.069,103.569,139.117,23.699,208.244,78.89
19,D088,냉동밥 내포장#1,2025-01-31,1BA03300,쟌슨빌소시지볶음밥(알밥),W005,71.384,105.684,141.085,23.6,211.293,74.09
24,D088,냉동밥 내포장#1,2025-02-01,1BA03159,비비고깍두기볶음밥200g,W005,71.582,108.482,142.681,22.799,196.558,
27,D088,냉동밥 내포장#1,2025-02-01,1BA03159,비비고깍두기볶음밥200g,W005,71.047,112.847,148.378,23.687,211.769,74.36
7,C087,냉동밥 취반#2,2025-02-01,2BA03200,비비고새우볶음밥210g(알밥)(재),W003,71.08,107.18,143.219,24.026,205.66,75.26
16,C087,냉동밥 취반#2,2025-02-01,2BA03200,비비고새우볶음밥210g(알밥)(재),W003,72.081,117.281,152.758,23.651,207.849,76.88
11,C088,냉동밥 취반#1,2025-02-01,2BA03093,비비고취나물밥200g(재),W003,72.019,106.319,141.615,23.531,204.889,79.56
19,C088,냉동밥 취반#1,2025-02-02,2BA03119,홍익돈까스 야채볶음밥(재),W003,70.744,105.844,140.878,23.356,204.283,70.62
21,C088,냉동밥 취반#1,2025-02-02,2BA03119,홍익돈까스 야채볶음밥(재),W003,70.879,108.679,144.111,23.621,207.434,76.01
1,D087,냉동밥 내포장#2,2025-02-01,1BA03200,비비고새우볶음밥210g(알밥),W005,72.773,96.873,132.371,23.665,209.767,78.25
2,D087,냉동밥 내포장#2,2025-02-01,1BA03200,비비고새우볶음밥210g(알밥),W005,71.839,118.439,154.07,23.754,208.118,75.25
14,D087,냉동밥 내포장#2,2025-02-01,1BA03297,비비고새우볶음밥(홈플),W005,72.742,97.442,132.587,23.43,206.481,71.39
15,D087,냉동밥 내포장#2,2025-02-01,1BA03297,비비고새우볶음밥(홈플),W005,71.966,111.966,147.209,23.495,210.535,77.88
10,D088,냉동밥 내포장#1,2025-02-01,1BA03093,비비고취나물밥200g,W005,71.514,118.014,153.724,23.807,206.151,78.02
13,D088,냉동밥 내포장#1,2025-02-01,1BA03093,비비고취나물밥200g,W005,72.813,121.313,156.333,23.347,201.809,70.7
1,C087,냉동밥 취반#2,2025-02-02,2BA03200,비비고새우볶음밥210g(알밥)(재),W003,72.782,116.182,151.662,23.653,209.095,75.7
8,C088,냉동밥 취반#1,2025-02-02,2BA03304,마음심은장조림볶음밥(재),W003,71.701,94.001,128.623,23.081,204.951,
13,C088,냉동밥 취반#1,2025-02-02,2BA03191,땡초상하이볶음밥(재),W003,70.854,116.254,151.793,23.693,213.977,74.48
15,C088,냉동밥 취반#1,2025-02-02,2BA03094,비비고곤드레밥200g(재),W003,70.888,114.488,150.59,24.068,213.619,79.52
16,C088,냉동밥 취반#1,2025-02-03,2BA03094,비비고곤드레밥200g(재),W003,71.834,92.834,128.258,23.616,211.669,78.7
18,C088,냉동밥 취반#1,2025-02-03,2BA03286,어수리나물밥5kg(재),W003,72.789,110.689,146.538,23.9,205.983,72.49
19,C088,냉동밥 취반#1,2025-02-03,2BA03286,어수리나물밥5kg(재),W003,71.974,86.774,122.484,23.807,206.622,72.24
12,D087,냉동밥 내포장#2,2025-02-02,1BA03200,비비고새우볶음밥210g(알밥),W005,72.32,105.32,140.762,23.628,205.221,74.66
2,D087,냉동밥 내포장#2,2025-02-02,1BA03200,비비고새우볶음밥210g(알밥),W005,69.723,92.323,127.619,23.531,206.053,73.47
3,D088,냉동밥 내포장#1,2025-02-02,1BA03119,홍익돈까스 야채볶음밥,W005,70.659,88.759,124.306,23.698,207.652,78.66
5,D088,냉동밥 내포장#1,2025-02-02,1BA03304,마음심은장조림볶음밥,W005,70.775,100.875,136.573,23.799,206.623,77.57
9,D088,냉동밥 내포장#1,2025-02-02,1BA03304,마음심은장조림볶음밥,W005,69.438,119.038,154.654,23.744,208.682,79.24
11,D088,냉동밥 내포장#1,2025-02-02,1BA03191,땡초상하이볶음밥,W005,71.265,96.665,131.97,23.537,206.539,71.22
14,D088,냉동밥 내포장#1,2025-02-03,1BA03094,비비고곤드레밥200g,W005,72.357,115.457,150.676,23.479,206.953,76.99
2,C087,냉동밥 취반#2,2025-02-03,2BA03305,마음심은곱창깍두기볶음밥(재),W003,71.459,93.259,128.905,23.764,208.672,76.1
6,C088,냉동밥 취반#1,2025-02-03,2BA03279,탄두리닭가슴살현미볶음밥H 5kg(재),W003,70.659,83.659,120.025,24.244,210.517,75.96
1,D087,냉동밥 내포장#2,2025-02-03,1BA03305,마음심은곱창깍두기볶음밥,W005,73.245,104.045,140.11,24.043,207.135,78.03
3,D087,냉동밥 내포장#2,2025-02-03,1BA03305,마음심은곱창깍두기볶음밥,W005,70.181,101.481,136.979,23.665,208.998,71.29
4,D088,냉동밥 내포장#1,2025-02-03,1BA03286,어수리나물밥5kg,W005,71.799,104.799,140.421,23.748,205.259,74.91
5,D088,냉동밥 내포장#1,2025-02-03,1BA03279,탄두리닭가슴살현미볶음밥H 5kg,W005,72.777,114.477,149.744,23.512,209.542,75.6
7,D088,냉동밥 내포장#1,2025-02-03,1BA03279,탄두리닭가슴살현미볶음밥H 5kg,W005,70.63,102.33,137.983,23.769,208.429,79.82
8,D088,냉동밥 내포장#1,2025-02-03,1BA03279,탄두리닭가슴살현미볶음밥H 5kg,W005,71.913,119.513,155.099,23.724,210.601,78.73
2,D088,냉동밥 내포장#1,2025-02-05,1BA03157,비비고낙지비빔밥200g,W005,72.192,120.092,155.152,23.373,203.575,72.51
3,D088,냉동밥 내포장#1,2025-02-05,1BA03157,비비고낙지비빔밥200g,W005,71.961,113.861,149.35,23.659,209.41,74.6
8,C087,냉동밥 취반#2,2025-02-06,2BA03158,비비고불고기비빔밥200g(재),W003,71.533,100.633,135.711,23.386,202.738,77.54
9,C087,냉동밥 취반#2,2025-02-06,2BA03158,비비고불고기비빔밥200g(재),W003,69.629,107.229,142.647,23.612,206.307,72.52
6,C088,냉동밥 취반#1,2025-02-06,2BA03119,홍익돈까스 야채볶음밥(재),W003,71.041,103.441,138.57,23.419,200.959,70.96
7,C088,냉동밥 취반#1,2025-02-06,2BA03119,홍익돈까스 야채볶음밥(재),W003,71.972,111.172,147.064,23.928,205.854,77.09
3,D087,냉동밥 내포장#2,2025-02-06,1BA03158,비비고불고기비빔밥200g,W005,70.694,99.494,134.946,23.635,204.713,79.55
4,D087,냉동밥 내포장#2,2025-02-06,1BA03158,비비고불고기비빔밥200g,W005,72.939,108.239,143.932,23.795,210.611,78.43
15,D087,냉동밥 내포장#2,2025-02-06,1BA03158,비비고불고기비빔밥200g,W005,71.57,111.37,146.868,23.665,208.732,71.05
1,D088,냉동밥 내포장#1,2025-02-06,1BA03119,홍익돈까스 야채볶음밥,W005,70.866,103.866,139.176,23.54,210.089,77.19
2,D088,냉동밥 내포장#1,2025-02-06,1BA03119,홍익돈까스 야채볶음밥,W005,71.741,104.141,139.499,23.572,205.772,78.16
12,D088,냉동밥 내포장#1,2025-02-06,1BA03216,AAF게살새우볶음밥(알밥)*,W005,72.324,86.924,122.192,23.512,201.688,71.28
13,D088,냉동밥 내포장#1,2025-02-06,1BA03216,AAF게살새우볶음밥(알밥)*,W005,72.679,104.579,140.338,23.839,205.055,74.42
16,D088,냉동밥 내포장#1,2025-02-07,1BA03216,AAF게살새우볶음밥(알밥)*,W005,71.723,95.623,130.187,23.043,205.195,
17,D088,냉동밥 내포장#1,2025-02-07,1BA03216,AAF게살새우볶음밥(알밥)*,W005,71.662,117.362,152.86,23.665,208.902,79.85
4,C088,냉동밥 취반#1,2025-02-07,2BA03202,강원나물밥200g(알밥)(재),W003,70.435,88.035,122.818,23.189,204.924,
5,C088,냉동밥 취반#1,2025-02-07,2BA03202,강원나물밥200g(알밥)(재),W003,71.383,112.883,148.596,23.808,210.409,73.66
1,D087,냉동밥 내포장#2,2025-02-07,1BA03158,비비고불고기비빔밥200g,W005,70.79,109.89,145.755,23.91,209.407,78.24
10,D087,냉동밥 내포장#2,2025-02-07,1BA03200,비비고새우볶음밥210g(알밥),W005,71.353,99.753,135.438,23.79,209.153,76.01
11,D087,냉동밥 내포장#2,2025-02-07,1BA03297,비비고새우볶음밥(홈플),W005,69.947,100.347,136.058,23.807,209.632,79.85
3,D088,냉동밥 내포장#1,2025-02-07,1BA03202,강원나물밥200g(알밥),W005,70.511,113.811,148.896,23.39,201.042,79.02
7,D088,냉동밥 내포장#1,2025-02-07,1BA03202,강원나물밥200g(알밥),W005,70.494,93.794,128.982,23.459,206.888,73.36
12,D088,냉동밥 내포장#1,2025-02-07,1BA03066,CJ새우볶음밥*5ea,W005,72.076,96.076,131.549,23.649,206.697,71.37
13,D088,냉동밥 내포장#1,2025-02-08,1BA03070,CJ해물볶음밥/20개입,W005,71.125,103.025,138.168,23.429,203.69,71.36
14,D088,냉동밥 내포장#1,2025-02-08,1BA03299,날치알이톡톡터지는알밥(알밥),W005,71.061,129.961,164.863,23.268,203.019,73.04
15,D088,냉동밥 내포장#1,2025-02-08,1BA03299,날치알이톡톡터지는알밥(알밥),W005,72.743,109.043,144.548,23.67,202.223,74.33
10,C088,냉동밥 취반#1,2025-02-08,2BA03159,비비고깍두기볶음밥200g(재),W003,71.019,113.219,148.138,23.28,202.957,77.28
11,C088,냉동밥 취반#1,2025-02-08,2BA03159,비비고깍두기볶음밥200g(재),W003,73.312,74.612,109.299,23.125,204.521,
12,C088,냉동밥 취반#1,2025-02-08,2BA03049,김치볶음밥-S(재),W003,70.605,99.405,134.369,23.309,201.079,74.87
1,D087,냉동밥 내포장#2,2025-02-08,1BA10030,비비고새우볶음밥(롯데),W005,71.353,116.953,152.802,23.9,213.848,73.57
2,D087,냉동밥 내포장#2,2025-02-08,1BA10030,비비고새우볶음밥(롯데),W005,71.372,99.372,134.363,23.327,201.88,70.32
7,D087,냉동밥 내포장#2,2025-02-08,1BA03278,AAF치즈불고기볶음밥(알밥),W005,70.803,88.903,124.523,23.747,209.549,77.04
15,D087,냉동밥 내포장#2,2025-02-08,1BA03278,AAF치즈불고기볶음밥(알밥),W005,72.623,115.123,150.86,23.825,205.99,72.93
6,D088,냉동밥 내포장#1,2025-02-08,1BA03159,비비고깍두기볶음밥200g,W005,71.021,114.621,149.976,23.57,206.247,74.3
9,D088,냉동밥 내포장#1,2025-02-08,1BA03159,비비고깍두기볶음밥200g,W005,71.916,121.416,157.799,24.255,211.445,76.87
13,D088,냉동밥 내포장#1,2025-02-08,1BA03049,김치볶음밥-S,W005,70.962,122.362,157.872,23.673,206.237,74.66
16,D088,냉동밥 내포장#1,2025-02-09,1BA03065,CJ햄야채볶음밥*5ea,W005,71.322,91.122,126.94,23.878,208.505,73.63
7,C088,냉동밥 취반#1,2025-02-09,2BA03271,하나로햄야채볶음밥(재),W003,71.709,117.909,153.035,23.417,207.535,76.78
8,C088,냉동밥 취반#1,2025-02-09,2BA03271,하나로햄야채볶음밥(재),W003,71.016,103.516,138.478,23.308,206.022,73.5
1,D087,냉동밥 내포장#2,2025-02-09,1BA03278,AAF치즈불고기볶음밥(알밥),W005,70.679,120.479,155.979,23.666,206.261,75.36
2,D087,냉동밥 내포장#2,2025-02-09,1BA03174,통새우볶음밥(노브랜드),W005,70.892,113.392,148.463,23.381,203.112,78.34
13,D087,냉동밥 내포장#2,2025-02-09,1BA03175,매콤낙지볶음밥(노브랜드),W005,72.451,122.551,158.272,23.814,214.353,72.34
5,D088,냉동밥 내포장#1,2025-02-09,1BA03271,하나로햄야채볶음밥,W005,71.862,106.762,142.195,23.622,216.464,72.39
9,D088,냉동밥 내포장#1,2025-02-09,1BA03271,하나로햄야채볶음밥,W005,71.289,129.089,164.418,23.553,207.661,70.86
20,D088,냉동밥 내포장#1,2025-02-09,1BA03093,비비고취나물밥200g,W005,70.567,97.067,131.607,23.027,202.6,
8,C088,냉동밥 취반#1,2025-02-10,2BA03287,찰현미새우볶음밥5kg(재),W003,71.388,114.288,150.016,23.819,209.794,79.32
10,C088,냉동밥 취반#1,2025-02-10,2BA03281,취나물현미밥5kg(재),W003,69.881,125.981,161.018,23.358,208.476,78.75
1,D087,냉동밥 내포장#2,2025-02-10,1BA03213,AAF불곱창깍두기볶음밥250g(알밥)*,W005,71.026,111.826,147.955,24.086,213.198,77.0
2,D087,냉동밥 내포장#2,2025-02-10,1BA03213,AAF불곱창깍두기볶음밥250g(알밥)*,W005,72.715,108.915,144.994,24.053,214.597,76.79
7,D088,냉동밥 내포장#1,2025-02-10,1BA03287,찰현미새우볶음밥5kg,W005,71.069,131.469,166.597,23.419,207.009,76.73
9,D088,냉동밥 내포장#1,2025-02-10,1BA03287,찰현미새우볶음밥5kg,W005,71.871,99.871,134.984,23.409,205.344,77.33
11,D088,냉동밥 내포장#1,2025-02-10,1BA03287,찰현미새우볶음밥5kg,W005,72.268,100.468,136.237,23.846,210.473,72.17
12,D088,냉동밥 내포장#1,2025-02-10,1BA03281,취나물현미밥5kg,W005,72.957,120.657,156.074,23.612,203.991,72.81
19,D087,냉동밥 내포장#2,2025-02-13,1BA03200,비비고새우볶음밥210g(알밥),W005,71.294,106.794,142.368,23.716,204.632,78.33
10,C088,냉동밥 취반#1,2025-02-13,2BA03119,홍익돈까스 야채볶음밥(재),W003,69.483,114.083,149.559,23.65,202.459,71.8
18,C088,냉동밥 취반#1,2025-02-13,2BA03308,타이풍볶음밥E(재),W003,69.994,82.494,117.974,23.654,210.834,72.46
8,D087,냉동밥 내포장#2,2025-02-13,1BA03298,비비고닭가슴살볶음밥(홈플),W005,72.565,119.265,155.294,24.019,215.789,79.33
12,D087,냉동밥 내포장#2,2025-02-13,1BA03298,비비고닭가슴살볶음밥(홈플),W005,71.128,102.128,137.635,23.671,209.258,71.28
20,D087,냉동밥 내포장#2,2025-02-13,1BA03175,매콤낙지볶음밥(노브랜드),W005,72.222,99.522,134.889,23.578,208.21,73.18
3,D088,냉동밥 내포장#1,2025-02-13,1BA03174,통새우볶음밥(노브랜드),W005,70.296,117.196,152.178,23.321,205.353,74.54
7,D088,냉동밥 내포장#1,2025-02-13,1BA03119,홍익돈까스 야채볶음밥,W005,71.09,118.09,153.847,23.838,205.888,76.78
11,D088,냉동밥 내포장#1,2025-02-13,1BA03119,홍익돈까스 야채볶음밥,W005,72.004,103.004,139.334,24.22,208.025,78.39
17,D088,냉동밥 내포장#1,2025-02-13,1BA03308,타이풍볶음밥E,W005,71.4,69.6,105.144,23.696,209.063,75.99
19,D088,냉동밥 내포장#1,2025-02-13,1BA03308,타이풍볶음밥E,W005,72.543,99.243,134.966,23.816,213.627,72.18
6,C088,냉동밥 취반#1,2025-02-14,2BA03309,짬뽕볶음밥E(재),W003,71.153,117.453,153.062,23.739,208.164,75.87
10,C088,냉동밥 취반#1,2025-02-14,2BA03049,김치볶음밥-S(재),W003,69.624,94.624,130.396,23.848,212.748,79.38
5,D088,냉동밥 내포장#1,2025-02-14,1BA03309,짬뽕볶음밥E,W005,71.128,90.328,126.222,23.93,206.09,74.06
9,D088,냉동밥 내포장#1,2025-02-14,1BA03049,김치볶음밥-S,W005,72.444,111.144,147.102,23.972,204.761,75.06
13,C088,냉동밥 취반#1,2025-02-20,2BA03119,홍익돈까스 야채볶음밥(재),W003,70.051,94.451,128.9,22.966,203.142,
13,C088,냉동밥 취반#1,2025-02-20,2BA03310,쟌슨빌소시지볶음밥(미니팩)(재),W003,70.925,107.825,143.603,23.852,208.596,73.51
15,C088,냉동밥 취반#1,2025-02-20,2BA03310,쟌슨빌소시지볶음밥(미니팩)(재),W003,70.968,119.868,155.429,23.708,211.956,78.43
5,D087,냉동밥 내포장#2,2025-02-20,1BA03174,통새우볶음밥(노브랜드),W005,72.313,93.713,128.651,23.292,202.14,72.98
7,D087,냉동밥 내포장#2,2025-02-20,1BA03174,통새우볶음밥(노브랜드),W005,71.117,103.017,137.495,22.985,206.475,
12,D087,냉동밥 내포장#2,2025-02-20,1BA03214,닭가슴살볶음밥(노브랜드),W005,71.68,96.98,131.435,22.97,197.866,
1,D088,냉동밥 내포장#1,2025-02-20,1BA03119,홍익돈까스 야채볶음밥,W005,71.583,110.083,145.519,23.625,207.017,77.48
2,D088,냉동밥 내포장#1,2025-02-20,1BA03119,홍익돈까스 야채볶음밥,W005,72.517,100.117,135.336,23.48,201.842,75.55
3,D088,냉동밥 내포장#1,2025-02-20,1BA03074,CJ햄야채볶음밥3kg,W005,70.036,99.236,134.697,23.641,211.217,75.53
4,D088,냉동밥 내포장#1,2025-02-20,1BA03074,CJ햄야채볶음밥3kg,W005,71.419,125.819,161.076,23.505,207.403,72.29
8,D088,냉동밥 내포장#1,2025-02-20,1BA03300,쟌슨빌소시지볶음밥(알밥),W005,71.412,101.212,136.981,23.846,209.682,73.75
14,D088,냉동밥 내포장#1,2025-02-20,1BA03310,쟌슨빌소시지볶음밥(미니팩),W005,72.611,115.511,151.174,23.775,204.964,74.21
7,C088,냉동밥 취반#1,2025-02-21,2BA03278,AAF치즈불고기볶음밥(알밥)(재),W003,72.542,104.642,139.963,23.548,206.586,70.72
17,C088,냉동밥 취반#1,2025-02-22,2BA03046,부드러운새우볶음밥3kg(재),W003,71.625,138.525,174.151,23.751,210.988,76.36
18,C088,냉동밥 취반#1,2025-02-22,2BA03046,부드러운새우볶음밥3kg(재),W003,70.61,92.51,127.758,23.499,210.324,75.04
4,D087,냉동밥 내포장#2,2025-02-21,1BA03200,비비고새우볶음밥210g(알밥),W005,72.763,111.063,145.892,23.219,208.734,70.09
12,D087,냉동밥 내포장#2,2025-02-21,1BA03200,비비고새우볶음밥210g(알밥),W005,72.214,90.214,125.862,23.766,206.879,79.0
2,D088,냉동밥 내포장#1,2025-02-21,1BA03094,비비고곤드레밥200g,W005,72.953,106.453,141.736,23.522,210.341,75.26
3,D088,냉동밥 내포장#1,2025-02-21,1BA03094,비비고곤드레밥200g,W005,72.833,99.833,135.874,24.027,212.484,73.65
6,D088,냉동밥 내포장#1,2025-02-21,1BA03278,AAF치즈불고기볶음밥(알밥),W005,72.149,91.849,126.959,23.407,205.446,77.11
13,D088,냉동밥 내포장#1,2025-02-21,1BA03292,AAF치즈불고기볶음밥(미니팩),W005,71.24,110.44,146.764,24.217,211.153,76.3
14,D088,냉동밥 내포장#1,2025-02-21,1BA03292,AAF치즈불고기볶음밥(미니팩),W005,72.443,128.143,163.091,23.299,201.719,73.7
1,D088,냉동밥 내포장#1,2025-02-21,1BA03310,쟌슨빌소시지볶음밥(미니팩),W005,70.18,96.78,132.421,23.761,205.146,73.94
2,C088,냉동밥 취반#1,2025-02-21,2BA03292,AAF치즈불고기볶음밥(미니팩)(재),W003,71.873,107.273,142.397,23.416,205.926,76.06
7,C088,냉동밥 취반#1,2025-02-22,2BA03066,CJ새우볶음밥(재),W003,71.356,113.756,148.728,23.315,207.537,71.27
14,C088,냉동밥 취반#1,2025-02-22,2BA03064,CJ해물볶음밥(재),W003,71.345,103.245,139.891,24.431,208.397,81.64
