No_Die,lithography_Chamber,Process 2-1,Line_CD,UV_type,Wavelength,Resolution,Energy_Exposure,Lot_Num,Wafer_Num,Datetime
NOLSM3967603986,3,photo_li,57.084271,H,405,508.630468,108.458467,24,18,20-02-2026
NOLSM07365699052,1,photo_li,49.60109,H,405,514.813123,108.948106,24,19,20-02-2026
NOLSM309712613,3,photo_li,55.583039,H,405,511.382362,109.014532,24,20,20-02-2026
NOLSM62171962352,1,photo_li,48.712012,H,405,512.800363,109.044006,24,21,20-02-2026
NOLSM73015086,2,photo_li,48.257854,H,405,513.206506,109.914561,24,22,20-02-2026
NOLSM28740199,3,photo_li,53.693689,H,405,505.880367,109.317038,24,23,20-02-2026
NOLSM97812201,1,photo_li,47.691069,H,405,509.251472,109.183077,24,24,20-02-2026
NOLSM465173137,2,photo_li,50.120018,H,405,512.236723,109.002245,24,25,20-02-2026
NOLSM87798680,3,photo_li,61.315372,H,405,519.6511,107.603435,24,26,20-02-2026
NOLSM31703815,1,photo_li,57.360161,H,405,518.162373,107.77744,24,27,20-02-2026
NOLSM35938774500,1,photo_li,23.08147,G,436,518.07406,111.278529,5,28,21-02-2026
NOLSM32488262,1,photo_li,54.321093,I,365,503.569857,109.515664,5,29,21-02-2026
NOLSM3154991911,1,photo_li,21.837429,I,365,576.864739,108.010138,5,30,21-02-2026
NOLSM28401675615,1,photo_li,44.623593,G,436,533.744899,107.574707,5,31,21-02-2026
NOLSM53312953202,1,photo_li,47.552267,H,405,518.323069,107.282779,5,32,21-02-2026
NOLSM33064046,1,photo_li,27.273132,I,365,520.537375,106.792531,5,33,21-02-2026
NOLSM478051740,1,photo_li,33.714854,I,365,500.368025,108.757617,5,34,21-02-2026
NOLSM941350865077,1,photo_li,54.903887,I,365,489.451292,107.208073,5,35,21-02-2026
NOLSM30879616329,1,photo_li,56.775303,H,405,498.378628,109.440221,5,36,21-02-2026
NOLSM95616911060,2,photo_li,40.563192,G,436,548.028749,108.606464,5,37,21-02-2026
NOLSM7051815380,2,photo_li,63.688935,I,365,507.978371,108.02105,5,38,21-02-2026
NOLSM92526891,2,photo_li,45.954379,I,365,495.765928,110.289754,5,39,21-02-2026
NOLSM25428729444,2,photo_li,32.520728,H,405,513.603656,104.704596,5,40,21-02-2026
NOLSM2784974313,2,photo_li,28.971501,G,436,528.099626,108.460695,5,41,21-02-2026
NOLSM668343342,2,photo_li,30.194438,I,365,505.253581,108.782524,5,42,21-02-2026
NOLSM60002878,2,photo_li,47.893191,H,405,513.9154,106.147854,5,43,21-02-2026
NOLSM698477247922,2,photo_li,53.5517,I,365,541.122634,107.661471,5,44,21-02-2026
NOLSM77194122472,2,photo_li,49.327971,I,365,502.292926,107.235982,5,45,21-02-2026
NOLSM999315334804,3,photo_li,56.018203,I,365,496.277621,108.235407,5,46,21-02-2026
NOLSM123092008333,3,photo_li,14.866536,H,405,523.198477,105.964821,5,47,21-02-2026
NOLSM8735150470,3,photo_li,45.576094,I,365,535.361472,108.125572,5,48,21-02-2026
NOLSM1267370234,3,photo_li,29.698538,H,405,582.730654,109.447319,5,49,21-02-2026
NOLSM816291827044,3,photo_li,23.307021,H,405,526.511501,105.324104,5,50,21-02-2026
NOLSM4751629833,3,photo_li,46.021075,G,436,492.708259,109.221202,5,51,21-02-2026
NOLSM99702765607,3,photo_li,41.056959,H,405,523.489581,106.604633,5,52,21-02-2026
NOLSM03140041896,3,photo_li,33.057057,I,365,514.097448,108.220926,5,53,21-02-2026
NOLSM67774661212,3,photo_li,30.721745,G,436,522.226405,106.165194,5,54,21-02-2026
NOLSM63769534,1,photo_li,57.482125,H,405,512.216029,108.100904,25,28,21-02-2026
NOLSM722484048,1,photo_li,68.905167,H,405,504.201372,106.513476,25,29,21-02-2026
NOLSM99421840,1,photo_li,64.663123,H,405,504.377483,106.678748,25,30,21-02-2026
NOLSM135729953,1,photo_li,67.364177,H,405,504.367781,106.713862,25,31,21-02-2026
NOLSM85119846,1,photo_li,71.762808,H,405,506.721732,105.499831,25,32,21-02-2026
NOLSM47368187,1,photo_li,62.730296,H,405,503.202567,106.95642,25,33,21-02-2026
NOLSM096446930,1,photo_li,57.93168,H,405,515.022008,108.073027,25,34,21-02-2026
NOLSM07349909,1,photo_li,58.553585,H,405,505.271696,108.18853,25,35,21-02-2026
NOLSM1581541810,1,photo_li,54.530626,H,405,514.507981,108.197445,25,36,21-02-2026
NOLSM88738109,2,photo_li,57.39748,H,405,505.475933,108.08345,25,37,21-02-2026
NOLSM1735384585,2,photo_li,58.065363,H,405,512.669921,108.276915,25,38,21-02-2026
NOLSM081139926,2,photo_li,50.020523,H,405,509.298082,108.834705,25,39,21-02-2026
NOLSM2862228767,2,photo_li,48.221312,H,405,514.808723,109.552987,25,40,21-02-2026
NOLSM84448415,2,photo_li,53.603628,H,405,506.326202,109.439481,25,41,21-02-2026
NOLSM6615802561,2,photo_li,50.945511,H,405,517.62225,108.774793,25,42,21-02-2026
NOLSM758888199,2,photo_li,52.435235,H,405,520.4486,108.742033,25,43,21-02-2026
NOLSM648096948637,2,photo_li,59.318134,H,405,521.516782,108.178653,25,44,21-02-2026
NOLSM89353057,2,photo_li,50.790076,H,405,511.667149,108.750351,25,45,21-02-2026
NOLSM279805971303,3,photo_li,53.988401,H,405,515.010334,108.533388,25,46,21-02-2026
NOLSM232566042,3,photo_li,57.743131,H,405,517.546176,109.548718,25,47,21-02-2026
NOLSM00197392718,3,photo_li,49.536173,H,405,506.290252,108.895012,25,48,21-02-2026
NOLSM80496348551,3,photo_li,50.573888,H,405,517.124964,108.989071,25,49,21-02-2026
NOLSM39266542,3,photo_li,56.464889,H,405,514.670339,108.957982,25,50,21-02-2026
NOLSM43214111176,3,photo_li,49.366415,H,405,512.325806,108.942867,25,51,21-02-2026
NOLSM20580039,3,photo_li,56.249924,H,405,513.762568,109.591183,25,52,21-02-2026
NOLSM85441263,3,photo_li,45.931639,H,405,509.744367,109.678594,25,53,21-02-2026
NOLSM50734912,3,photo_li,55.930791,H,405,513.154915,109.684288,25,54,21-02-2026
NOLSM72115138920,3,photo_li,23.141593,G,436,518.306792,111.276032,5,1,21-02-2026
NOLSM996883705,2,photo_li,54.42828,I,365,503.553901,109.525943,5,2,21-02-2026
NOLSM731373764,3,photo_li,21.796434,I,365,577.329716,108.006684,5,3,21-02-2026
NOLSM239440004,1,photo_li,44.618515,G,436,533.666163,107.589269,5,4,21-02-2026
NOLSM279791789,2,photo_li,47.530704,H,405,518.781488,107.280474,5,5,21-02-2026
NOLSM502422847,3,photo_li,27.255685,I,365,520.480351,106.805038,5,6,21-02-2026
NOLSM22141135575,1,photo_li,33.749743,I,365,500.423228,108.753764,5,7,21-02-2026
NOLSM46983905165,2,photo_li,54.98349,I,365,489.511095,107.218908,5,8,21-02-2026
NOLSM55382097,3,photo_li,56.639003,H,405,498.330341,109.431806,5,9,21-02-2026
NOLSM0815856840,1,photo_li,40.570723,G,436,548.192962,108.60077,5,10,21-02-2026
NOLSM96714766,2,photo_li,63.725433,I,365,508.326905,108.030518,5,11,21-02-2026
NOLSM19283093779,3,photo_li,45.927184,I,365,495.9499,110.299341,5,12,21-02-2026
NOLSM193670705,1,photo_li,32.489243,H,405,513.504642,104.700331,5,13,21-02-2026
NOLSM965905256588,2,photo_li,28.988662,G,436,528.081885,108.475351,5,14,21-02-2026
NOLSM923978792672,3,photo_li,30.03297,I,365,505.20007,108.779017,5,15,21-02-2026
NOLSM62066319,1,photo_li,47.972501,H,405,513.859213,106.168976,5,16,21-02-2026
NOLSM859801521563,2,photo_li,53.566509,I,365,541.02108,107.671359,5,17,21-02-2026
NOLSM982148057652,3,photo_li,49.188932,I,365,502.455012,107.246359,5,18,21-02-2026
NOLSM40898068,1,photo_li,56.059105,I,365,496.423369,108.23562,5,19,21-02-2026
NOLSM959024647,2,photo_li,14.963796,H,405,522.959268,105.980378,5,20,21-02-2026
NOLSM514609887846,3,photo_li,45.590223,I,365,535.428531,108.123739,5,21,21-02-2026
NOLSM68284876,1,photo_li,29.483841,H,405,582.606389,109.461108,5,22,21-02-2026
NOLSM516155893,2,photo_li,23.260555,H,405,526.737661,105.316513,5,23,21-02-2026
NOLSM14251983,3,photo_li,45.966122,G,436,492.696202,109.226435,5,24,21-02-2026
NOLSM736427538819,1,photo_li,41.088347,H,405,523.197081,106.608442,5,25,21-02-2026
NOLSM838979296113,2,photo_li,33.036783,I,365,514.159998,108.214749,5,26,21-02-2026
NOLSM631142202,3,photo_li,30.632936,G,436,522.176095,106.186592,5,27,21-02-2026
NOLSM55435490189,2,photo_li,57.358508,H,405,512.250536,108.087923,25,1,21-02-2026
NOLSM54100059668,3,photo_li,68.918582,H,405,504.4309,106.520403,25,2,21-02-2026
NOLSM8016193110,1,photo_li,64.726155,H,405,504.283246,106.677633,25,3,21-02-2026
NOLSM92095766,2,photo_li,67.277338,H,405,504.148378,106.715966,25,4,21-02-2026
NOLSM351442167,3,photo_li,71.833519,H,405,506.914137,105.505007,25,5,21-02-2026
NOLSM38392024148,1,photo_li,62.793189,H,405,503.289247,106.94912,25,6,21-02-2026
NOLSM524078487,2,photo_li,57.807527,H,405,515.122402,108.051665,25,7,21-02-2026
NOLSM472033933,3,photo_li,58.570297,H,405,505.183067,108.183417,25,8,21-02-2026
NOLSM08641999,1,photo_li,54.502919,H,405,514.457819,108.204786,25,9,21-02-2026
NOLSM33173816446,2,photo_li,57.547435,H,405,505.838227,108.081242,25,10,21-02-2026
NOLSM28241664783,3,photo_li,58.112833,H,405,512.783328,108.271592,25,11,21-02-2026
NOLSM1135510174,1,photo_li,50.109539,H,405,509.019117,108.825781,25,12,21-02-2026
NOLSM8675620006,2,photo_li,48.091553,H,405,514.488091,109.543117,25,13,21-02-2026
NOLSM509748217,3,photo_li,53.591134,H,405,506.107132,109.443763,25,14,21-02-2026
NOLSM4052751526,1,photo_li,50.99632,H,405,517.970057,108.767261,25,15,21-02-2026
NOLSM09363874,2,photo_li,52.560606,H,405,520.202981,108.752023,25,16,21-02-2026
NOLSM27670196,3,photo_li,59.332805,H,405,521.131545,108.186181,25,17,21-02-2026
NOLSM498046496045,1,photo_li,50.709698,H,405,511.638014,108.719087,25,18,21-02-2026
NOLSM47504673135,2,photo_li,53.9621,H,405,515.155222,108.535814,25,19,21-02-2026
NOLSM66432772,3,photo_li,57.661891,H,405,517.604918,109.543697,25,20,21-02-2026
NOLSM4799510619,1,photo_li,49.574511,H,405,506.141909,108.90251,25,21,21-02-2026
NOLSM356663995,2,photo_li,50.457687,H,405,516.905701,109.0026,25,22,21-02-2026
NOLSM7074731379,3,photo_li,56.437918,H,405,514.532976,108.96493,25,23,21-02-2026
NOLSM45333294,1,photo_li,49.48805,H,405,512.392268,108.951138,25,24,21-02-2026
NOLSM2815770070,3,photo_li,56.158292,H,405,513.946715,109.587915,25,25,21-02-2026
NOLSM282100925655,1,photo_li,45.890543,H,405,509.805634,109.66428,25,26,21-02-2026
NOLSM34039561,3,photo_li,56.012364,H,405,513.289118,109.677563,25,27,21-02-2026
NOLSM526837952,1,photo_li,51.079509,I,365,536.929882,107.569862,6,28,22-02-2026
NOLSM223147682379,1,photo_li,59.562835,H,405,495.101662,107.42716,6,29,22-02-2026
NOLSM2019976372,1,photo_li,37.300774,I,365,492.35802,106.905304,6,30,22-02-2026
NOLSM35537812,1,photo_li,35.888598,I,365,549.599713,108.783533,6,31,22-02-2026
NOLSM70069664685,1,photo_li,40.576504,G,436,507.781023,104.69577,6,32,22-02-2026
NOLSM6542255421,1,photo_li,48.033256,G,436,517.547931,107.629697,6,33,22-02-2026
NOLSM39182049250,1,photo_li,57.051277,G,436,521.759062,108.062095,6,34,22-02-2026
NOLSM300979392,1,photo_li,39.192022,I,365,522.145009,107.030447,6,35,22-02-2026
NOLSM9850702837,1,photo_li,45.805385,G,436,483.247472,108.2655,6,36,22-02-2026
NOLSM75854732,2,photo_li,51.1895,H,405,529.874593,110.152131,6,37,22-02-2026
NOLSM83605764310,2,photo_li,46.831148,G,436,528.828354,104.864174,6,38,22-02-2026
NOLSM048615967821,2,photo_li,50.731183,H,405,454.51503,107.678876,6,39,22-02-2026
NOLSM94808941,2,photo_li,6.260693,H,405,490.545888,109.472634,6,40,22-02-2026
NOLSM66970107,2,photo_li,53.807239,G,436,528.752133,110.415076,6,41,22-02-2026
NOLSM72918481506,2,photo_li,45.712747,I,365,509.820211,108.945161,6,42,22-02-2026
NOLSM68006917369,2,photo_li,37.316492,G,436,509.424193,107.567264,6,43,22-02-2026
NOLSM750813877,2,photo_li,47.240341,H,405,516.859824,109.059302,6,44,22-02-2026
NOLSM09322082302,2,photo_li,33.868423,G,436,537.733104,109.311124,6,45,22-02-2026
NOLSM39697705,3,photo_li,31.388485,G,436,528.585451,107.569722,6,46,22-02-2026
NOLSM978740899,3,photo_li,33.782946,G,436,524.398606,109.634356,6,47,22-02-2026
NOLSM946637983,3,photo_li,33.159126,H,405,554.171184,106.548999,6,48,22-02-2026
NOLSM931003886,3,photo_li,47.600264,H,405,505.074009,107.384386,6,49,22-02-2026
NOLSM502094325583,3,photo_li,56.577667,G,436,511.845753,108.449795,6,50,22-02-2026
NOLSM37719717,3,photo_li,68.188925,G,436,501.003203,107.182129,6,51,22-02-2026
NOLSM265243500778,3,photo_li,43.370679,H,405,542.7088,108.581133,6,52,22-02-2026
NOLSM714785383540,3,photo_li,26.288637,H,405,526.794576,109.344607,6,53,22-02-2026
NOLSM92769076193,3,photo_li,55.900418,H,405,518.103069,107.298625,6,54,22-02-2026
NOLSM870074031,1,photo_li,46.589973,H,405,513.167372,109.711063,26,28,22-02-2026
NOLSM895800310570,1,photo_li,55.309077,H,405,508.363826,110.234702,26,29,22-02-2026
NOLSM9950750808,1,photo_li,51.231103,H,405,518.003535,110.241246,26,30,22-02-2026
NOLSM7761244104,1,photo_li,48.490037,H,405,508.724623,110.233648,26,31,22-02-2026
NOLSM275113587713,1,photo_li,57.266662,H,405,511.816865,110.377591,26,32,22-02-2026
NOLSM95776455226,1,photo_li,54.182682,H,405,513.658093,110.849973,26,33,22-02-2026
NOLSM553460954503,1,photo_li,56.287431,H,405,512.888693,110.865205,26,34,22-02-2026
NOLSM97715660365,1,photo_li,58.783926,H,405,512.235764,110.76461,26,35,22-02-2026
NOLSM299047248784,1,photo_li,52.578694,H,405,508.90164,110.86474,26,36,22-02-2026
NOLSM283017154870,2,photo_li,52.755806,H,405,506.521717,110.821184,26,37,22-02-2026
NOLSM4761645748,2,photo_li,57.263519,H,405,508.854427,110.704682,26,38,22-02-2026
NOLSM40004815,2,photo_li,54.202715,H,405,514.962407,110.77931,26,39,22-02-2026
NOLSM662521433370,2,photo_li,56.366226,H,405,515.321791,110.745989,26,40,22-02-2026
NOLSM8204397894,2,photo_li,57.339558,H,405,509.72594,110.668302,26,41,22-02-2026
NOLSM32514744,2,photo_li,49.959783,H,405,508.186374,110.562235,26,42,22-02-2026
NOLSM4398103928,2,photo_li,50.951554,H,405,509.894473,110.471739,26,43,22-02-2026
NOLSM2961758737,2,photo_li,59.015606,H,405,516.379228,110.435158,26,44,22-02-2026
NOLSM49654149655,2,photo_li,50.435995,H,405,514.284163,110.362019,26,45,22-02-2026
NOLSM803603597686,3,photo_li,60.94769,H,405,514.026811,111.458959,26,46,22-02-2026
NOLSM9328798991,3,photo_li,52.700054,H,405,499.471329,110.577117,26,47,22-02-2026
NOLSM463370581499,3,photo_li,48.822981,H,405,507.562581,110.441318,26,48,22-02-2026
NOLSM38781949,3,photo_li,46.72952,H,405,503.295146,110.302335,26,49,22-02-2026
NOLSM43751746,3,photo_li,52.980441,H,405,503.183118,110.205275,26,50,22-02-2026
NOLSM81983542630,3,photo_li,47.164268,H,405,512.631479,109.979527,26,51,22-02-2026
NOLSM5183682224,3,photo_li,46.0971,H,405,505.674311,109.974429,26,52,22-02-2026
NOLSM529806842,3,photo_li,53.802223,H,405,505.558815,109.22192,26,53,22-02-2026
NOLSM937242506552,3,photo_li,46.358153,H,405,507.265843,109.40625,26,54,22-02-2026
NOLSM06353781,1,photo_li,51.132084,I,365,536.640353,107.579222,6,1,22-02-2026
NOLSM06123891,2,photo_li,59.603114,H,405,495.189143,107.425412,6,2,22-02-2026
NOLSM107742018,3,photo_li,37.530678,I,365,492.362937,106.902814,6,3,22-02-2026
NOLSM324795937,1,photo_li,35.827436,I,365,549.461916,108.787636,6,4,22-02-2026
NOLSM41939927765,2,photo_li,40.518486,G,436,507.458398,104.705792,6,5,22-02-2026
NOLSM33501193,3,photo_li,47.951456,G,436,517.6689,107.621441,6,6,22-02-2026
NOLSM174788391149,1,photo_li,57.049445,G,436,521.485094,108.075031,6,7,22-02-2026
NOLSM58636148837,2,photo_li,39.297182,I,365,522.133084,107.04857,6,8,22-02-2026
NOLSM253230978548,3,photo_li,45.916979,G,436,483.387496,108.271997,6,9,22-02-2026
NOLSM06083230566,1,photo_li,51.267372,H,405,530.09409,110.145178,6,10,22-02-2026
NOLSM994597852533,2,photo_li,46.709738,G,436,528.836585,104.879487,6,11,22-02-2026
NOLSM6577231067,3,photo_li,50.720932,H,405,454.378814,107.687473,6,12,22-02-2026
NOLSM75673756967,1,photo_li,6.193871,H,405,490.426649,109.466927,6,13,22-02-2026
NOLSM4170143136,2,photo_li,53.746276,G,436,529.037283,110.409192,6,14,22-02-2026
NOLSM311095538329,3,photo_li,45.683309,I,365,509.951717,108.949755,6,15,22-02-2026
NOLSM01060055,1,photo_li,37.333917,G,436,509.263103,107.560046,6,16,22-02-2026
NOLSM4372004221,2,photo_li,47.178048,H,405,516.61278,109.056616,6,17,22-02-2026
NOLSM56107938,3,photo_li,33.895053,G,436,538.22883,109.287626,6,18,22-02-2026
NOLSM83924593064,1,photo_li,31.430503,G,436,529.015944,107.552916,6,19,22-02-2026
NOLSM879689128,2,photo_li,33.745246,G,436,524.415666,109.629733,6,20,22-02-2026
NOLSM549441568,3,photo_li,33.1809,H,405,554.145935,106.550469,6,21,22-02-2026
NOLSM485633041443,2,photo_li,47.640692,H,405,505.209195,107.392656,6,22,22-02-2026
NOLSM984504858318,3,photo_li,56.560342,G,436,511.876022,108.453478,6,23,22-02-2026
NOLSM10142531657,1,photo_li,68.065116,G,436,500.585844,107.193575,6,24,22-02-2026
NOLSM942344583665,2,photo_li,43.352409,H,405,542.660884,108.589792,6,25,22-02-2026
NOLSM85212024,3,photo_li,26.325766,H,405,526.677248,109.353207,6,26,22-02-2026
NOLSM90429697497,1,photo_li,55.860955,H,405,517.813742,107.287882,6,27,22-02-2026
NOLSM950747295003,1,photo_li,46.605385,H,405,513.215102,109.704337,26,1,22-02-2026
NOLSM95249392839,3,photo_li,55.300921,H,405,508.16673,110.242517,26,2,22-02-2026
NOLSM642585302219,1,photo_li,51.175145,H,405,517.907095,110.247854,26,3,22-02-2026
NOLSM772348456,2,photo_li,48.515755,H,405,508.85593,110.241629,26,4,22-02-2026
NOLSM1353421029,3,photo_li,57.185396,H,405,512.147346,110.371933,26,5,22-02-2026
NOLSM07434671,1,photo_li,54.171606,H,405,513.327868,110.858978,26,6,22-02-2026
NOLSM73243482118,2,photo_li,56.32918,H,405,512.914119,110.860232,26,7,22-02-2026
NOLSM359528301,3,photo_li,58.890197,H,405,512.348102,110.770214,26,8,22-02-2026
NOLSM768019360411,1,photo_li,52.466736,H,405,508.89864,110.861233,26,9,22-02-2026
NOLSM894795098,2,photo_li,52.671707,H,405,506.360039,110.830475,26,10,22-02-2026
NOLSM1711376195,3,photo_li,57.256624,H,405,508.800064,110.697808,26,11,22-02-2026
NOLSM3907759628,1,photo_li,54.311934,H,405,514.972109,110.777834,26,12,22-02-2026
NOLSM13131757081,2,photo_li,56.342192,H,405,515.345578,110.736736,26,13,22-02-2026
NOLSM10390717906,3,photo_li,57.368701,H,405,509.73253,110.6722,26,14,22-02-2026
NOLSM254838958205,1,photo_li,49.979879,H,405,508.124931,110.585099,26,15,22-02-2026
NOLSM93304821196,2,photo_li,50.92308,H,405,509.754371,110.487401,26,16,22-02-2026
NOLSM065449245,3,photo_li,59.03533,H,405,516.117478,110.443145,26,17,22-02-2026
NOLSM6699743617,1,photo_li,50.548198,H,405,514.302671,110.351453,26,18,22-02-2026
NOLSM90104083928,2,photo_li,60.98035,H,405,513.799659,111.468754,26,19,22-02-2026
NOLSM01305605261,3,photo_li,52.702734,H,405,499.55962,110.599853,26,20,22-02-2026
NOLSM372764399,1,photo_li,48.8458,H,405,507.840864,110.441895,26,21,22-02-2026
NOLSM834111918,2,photo_li,46.738361,H,405,503.225472,110.296623,26,22,22-02-2026
NOLSM453122977597,3,photo_li,52.884391,H,405,503.226101,110.20514,26,23,22-02-2026
NOLSM6488450303,1,photo_li,47.186457,H,405,512.549367,109.973495,26,24,22-02-2026
NOLSM09358115952,2,photo_li,46.13017,H,405,505.609497,109.966781,26,25,22-02-2026
NOLSM233639559,3,photo_li,53.680613,H,405,505.606039,109.214037,26,26,22-02-2026
NOLSM8949895589,1,photo_li,46.566383,H,405,507.161108,109.399346,26,27,22-02-2026
NOLSM422115777961,1,photo_li,36.780698,H,405,517.954761,105.318965,7,28,23-02-2026
NOLSM196358493,1,photo_li,51.179907,I,365,483.762602,106.951487,7,29,23-02-2026
NOLSM6664971305,1,photo_li,41.152048,G,436,516.83837,106.852523,7,30,23-02-2026
NOLSM0402798286,1,photo_li,35.827432,H,405,489.851919,105.895641,7,31,23-02-2026
NOLSM497160653285,1,photo_li,42.042364,H,405,523.877881,105.725897,7,32,23-02-2026
NOLSM046318587011,1,photo_li,35.495006,H,405,490.92072,109.572823,7,33,23-02-2026
NOLSM136607379862,1,photo_li,32.378037,I,365,546.956783,109.477615,7,34,23-02-2026
NOLSM24668020596,1,photo_li,56.598788,H,405,542.122035,107.62216,7,35,23-02-2026
NOLSM842660526,1,photo_li,42.65019,I,365,483.124184,111.117169,7,36,23-02-2026
NOLSM396674303906,2,photo_li,46.760363,H,405,529.614729,107.440923,7,37,23-02-2026
NOLSM185507736,2,photo_li,33.571264,H,405,500.243471,107.782785,7,38,23-02-2026
NOLSM04769320,2,photo_li,39.553022,I,365,504.486282,108.512767,7,39,23-02-2026
NOLSM1403780254,2,photo_li,36.028471,I,365,481.610422,106.235058,7,40,23-02-2026
NOLSM01165500395,2,photo_li,44.636639,H,405,533.15935,107.513205,7,41,23-02-2026
NOLSM5431656200,2,photo_li,42.367011,G,436,513.900354,106.954748,7,42,23-02-2026
NOLSM36636785391,2,photo_li,58.47347,H,405,489.911241,107.930472,7,43,23-02-2026
NOLSM65331045,2,photo_li,40.869506,I,365,512.209712,109.637952,7,44,23-02-2026
NOLSM804483225,2,photo_li,12.561359,G,436,508.14135,103.405276,7,45,23-02-2026
NOLSM0006482562,3,photo_li,39.644757,I,365,498.190288,107.097444,7,46,23-02-2026
NOLSM16938679,3,photo_li,39.874772,H,405,486.742307,108.220854,7,47,23-02-2026
NOLSM5331980069,3,photo_li,48.450855,G,436,478.905265,108.072883,7,48,23-02-2026
NOLSM74532174955,3,photo_li,60.997561,I,365,524.939581,108.853885,7,49,23-02-2026
NOLSM86976381417,3,photo_li,46.900228,I,365,504.715492,108.158292,7,50,23-02-2026
NOLSM24852589,3,photo_li,41.63652,I,365,548.741016,107.640249,7,51,23-02-2026
NOLSM30280117563,3,photo_li,38.552923,H,405,512.544403,107.740703,7,52,23-02-2026
NOLSM3353007189,3,photo_li,34.28426,I,365,539.603755,106.872422,7,53,23-02-2026
NOLSM97836320,3,photo_li,42.03827,I,365,494.240738,109.123607,7,54,23-02-2026
NOLSM657255101,1,photo_li,,H,405,,,27,28,23-02-2026
NOLSM52960796,1,photo_li,50.740012,H,405,495.95266,109.602943,27,29,23-02-2026
NOLSM3634049932,1,photo_li,45.799737,H,405,501.43918,110.282002,27,30,23-02-2026
NOLSM80949144903,1,photo_li,46.532259,H,405,508.314589,109.768587,27,31,23-02-2026
NOLSM91391101,1,photo_li,58.651255,H,405,508.09818,108.153462,27,32,23-02-2026
NOLSM3006469807,1,photo_li,53.894367,H,405,511.053636,108.270049,27,33,23-02-2026
NOLSM381875420,1,photo_li,58.559106,H,405,506.473904,107.950017,27,34,23-02-2026
NOLSM470906790,1,photo_li,62.894391,H,405,523.420414,107.295605,27,35,23-02-2026
NOLSM66770382,1,photo_li,60.619889,H,405,516.503407,107.30574,27,36,23-02-2026
NOLSM02225866083,2,photo_li,64.882584,H,405,521.60559,107.240489,27,37,23-02-2026
NOLSM707846910580,2,photo_li,62.840606,H,405,521.820972,107.288685,27,38,23-02-2026
NOLSM039581463,2,photo_li,60.751059,H,405,521.510509,107.34254,27,39,23-02-2026
NOLSM553380488816,2,photo_li,54.309963,H,405,509.464978,108.451979,27,40,23-02-2026
NOLSM701089437,2,photo_li,58.801319,H,405,519.998147,108.324284,27,41,23-02-2026
NOLSM7253764243,2,photo_li,58.0377,H,405,520.71405,107.720377,27,42,23-02-2026
NOLSM4994185023,2,photo_li,60.929885,H,405,521.485026,107.67863,27,43,23-02-2026
NOLSM919315980,2,photo_li,62.881162,H,405,507.895182,106.96021,27,44,23-02-2026
NOLSM865682709580,2,photo_li,55.182332,H,405,509.317754,108.365139,27,45,23-02-2026
NOLSM795527037580,3,photo_li,57.692775,H,405,515.841941,107.701798,27,46,23-02-2026
NOLSM038385493,3,photo_li,60.35482,H,405,520.027802,107.785606,27,47,23-02-2026
NOLSM917209676379,3,photo_li,53.167369,H,405,508.762037,108.364091,27,48,23-02-2026
NOLSM47197446325,3,photo_li,60.474507,H,405,520.569023,107.769037,27,49,23-02-2026
NOLSM956322215057,3,photo_li,60.848605,H,405,470.157866,107.705217,27,50,23-02-2026
NOLSM628750175,3,photo_li,56.853964,H,405,473.237144,107.787623,27,51,23-02-2026
NOLSM87194206,3,photo_li,60.889633,H,405,479.537156,107.728212,27,52,23-02-2026
NOLSM62523010,3,photo_li,60.84289,H,405,472.206281,107.68703,27,53,23-02-2026
NOLSM135798963,3,photo_li,54.211857,H,405,473.465393,108.212099,27,54,23-02-2026
NOLSM95073771,2,photo_li,36.903748,H,405,517.961627,105.320811,7,1,23-02-2026
NOLSM932898149968,3,photo_li,51.255961,I,365,484.104751,106.94946,7,2,23-02-2026
NOLSM320083735,1,photo_li,41.066699,G,436,516.697224,106.863145,7,3,23-02-2026
NOLSM10750421219,2,photo_li,35.723875,H,405,489.766321,105.898232,7,4,23-02-2026
NOLSM022327390,3,photo_li,41.915377,H,405,523.527082,105.724314,7,5,23-02-2026
NOLSM658517845,1,photo_li,35.590459,H,405,490.782563,109.577233,7,6,23-02-2026
NOLSM14404028385,2,photo_li,32.434942,I,365,546.884483,109.498669,7,7,23-02-2026
NOLSM22393723,3,photo_li,56.472417,H,405,541.986565,107.628643,7,8,23-02-2026
NOLSM26509052812,1,photo_li,42.701061,I,365,483.236368,111.111669,7,9,23-02-2026
NOLSM50165091,2,photo_li,46.77702,H,405,529.480922,107.434988,7,10,23-02-2026
NOLSM55819988988,1,photo_li,33.695102,H,405,500.178239,107.784282,7,11,23-02-2026
NOLSM9898233364,2,photo_li,39.522382,I,365,504.733288,108.518163,7,12,23-02-2026
NOLSM34881185,3,photo_li,36.206094,I,365,481.745406,106.231222,7,13,23-02-2026
NOLSM932373770825,1,photo_li,44.5566,H,405,533.182442,107.518014,7,14,23-02-2026
NOLSM8064260568,3,photo_li,42.270467,G,436,513.753184,106.970563,7,15,23-02-2026
NOLSM64606931,1,photo_li,58.505431,H,405,490.037263,107.933314,7,16,23-02-2026
NOLSM6749973907,3,photo_li,40.794573,I,365,512.329673,109.644525,7,17,23-02-2026
NOLSM43692191695,1,photo_li,12.736602,G,436,507.897744,103.401837,7,18,23-02-2026
NOLSM757537354,2,photo_li,39.473298,I,365,498.065181,107.111146,7,19,23-02-2026
