기준일자,User_ID,기관번호,연체등록일자,연체금액,기관,연체분류,연체사항,세부사항
202404,Y1244683986338860401,X5628030919899306306,202309,13000,기타,신용도판단,지금보증대지급,신용보증대지급
202404,Y1244683986338860401,Y2246701422231143836,202104,70,신용카드사,신용도판단,대출연체,신용카드대금연체
202404,Y1244683986338860401,Y2246701422231143836,202305,9800,신용카드사,신용도판단,대출연체,카드대출연체
202405,Y1244683986338860401,X5628030919899306306,202309,13000,기타,신용도판단,지금보증대지급,신용보증대지급
202405,Y1244683986338860401,Y2246701422231143836,202305,9800,신용카드사,신용도판단,대출연체,카드대출연체
202405,Y1244683986338860401,Y2246701422231143836,202104,70,신용카드사,신용도판단,대출연체,신용카드대금연체
202406,Y1244683986338860401,X5628030919899306306,202309,13000,기타,신용도판단,지금보증대지급,신용보증대지급
202406,Y1244683986338860401,Y2246701422231143836,202305,9800,신용카드사,신용도판단,대출연체,카드대출연체
202406,Y1244683986338860401,Y2246701422231143836,202104,70,신용카드사,신용도판단,대출연체,신용카드대금연체
202407,Y1244683986338860401,X5628030919899306306,202309,13000,기타,신용도판단,지금보증대지급,신용보증대지급
202407,Y1244683986338860401,Y2246701422231143836,202305,9800,신용카드사,신용도판단,대출연체,카드대출연체
202407,Y1244683986338860401,Y2246701422231143836,202104,70,신용카드사,신용도판단,대출연체,신용카드대금연체
202407,Y1244683986338860401,Y7272061191683087497,202407,7300,은행,신용도판단,대출연체,원금이자연체
202408,Y1244683986338860401,X5628030919899306306,202309,13000,기타,신용도판단,지금보증대지급,신용보증대지급
202408,Y1244683986338860401,Y2246701422231143836,202305,9800,신용카드사,신용도판단,대출연체,카드대출연체
202408,Y1244683986338860401,Y2246701422231143836,202104,70,신용카드사,신용도판단,대출연체,신용카드대금연체
202408,Y1244683986338860401,Y7272061191683087497,202407,7300,은행,신용도판단,대출연체,원금이자연체
202409,Y1244683986338860401,X5628030919899306306,202309,13000,기타,신용도판단,지금보증대지급,신용보증대지급
202409,Y1244683986338860401,Y2246701422231143836,202104,70,신용카드사,신용도판단,대출연체,신용카드대금연체
202409,Y1244683986338860401,Y2246701422231143836,202305,9800,신용카드사,신용도판단,대출연체,카드대출연체
202409,Y1244683986338860401,Y7272061191683087497,202407,7300,은행,신용도판단,대출연체,원금이자연체
202410,Y1244683986338860401,X5628030919899306306,202309,13000,기타,신용도판단,지금보증대지급,신용보증대지급
202410,Y1244683986338860401,Y2246701422231143836,202305,9800,신용카드사,신용도판단,대출연체,카드대출연체
202410,Y1244683986338860401,Y2246701422231143836,202104,70,신용카드사,신용도판단,대출연체,신용카드대금연체
202410,Y1244683986338860401,Y7272061191683087497,202407,7300,은행,신용도판단,대출연체,원금이자연체
202411,Y1244683986338860401,X5628030919899306306,202309,13000,기타,신용도판단,지금보증대지급,신용보증대지급
202411,Y1244683986338860401,Y2246701422231143836,202104,70,신용카드사,신용도판단,대출연체,신용카드대금연체
202411,Y1244683986338860401,Y2246701422231143836,202305,9800,신용카드사,신용도판단,대출연체,카드대출연체
202411,Y1244683986338860401,Y7272061191683087497,202407,7300,은행,신용도판단,대출연체,원금이자연체
202412,Y1244683986338860401,X5628030919899306306,202309,13000,기타,신용도판단,지금보증대지급,신용보증대지급
202412,Y1244683986338860401,Y2246701422231143836,202305,9800,신용카드사,신용도판단,대출연체,카드대출연체
202412,Y1244683986338860401,Y2246701422231143836,202104,70,신용카드사,신용도판단,대출연체,신용카드대금연체
202412,Y1244683986338860401,Y7272061191683087497,202407,7300,은행,신용도판단,대출연체,원금이자연체
202501,Y1244683986338860401,X5628030919899306306,202309,13000,기타,신용도판단,지금보증대지급,신용보증대지급
202501,Y1244683986338860401,Y2246701422231143836,202305,9800,신용카드사,신용도판단,대출연체,카드대출연체
202501,Y1244683986338860401,Y2246701422231143836,202104,70,신용카드사,신용도판단,대출연체,신용카드대금연체
202501,Y1244683986338860401,Y5138683241923363309,202501,3700,신용카드사,신용도판단,대출연체,신용카드대금연체
202501,Y1244683986338860401,Y7272061191683087497,202407,7300,은행,신용도판단,대출연체,원금이자연체
202502,Y1244683986338860401,X5628030919899306306,202309,13000,기타,신용도판단,지금보증대지급,신용보증대지급
202502,Y1244683986338860401,Y2246701422231143836,202104,70,신용카드사,신용도판단,대출연체,신용카드대금연체
202502,Y1244683986338860401,Y2246701422231143836,202305,9800,신용카드사,신용도판단,대출연체,카드대출연체
202502,Y1244683986338860401,Y5138683241923363309,202501,3700,신용카드사,신용도판단,대출연체,신용카드대금연체
202502,Y1244683986338860401,Y7272061191683087497,202407,7300,은행,신용도판단,대출연체,원금이자연체
202503,Y1244683986338860401,X5628030919899306306,202309,13000,기타,신용도판단,지금보증대지급,신용보증대지급
202503,Y1244683986338860401,Y2246701422231143836,202104,70,신용카드사,신용도판단,대출연체,신용카드대금연체
202503,Y1244683986338860401,Y2246701422231143836,202305,9800,신용카드사,신용도판단,대출연체,카드대출연체
202503,Y1244683986338860401,Y5138683241923363309,202501,3700,신용카드사,신용도판단,대출연체,신용카드대금연체
202503,Y1244683986338860401,Y7272061191683087497,202407,7300,은행,신용도판단,대출연체,원금이자연체
202504,Y1244683986338860401,X5628030919899306306,202309,13000,기타,신용도판단,지금보증대지급,신용보증대지급
202504,Y1244683986338860401,Y2246701422231143836,202104,70,신용카드사,신용도판단,대출연체,신용카드대금연체
202504,Y1244683986338860401,Y2246701422231143836,202305,9800,신용카드사,신용도판단,대출연체,카드대출연체
202504,Y1244683986338860401,Y5138683241923363309,202501,3700,신용카드사,신용도판단,대출연체,신용카드대금연체
202504,Y1244683986338860401,Y7272061191683087497,202407,7300,은행,신용도판단,대출연체,원금이자연체
202505,Y1244683986338860401,X5628030919899306306,202309,13000,기타,신용도판단,지금보증대지급,신용보증대지급
202505,Y1244683986338860401,Y2246701422231143836,202305,9800,신용카드사,신용도판단,대출연체,카드대출연체
202505,Y1244683986338860401,Y2246701422231143836,202104,70,신용카드사,신용도판단,대출연체,신용카드대금연체
202505,Y1244683986338860401,Y7272061191683087497,202407,7300,은행,신용도판단,대출연체,원금이자연체
202506,Y1244683986338860401,X5628030919899306306,202309,13000,기타,신용도판단,지금보증대지급,신용보증대지급
202506,Y1244683986338860401,Y2246701422231143836,202305,9800,신용카드사,신용도판단,대출연체,카드대출연체
202506,Y1244683986338860401,Y2246701422231143836,202104,70,신용카드사,신용도판단,대출연체,신용카드대금연체
202506,Y1244683986338860401,Y7272061191683087497,202407,7300,은행,신용도판단,대출연체,원금이자연체
202507,Y1244683986338860401,Y2246701422231143836,202305,9800,신용카드사,신용도판단,대출연체,카드대출연체
202507,Y1244683986338860401,Y2246701422231143836,202104,70,신용카드사,신용도판단,대출연체,신용카드대금연체
202507,Y1244683986338860401,Y7272061191683087497,202407,7300,은행,신용도판단,대출연체,원금이자연체
202508,Y1244683986338860401,Y2246701422231143836,202305,9800,신용카드사,신용도판단,대출연체,카드대출연체
202508,Y1244683986338860401,Y2246701422231143836,202104,70,신용카드사,신용도판단,대출연체,신용카드대금연체
202508,Y1244683986338860401,Y7272061191683087497,202407,7300,은행,신용도판단,대출연체,원금이자연체
202509,Y1244683986338860401,Y2246701422231143836,202305,9800,신용카드사,신용도판단,대출연체,카드대출연체
202509,Y1244683986338860401,Y2246701422231143836,202104,70,신용카드사,신용도판단,대출연체,신용카드대금연체
202509,Y1244683986338860401,Y7272061191683087497,202407,7300,은행,신용도판단,대출연체,원금이자연체
202510,Y1244683986338860401,Y1072707597835196965,202510,30000,은행,신용도판단,대출연체,원금이자연체
202510,Y1244683986338860401,Y2246701422231143836,202104,70,신용카드사,신용도판단,대출연체,신용카드대금연체
202510,Y1244683986338860401,Y2246701422231143836,202305,9800,신용카드사,신용도판단,대출연체,카드대출연체
202510,Y1244683986338860401,Y7272061191683087497,202407,7300,은행,신용도판단,대출연체,원금이자연체
202511,Y1244683986338860401,Y1072707597835196965,202510,30000,은행,신용도판단,대출연체,원금이자연체
202511,Y1244683986338860401,Y2246701422231143836,202305,9800,신용카드사,신용도판단,대출연체,카드대출연체
202511,Y1244683986338860401,Y2246701422231143836,202104,70,신용카드사,신용도판단,대출연체,신용카드대금연체
202511,Y1244683986338860401,Y7272061191683087497,202407,7300,은행,신용도판단,대출연체,원금이자연체
202512,Y1244683986338860401,Y1072707597835196965,202510,30000,은행,신용도판단,대출연체,원금이자연체
202512,Y1244683986338860401,Y2246701422231143836,202305,9800,신용카드사,신용도판단,대출연체,카드대출연체
202512,Y1244683986338860401,Y2246701422231143836,202104,70,신용카드사,신용도판단,대출연체,신용카드대금연체
202512,Y1244683986338860401,Y7272061191683087497,202407,7300,은행,신용도판단,대출연체,원금이자연체
202402,Y1265166746119936458,Y7908326108571202674,202402,370,신용카드사,신용도판단,대출연체,카드대출연체
202403,Y1265166746119936458,Y7908326108571202674,202402,370,신용카드사,신용도판단,대출연체,카드대출연체
202404,Y1265166746119936458,Y7908326108571202674,202402,370,신용카드사,신용도판단,대출연체,카드대출연체
202405,Y1265166746119936458,X1321805297621079122,202405,4600,상호저축,신용도판단,대출연체,원금이자연체
202405,Y1265166746119936458,X6872490168761251815,202405,5100,상호저축,신용도판단,대출연체,원금이자연체
202405,Y1265166746119936458,Y7908326108571202674,202402,370,신용카드사,신용도판단,대출연체,카드대출연체
202406,Y1265166746119936458,X1321805297621079122,202405,4600,상호저축,신용도판단,대출연체,원금이자연체
202406,Y1265166746119936458,X6872490168761251815,202405,5100,상호저축,신용도판단,대출연체,원금이자연체
202406,Y1265166746119936458,Y7908326108571202674,202402,370,신용카드사,신용도판단,대출연체,카드대출연체
202407,Y1265166746119936458,X1321805297621079122,202405,4600,상호저축,신용도판단,대출연체,원금이자연체
202407,Y1265166746119936458,X6872490168761251815,202405,5100,상호저축,신용도판단,대출연체,원금이자연체
202407,Y1265166746119936458,Y7908326108571202674,202402,370,신용카드사,신용도판단,대출연체,카드대출연체
202408,Y1265166746119936458,X1321805297621079122,202405,4600,상호저축,신용도판단,대출연체,원금이자연체
202408,Y1265166746119936458,X6872490168761251815,202405,5100,상호저축,신용도판단,대출연체,원금이자연체
202408,Y1265166746119936458,Y7908326108571202674,202402,370,신용카드사,신용도판단,대출연체,카드대출연체
202409,Y1265166746119936458,X1321805297621079122,202405,4600,상호저축,신용도판단,대출연체,원금이자연체
202409,Y1265166746119936458,X6872490168761251815,202405,5100,상호저축,신용도판단,대출연체,원금이자연체
202409,Y1265166746119936458,Y7908326108571202674,202402,370,신용카드사,신용도판단,대출연체,카드대출연체
202410,Y1265166746119936458,X1321805297621079122,202405,4600,상호저축,신용도판단,대출연체,원금이자연체
202410,Y1265166746119936458,X6872490168761251815,202405,5100,상호저축,신용도판단,대출연체,원금이자연체
202411,Y1265166746119936458,X1321805297621079122,202405,4600,상호저축,신용도판단,대출연체,원금이자연체
202411,Y1265166746119936458,X6872490168761251815,202405,5100,상호저축,신용도판단,대출연체,원금이자연체
202412,Y1265166746119936458,X1321805297621079122,202405,4600,상호저축,신용도판단,대출연체,원금이자연체
202412,Y1265166746119936458,X6872490168761251815,202405,5100,상호저축,신용도판단,대출연체,원금이자연체
202501,Y1265166746119936458,X1321805297621079122,202405,4600,상호저축,신용도판단,대출연체,원금이자연체
202501,Y1265166746119936458,X6872490168761251815,202405,5100,상호저축,신용도판단,대출연체,원금이자연체
202502,Y1265166746119936458,X1321805297621079122,202405,4600,상호저축,신용도판단,대출연체,원금이자연체
202502,Y1265166746119936458,X6872490168761251815,202405,5100,상호저축,신용도판단,대출연체,원금이자연체
202503,Y1265166746119936458,X1321805297621079122,202405,4600,상호저축,신용도판단,대출연체,원금이자연체
202503,Y1265166746119936458,X6872490168761251815,202405,5100,상호저축,신용도판단,대출연체,원금이자연체
202504,Y1265166746119936458,X1321805297621079122,202405,4600,상호저축,신용도판단,대출연체,원금이자연체
202504,Y1265166746119936458,X6872490168761251815,202405,5100,상호저축,신용도판단,대출연체,원금이자연체
202505,Y1265166746119936458,X1321805297621079122,202405,4600,상호저축,신용도판단,대출연체,원금이자연체
202505,Y1265166746119936458,X6872490168761251815,202405,5100,상호저축,신용도판단,대출연체,원금이자연체
202506,Y1265166746119936458,X1321805297621079122,202405,4600,상호저축,신용도판단,대출연체,원금이자연체
202507,Y1265166746119936458,X1321805297621079122,202405,4600,상호저축,신용도판단,대출연체,원금이자연체
202508,Y1265166746119936458,X1321805297621079122,202405,4600,상호저축,신용도판단,대출연체,원금이자연체
202509,Y1265166746119936458,X1321805297621079122,202405,4600,상호저축,신용도판단,대출연체,원금이자연체
202510,Y1265166746119936458,X1321805297621079122,202405,4600,상호저축,신용도판단,대출연체,원금이자연체
202511,Y1265166746119936458,X1321805297621079122,202405,4600,상호저축,신용도판단,대출연체,원금이자연체
202512,Y1265166746119936458,X1321805297621079122,202405,4600,상호저축,신용도판단,대출연체,원금이자연체
202512,Y1265166746119936458,Y7908326108571202674,202512,1500,신용카드사,신용도판단,대출연체,카드대출연체
202312,Y1328074969990410767,Y1745199065317450863,201705,800,기타,신용도판단,대출연체,기타
202401,Y1328074969990410767,Y1745199065317450863,201705,800,기타,신용도판단,대출연체,기타
202402,Y1328074969990410767,Y1745199065317450863,201705,800,기타,신용도판단,대출연체,기타
202403,Y1328074969990410767,Y1745199065317450863,201705,800,기타,신용도판단,대출연체,기타
202404,Y1328074969990410767,Y1745199065317450863,201705,800,기타,신용도판단,대출연체,기타
202412,Y1347012527992815443,X8423783417334051584,202412,1000,상호저축,신용도판단,대출연체,원금이자연체
202501,Y1347012527992815443,X8423783417334051584,202412,1000,상호저축,신용도판단,대출연체,원금이자연체
202502,Y1347012527992815443,X8423783417334051584,202412,1000,상호저축,신용도판단,대출연체,원금이자연체
202503,Y1347012527992815443,X8423783417334051584,202412,1000,상호저축,신용도판단,대출연체,원금이자연체
202504,Y1347012527992815443,X7370183581337347624,202504,8600,은행,신용도판단,대출연체,원금이자연체
202504,Y1347012527992815443,X8423783417334051584,202412,1000,상호저축,신용도판단,대출연체,원금이자연체
202505,Y1347012527992815443,X7370183581337347624,202504,8600,은행,신용도판단,대출연체,원금이자연체
202505,Y1347012527992815443,X8423783417334051584,202412,1000,상호저축,신용도판단,대출연체,원금이자연체
202506,Y1347012527992815443,X7370183581337347624,202504,8600,은행,신용도판단,대출연체,원금이자연체
202506,Y1347012527992815443,X8423783417334051584,202412,1000,상호저축,신용도판단,대출연체,원금이자연체
202507,Y1347012527992815443,X7370183581337347624,202504,8600,은행,신용도판단,대출연체,원금이자연체
202508,Y1347012527992815443,X7370183581337347624,202504,8600,은행,신용도판단,대출연체,원금이자연체
202509,Y1347012527992815443,X7370183581337347624,202504,8600,은행,신용도판단,대출연체,원금이자연체
202510,Y1347012527992815443,X7370183581337347624,202504,8600,은행,신용도판단,대출연체,원금이자연체
202511,Y1347012527992815443,X7370183581337347624,202504,8600,은행,신용도판단,대출연체,원금이자연체
202512,Y1347012527992815443,X7370183581337347624,202504,8600,은행,신용도판단,대출연체,원금이자연체
202312,Y1511850893556782603,X4783396246593068097,202311,370,기타,신용도판단,지금보증대지급,지금보증대지급
202401,Y1511850893556782603,X4783396246593068097,202311,370,기타,신용도판단,지금보증대지급,지금보증대지급
202402,Y1511850893556782603,X4783396246593068097,202311,370,기타,신용도판단,지금보증대지급,지금보증대지급
202403,Y1511850893556782603,X4783396246593068097,202311,370,기타,신용도판단,지금보증대지급,지금보증대지급
202404,Y1511850893556782603,X4783396246593068097,202311,370,기타,신용도판단,지금보증대지급,지금보증대지급
202405,Y1511850893556782603,X4783396246593068097,202311,370,기타,신용도판단,지금보증대지급,지금보증대지급
202406,Y1511850893556782603,X4783396246593068097,202311,370,기타,신용도판단,지금보증대지급,지금보증대지급
202312,Y1518030714125788239,Y5430821394215855531,202212,3100,신용카드사,신용도판단,대출연체,신용카드대금연체
202401,Y1518030714125788239,Y5430821394215855531,202212,3100,신용카드사,신용도판단,대출연체,신용카드대금연체
202402,Y1518030714125788239,Y5430821394215855531,202212,3100,신용카드사,신용도판단,대출연체,신용카드대금연체
202403,Y1518030714125788239,Y5430821394215855531,202212,3100,신용카드사,신용도판단,대출연체,신용카드대금연체
202404,Y1518030714125788239,Y5430821394215855531,202212,3100,신용카드사,신용도판단,대출연체,신용카드대금연체
202405,Y1518030714125788239,Y5430821394215855531,202212,3100,신용카드사,신용도판단,대출연체,신용카드대금연체
202406,Y1518030714125788239,Y5430821394215855531,202212,3100,신용카드사,신용도판단,대출연체,신용카드대금연체
202407,Y1518030714125788239,Y5430821394215855531,202212,3100,신용카드사,신용도판단,대출연체,신용카드대금연체
202408,Y1518030714125788239,Y5430821394215855531,202212,3100,신용카드사,신용도판단,대출연체,신용카드대금연체
202409,Y1518030714125788239,Y5430821394215855531,202212,3100,신용카드사,신용도판단,대출연체,신용카드대금연체
202410,Y1518030714125788239,Y5430821394215855531,202212,3100,신용카드사,신용도판단,대출연체,신용카드대금연체
202411,Y1518030714125788239,Y5430821394215855531,202212,3100,신용카드사,신용도판단,대출연체,신용카드대금연체
202412,Y1518030714125788239,Y5430821394215855531,202212,3100,신용카드사,신용도판단,대출연체,신용카드대금연체
202501,Y1518030714125788239,Y5430821394215855531,202212,3100,신용카드사,신용도판단,대출연체,신용카드대금연체
202502,Y1518030714125788239,Y5430821394215855531,202212,3100,신용카드사,신용도판단,대출연체,신용카드대금연체
202503,Y1518030714125788239,Y5430821394215855531,202212,3100,신용카드사,신용도판단,대출연체,신용카드대금연체
202504,Y1518030714125788239,Y3610233303327264391,202504,4500,신용카드사,신용도판단,대출연체,신용카드대금연체
202504,Y1518030714125788239,Y5430821394215855531,202212,3100,신용카드사,신용도판단,대출연체,신용카드대금연체
202505,Y1518030714125788239,Y3610233303327264391,202504,4500,신용카드사,신용도판단,대출연체,신용카드대금연체
202505,Y1518030714125788239,Y3816074768635836469,202505,7200,기타,신용도판단,지금보증대지급,신용보증대지급
202505,Y1518030714125788239,Y5430821394215855531,202212,3100,신용카드사,신용도판단,대출연체,신용카드대금연체
202506,Y1518030714125788239,Y3610233303327264391,202504,4500,신용카드사,신용도판단,대출연체,신용카드대금연체
202506,Y1518030714125788239,Y3816074768635836469,202505,7200,기타,신용도판단,지금보증대지급,신용보증대지급
202506,Y1518030714125788239,Y5430821394215855531,202212,3100,신용카드사,신용도판단,대출연체,신용카드대금연체
202507,Y1518030714125788239,Y3610233303327264391,202504,4500,신용카드사,신용도판단,대출연체,신용카드대금연체
202507,Y1518030714125788239,Y3816074768635836469,202505,7200,기타,신용도판단,지금보증대지급,신용보증대지급
202507,Y1518030714125788239,Y5430821394215855531,202212,3100,신용카드사,신용도판단,대출연체,신용카드대금연체
202508,Y1518030714125788239,Y3610233303327264391,202504,4500,신용카드사,신용도판단,대출연체,신용카드대금연체
202508,Y1518030714125788239,Y3816074768635836469,202505,7200,기타,신용도판단,지금보증대지급,신용보증대지급
202509,Y1518030714125788239,Y3610233303327264391,202504,4500,신용카드사,신용도판단,대출연체,신용카드대금연체
202509,Y1518030714125788239,Y3816074768635836469,202505,7200,기타,신용도판단,지금보증대지급,신용보증대지급
202510,Y1518030714125788239,Y3610233303327264391,202504,4500,신용카드사,신용도판단,대출연체,신용카드대금연체
202510,Y1518030714125788239,Y3816074768635836469,202505,7200,기타,신용도판단,지금보증대지급,신용보증대지급
202511,Y1518030714125788239,Y3610233303327264391,202504,4500,신용카드사,신용도판단,대출연체,신용카드대금연체
202512,Y1518030714125788239,Y3610233303327264391,202504,4500,신용카드사,신용도판단,대출연체,신용카드대금연체
202511,Y1573616210974405727,X3993461279608118826,202511,1400,기타,신용도판단,지금보증대지급,지금보증대지급
202512,Y1573616210974405727,X3993461279608118826,202511,1400,기타,신용도판단,지금보증대지급,지금보증대지급
202405,Y1687579903382702003,Y7243859618222462717,202405,3100,상호저축,신용도판단,대출연체,원금이자연체
202406,Y1687579903382702003,Y7243859618222462717,202405,3100,상호저축,신용도판단,대출연체,원금이자연체
202407,Y1687579903382702003,Y1477929203769355042,202407,8600,기타,신용도판단,지금보증대지급,신용보증대지급
202407,Y1687579903382702003,Y7243859618222462717,202405,3100,상호저축,신용도판단,대출연체,원금이자연체
202408,Y1687579903382702003,Y1477929203769355042,202407,8600,기타,신용도판단,지금보증대지급,신용보증대지급
202408,Y1687579903382702003,Y7243859618222462717,202405,3100,상호저축,신용도판단,대출연체,원금이자연체
202409,Y1687579903382702003,Y1477929203769355042,202407,8600,기타,신용도판단,지금보증대지급,신용보증대지급
202409,Y1687579903382702003,Y7243859618222462717,202405,3100,상호저축,신용도판단,대출연체,원금이자연체
202410,Y1687579903382702003,Y1477929203769355042,202407,8600,기타,신용도판단,지금보증대지급,신용보증대지급
202410,Y1687579903382702003,Y7243859618222462717,202405,3100,상호저축,신용도판단,대출연체,원금이자연체
202411,Y1687579903382702003,Y7243859618222462717,202405,3100,상호저축,신용도판단,대출연체,원금이자연체
202412,Y1687579903382702003,Y7243859618222462717,202405,3100,상호저축,신용도판단,대출연체,원금이자연체
202312,Y1741847179480451316,X4402353720181708917,202112,920,상호저축,신용도판단,대출연체,원금이자연체
202312,Y1741847179480451316,X6880274921159903254,202111,670,기타,신용도판단,대출연체,기타
202401,Y1741847179480451316,X4402353720181708917,202112,920,상호저축,신용도판단,대출연체,원금이자연체
202401,Y1741847179480451316,X6880274921159903254,202111,670,기타,신용도판단,대출연체,기타
202402,Y1741847179480451316,X4402353720181708917,202112,920,상호저축,신용도판단,대출연체,원금이자연체
202402,Y1741847179480451316,X6880274921159903254,202111,670,기타,신용도판단,대출연체,기타
202403,Y1741847179480451316,X4402353720181708917,202112,920,상호저축,신용도판단,대출연체,원금이자연체
202403,Y1741847179480451316,X6880274921159903254,202111,670,기타,신용도판단,대출연체,기타
202404,Y1741847179480451316,X4402353720181708917,202112,920,상호저축,신용도판단,대출연체,원금이자연체
202404,Y1741847179480451316,X6880274921159903254,202111,670,기타,신용도판단,대출연체,기타
202405,Y1741847179480451316,X4402353720181708917,202112,920,상호저축,신용도판단,대출연체,원금이자연체
202405,Y1741847179480451316,X6880274921159903254,202111,670,기타,신용도판단,대출연체,기타
202406,Y1741847179480451316,X4402353720181708917,202112,920,상호저축,신용도판단,대출연체,원금이자연체
202406,Y1741847179480451316,X6880274921159903254,202111,670,기타,신용도판단,대출연체,기타
202407,Y1741847179480451316,X4402353720181708917,202112,920,상호저축,신용도판단,대출연체,원금이자연체
202407,Y1741847179480451316,X6880274921159903254,202111,670,기타,신용도판단,대출연체,기타
202408,Y1741847179480451316,X4402353720181708917,202112,920,상호저축,신용도판단,대출연체,원금이자연체
202408,Y1741847179480451316,X6880274921159903254,202111,670,기타,신용도판단,대출연체,기타
202409,Y1741847179480451316,X4402353720181708917,202112,920,상호저축,신용도판단,대출연체,원금이자연체
202409,Y1741847179480451316,X6880274921159903254,202111,670,기타,신용도판단,대출연체,기타
202410,Y1741847179480451316,X4402353720181708917,202112,920,상호저축,신용도판단,대출연체,원금이자연체
202410,Y1741847179480451316,X6880274921159903254,202111,670,기타,신용도판단,대출연체,기타
202411,Y1741847179480451316,X4402353720181708917,202112,920,상호저축,신용도판단,대출연체,원금이자연체
202411,Y1741847179480451316,X6880274921159903254,202111,670,기타,신용도판단,대출연체,기타
202412,Y1741847179480451316,X4402353720181708917,202112,920,상호저축,신용도판단,대출연체,원금이자연체
202412,Y1741847179480451316,X6880274921159903254,202111,670,기타,신용도판단,대출연체,기타
202501,Y1741847179480451316,X4402353720181708917,202112,920,상호저축,신용도판단,대출연체,원금이자연체
202501,Y1741847179480451316,X6880274921159903254,202111,670,기타,신용도판단,대출연체,기타
202502,Y1741847179480451316,X4402353720181708917,202112,920,상호저축,신용도판단,대출연체,원금이자연체
202502,Y1741847179480451316,X6880274921159903254,202111,670,기타,신용도판단,대출연체,기타
202503,Y1741847179480451316,X4402353720181708917,202112,920,상호저축,신용도판단,대출연체,원금이자연체
202503,Y1741847179480451316,X6880274921159903254,202111,670,기타,신용도판단,대출연체,기타
202504,Y1741847179480451316,X6880274921159903254,202111,670,기타,신용도판단,대출연체,기타
202505,Y1741847179480451316,X6880274921159903254,202111,670,기타,신용도판단,대출연체,기타
202506,Y1741847179480451316,X6880274921159903254,202111,670,기타,신용도판단,대출연체,기타
202507,Y1741847179480451316,X6880274921159903254,202111,670,기타,신용도판단,대출연체,기타
202508,Y1741847179480451316,X6880274921159903254,202111,670,기타,신용도판단,대출연체,기타
202509,Y1741847179480451316,X6880274921159903254,202111,670,기타,신용도판단,대출연체,기타
202510,Y1741847179480451316,X6880274921159903254,202111,670,기타,신용도판단,대출연체,기타
202511,Y1741847179480451316,X6880274921159903254,202111,670,기타,신용도판단,대출연체,기타
202512,Y1741847179480451316,X6880274921159903254,202111,670,기타,신용도판단,대출연체,기타
202503,Y1755159136280402169,X7612037881789088525,202503,6900,기타,신용도판단,지금보증대지급,신용보증대지급
202504,Y1755159136280402169,X7612037881789088525,202503,6900,기타,신용도판단,지금보증대지급,신용보증대지급
202505,Y1755159136280402169,X7612037881789088525,202503,6900,기타,신용도판단,지금보증대지급,신용보증대지급
202312,Y1925530249934669390,X8268665071982174803,202209,1000,신용카드사,신용도판단,대출연체,카드대출연체
202401,Y1925530249934669390,X8268665071982174803,202209,1000,신용카드사,신용도판단,대출연체,카드대출연체
202402,Y1925530249934669390,X8268665071982174803,202209,1000,신용카드사,신용도판단,대출연체,카드대출연체
202403,Y1925530249934669390,X8268665071982174803,202209,1000,신용카드사,신용도판단,대출연체,카드대출연체
202507,Y1925530249934669390,X1529595560778690699,202507,4200,기타,신용도판단,지금보증대지급,지금보증대지급
202508,Y1925530249934669390,X1529595560778690699,202507,4200,기타,신용도판단,지금보증대지급,지금보증대지급
202509,Y1925530249934669390,X1529595560778690699,202507,4200,기타,신용도판단,지금보증대지급,지금보증대지급
202510,Y1925530249934669390,X1529595560778690699,202507,4200,기타,신용도판단,지금보증대지급,지금보증대지급
202312,Y1962805808437611258,Y0696518431043514218,202203,1300,신용카드사,신용도판단,대출연체,카드대출연체
202312,Y1962805808437611258,Y0696518431043514218,202111,15000,신용카드사,신용도판단,대출연체,카드대출연체
202401,Y1962805808437611258,Y0696518431043514218,202111,15000,신용카드사,신용도판단,대출연체,카드대출연체
202401,Y1962805808437611258,Y0696518431043514218,202203,1300,신용카드사,신용도판단,대출연체,카드대출연체
202402,Y1962805808437611258,Y0696518431043514218,202203,1300,신용카드사,신용도판단,대출연체,카드대출연체
202402,Y1962805808437611258,Y0696518431043514218,202111,15000,신용카드사,신용도판단,대출연체,카드대출연체
202403,Y1962805808437611258,Y0696518431043514218,202111,15000,신용카드사,신용도판단,대출연체,카드대출연체
202403,Y1962805808437611258,Y0696518431043514218,202203,1300,신용카드사,신용도판단,대출연체,카드대출연체
202404,Y1962805808437611258,Y0696518431043514218,202111,15000,신용카드사,신용도판단,대출연체,카드대출연체
202404,Y1962805808437611258,Y0696518431043514218,202203,1300,신용카드사,신용도판단,대출연체,카드대출연체
202405,Y1962805808437611258,Y0696518431043514218,202203,1300,신용카드사,신용도판단,대출연체,카드대출연체
202405,Y1962805808437611258,Y0696518431043514218,202111,15000,신용카드사,신용도판단,대출연체,카드대출연체
202406,Y1962805808437611258,Y0696518431043514218,202111,15000,신용카드사,신용도판단,대출연체,카드대출연체
202406,Y1962805808437611258,Y0696518431043514218,202203,1300,신용카드사,신용도판단,대출연체,카드대출연체
202407,Y1962805808437611258,Y0696518431043514218,202111,15000,신용카드사,신용도판단,대출연체,카드대출연체
202407,Y1962805808437611258,Y0696518431043514218,202203,1300,신용카드사,신용도판단,대출연체,카드대출연체
202408,Y1962805808437611258,Y0696518431043514218,202203,1300,신용카드사,신용도판단,대출연체,카드대출연체
202408,Y1962805808437611258,Y0696518431043514218,202111,15000,신용카드사,신용도판단,대출연체,카드대출연체
