No_Die,Ox_Chamber,process,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,Lot_Num,Wafer_Num,Datetime
NOLSM5497372644,1,Oxidation,dry,887.691782,O2,28.58021,0.213001,34,710.105809,21,40,17-02-2026
NOLSM40834022778,1,Oxidation,dry,878.490216,O2,34.51239,0.213009,33,710.033868,21,41,17-02-2026
NOLSM657299972,1,Oxidation,dry,887.968407,O2,34.931897,0.21304,32,709.939085,21,42,17-02-2026
NOLSM180991604883,1,Oxidation,dry,887.431185,O2,32.598174,0.214017,32,710.532456,21,43,17-02-2026
NOLSM183226141,1,Oxidation,dry,888.091436,O2,38.004727,0.213991,32,710.948678,21,44,17-02-2026
NOLSM2763122463,1,Oxidation,dry,872.463308,O2,22.094988,0.212009,32,709.068682,21,45,17-02-2026
NOLSM22073423,1,Oxidation,dry,873.873988,O2,22.139568,0.213996,31,710.17021,21,46,17-02-2026
NOLSM31951813,1,Oxidation,dry,889.473033,O2,22.123609,0.213022,32,709.956165,21,47,17-02-2026
NOLSM306072779942,1,Oxidation,dry,889.205467,O2,22.123008,0.212936,30,709.785707,21,48,17-02-2026
NOLSM8001951351,1,Oxidation,dry,873.680845,O2,22.132589,0.213023,28,709.959211,21,49,17-02-2026
NOLSM60899686068,1,Oxidation,dry,881.955464,O2,22.072283,0.213049,31,709.986995,21,50,17-02-2026
NOLSM734299126718,1,Oxidation,dry,873.022419,O2,22.009964,0.213038,30,709.967356,21,51,17-02-2026
NOLSM316167801165,1,Oxidation,dry,874.153077,O2,21.999162,0.213943,27,710.116245,21,52,17-02-2026
NOLSM8274494766,1,Oxidation,dry,887.097774,O2,22.15772,0.214045,27,710.838725,21,53,17-02-2026
NOLSM50540023096,1,Oxidation,dry,882.075455,O2,22.079686,0.214014,27,710.792908,21,54,17-02-2026
NOLSM387180520,1,Oxidation,wet,1140.27555,H2O,32.782546,0.200049,62,699.430739,1,1,17-02-2026
NOLSM29147728946,1,Oxidation,wet,1217.743033,H2O,31.797401,0.194044,137,696.778391,1,2,17-02-2026
NOLSM8692169730,1,Oxidation,dry,1063.912372,O2,39.564415,0.21705,128,705.504104,1,3,17-02-2026
NOLSM32553610,1,Oxidation,dry,1115.501468,O2,32.867044,0.201008,90,710.68125,1,4,17-02-2026
NOLSM5220120758,1,Oxidation,wet,990.424712,H2O,38.139311,0.204025,98,716.949919,1,5,17-02-2026
NOLSM33410847,1,Oxidation,wet,977.547006,H2O,40.00896,0.203962,132,698.707211,1,6,17-02-2026
NOLSM23353447874,1,Oxidation,dry,1135.045796,O2,35.641068,0.200045,74,709.744814,1,7,17-02-2026
NOLSM53140003435,1,Oxidation,wet,1094.862225,H2O,28.549208,0.198977,291,696.446435,1,8,17-02-2026
NOLSM454571659,2,Oxidation,dry,1042.077577,O2,34.550653,0.202931,61,712.990401,1,9,17-02-2026
NOLSM74329860,2,Oxidation,wet,1105.638903,H2O,34.943039,0.203961,117,725.833424,1,10,17-02-2026
NOLSM2513143333,2,Oxidation,dry,1077.524956,O2,32.587982,0.189031,87,689.030911,1,11,17-02-2026
NOLSM150912127290,2,Oxidation,wet,1113.138793,H2O,38.001095,0.217973,80,708.728091,1,12,17-02-2026
NOLSM7763495563,2,Oxidation,dry,1194.612417,O2,33.794142,0.202002,149,716.095089,1,13,17-02-2026
NOLSM850079962,2,Oxidation,dry,1098.7208,O2,29.037419,0.215989,149,703.547789,1,14,17-02-2026
NOLSM647407661229,2,Oxidation,dry,1014.051069,O2,49.923897,0.208987,101,721.115065,1,15,17-02-2026
NOLSM4868199015,2,Oxidation,dry,1102.724461,O2,32.434253,0.203028,112,703.699026,1,16,17-02-2026
NOLSM675528142,2,Oxidation,dry,1101.412191,O2,32.827368,0.205018,101,702.443452,1,17,17-02-2026
NOLSM15901940,3,Oxidation,wet,996.831399,H2O,36.732965,0.194092,148,707.108332,1,18,17-02-2026
NOLSM9344498845,3,Oxidation,wet,1016.967986,H2O,35.473014,0.203057,157,719.600047,1,19,17-02-2026
NOLSM65323275504,3,Oxidation,dry,1037.444922,O2,36.763003,0.204942,147,709.836962,1,20,17-02-2026
NOLSM1283946416,3,Oxidation,dry,998.9905,O2,25.551552,0.203075,56,715.606797,1,21,17-02-2026
NOLSM5811790740,3,Oxidation,dry,1079.933048,O2,42.390763,0.211952,84,698.931621,1,22,17-02-2026
NOLSM059110034,3,Oxidation,dry,1068.854628,O2,31.483258,0.212046,117,708.315634,1,23,17-02-2026
NOLSM57101953610,3,Oxidation,dry,1067.279429,O2,37.160458,0.204944,137,704.061293,1,24,17-02-2026
NOLSM485500312590,3,Oxidation,wet,1035.781692,H2O,35.29472,0.210009,125,715.265957,1,25,17-02-2026
NOLSM9135289364,3,Oxidation,dry,1103.102842,O2,39.09162,0.205987,204,696.985193,1,26,17-02-2026
NOLSM85181116,1,Oxidation,wet,955.274494,H2O,33.379161,0.217904,144,713.391237,1,27,17-02-2026
NOLSM3770031291,3,Oxidation,dry,871.921364,O2,22.123734,0.215942,223,712.796334,21,1,17-02-2026
NOLSM856504297,3,Oxidation,dry,872.358147,O2,22.216078,0.218979,226,716.08409,21,2,17-02-2026
NOLSM01107369,3,Oxidation,dry,872.721521,O2,22.180582,0.21899,226,715.185888,21,3,17-02-2026
NOLSM77928444,3,Oxidation,dry,872.110914,O2,22.13375,0.216985,224,713.572443,21,4,17-02-2026
NOLSM91018843,3,Oxidation,dry,872.39906,O2,22.10579,0.216038,223,712.741591,21,5,17-02-2026
NOLSM158793589938,3,Oxidation,dry,871.855528,O2,22.12039,0.217979,225,714.41773,21,6,17-02-2026
NOLSM72840744185,3,Oxidation,dry,871.260861,O2,22.094693,0.218986,226,715.381871,21,7,17-02-2026
NOLSM9261614998,3,Oxidation,dry,871.558667,O2,22.234177,0.216935,224,713.099774,21,8,17-02-2026
NOLSM852338334570,1,Oxidation,dry,871.598169,O2,22.234798,0.217942,225,714.315765,21,9,17-02-2026
NOLSM893780774916,1,Oxidation,dry,872.018636,O2,22.174332,0.213037,220,710.065164,21,10,17-02-2026
NOLSM4459702689,1,Oxidation,dry,871.227743,O2,22.090894,0.214006,221,710.564137,21,11,17-02-2026
NOLSM336446175,1,Oxidation,dry,871.871252,O2,22.151675,0.215005,222,711.616444,21,12,17-02-2026
NOLSM015585062752,1,Oxidation,dry,871.626845,O2,22.121748,0.212951,220,710.093936,21,13,17-02-2026
NOLSM7512563725,1,Oxidation,dry,870.89476,O2,22.091377,0.212994,220,710.116294,21,14,17-02-2026
NOLSM3450821633,1,Oxidation,dry,872.47713,O2,22.032,0.213033,220,709.9259,21,15,17-02-2026
NOLSM868029950,1,Oxidation,dry,870.662155,O2,22.030833,0.214047,221,710.550874,21,16,17-02-2026
NOLSM336460876915,2,Oxidation,dry,872.465756,O2,22.077953,0.214052,221,711.054838,21,17,17-02-2026
NOLSM27324892839,2,Oxidation,dry,872.537614,O2,22.106832,0.212046,219,709.018567,21,18,17-02-2026
NOLSM17322074434,2,Oxidation,dry,871.827389,O2,22.0633,0.214012,221,710.125245,21,19,17-02-2026
NOLSM48587215122,2,Oxidation,dry,871.207013,O2,22.135433,0.21293,220,709.963745,21,20,17-02-2026
NOLSM047864788812,2,Oxidation,dry,872.978641,O2,22.120727,0.213008,220,709.789217,21,21,17-02-2026
NOLSM428144409,2,Oxidation,dry,871.407288,O2,22.065471,0.212944,220,709.898778,21,22,17-02-2026
NOLSM180854445,2,Oxidation,dry,871.319946,O2,22.048757,0.213,220,709.892946,21,23,17-02-2026
NOLSM8134562288,2,Oxidation,dry,872.608285,O2,22.122532,0.212915,220,709.957991,21,24,17-02-2026
NOLSM334132530,3,Oxidation,dry,871.648705,O2,22.110703,0.213981,221,710.14996,21,25,17-02-2026
NOLSM7261460071,3,Oxidation,dry,870.496908,O2,22.106917,0.213989,221,710.765098,21,26,17-02-2026
NOLSM32415746458,3,Oxidation,dry,872.119838,O2,22.148003,0.214022,221,710.763936,21,27,17-02-2026
NOLSM90982923703,1,Oxidation,dry,1060.431296,O2,32.336287,0.20902,114,707.527337,2,28,18-02-2026
NOLSM26498723619,1,Oxidation,wet,1246.321122,H2O,37.526822,0.204001,106,707.182922,2,29,18-02-2026
NOLSM5885559523,1,Oxidation,wet,1104.844093,H2O,32.845811,0.205921,165,714.249222,2,30,18-02-2026
NOLSM006049752,1,Oxidation,dry,1144.765973,O2,32.34265,0.200966,174,704.329064,2,31,18-02-2026
NOLSM138804836,1,Oxidation,wet,1027.231718,H2O,37.985641,0.204109,75,699.537144,2,32,18-02-2026
NOLSM5396616855,1,Oxidation,wet,1119.7211,H2O,31.700644,0.210009,167,702.713545,2,33,18-02-2026
NOLSM5155818489,1,Oxidation,wet,1168.885183,H2O,30.586176,0.201995,151,706.247875,2,34,18-02-2026
NOLSM141466646,1,Oxidation,dry,1051.118877,O2,35.914323,0.221056,113,713.116967,2,35,18-02-2026
NOLSM181281725899,1,Oxidation,dry,1133.589287,O2,42.867104,0.199009,64,704.013269,2,36,18-02-2026
NOLSM8647562952,1,Oxidation,dry,1020.377983,O2,27.08342,0.20001,113,711.485933,2,37,18-02-2026
NOLSM597751995,1,Oxidation,wet,1098.220222,H2O,39.358405,0.192954,147,723.336912,2,38,18-02-2026
NOLSM55583627,1,Oxidation,wet,926.833811,H2O,29.05163,0.214979,128,713.121517,2,39,18-02-2026
NOLSM140025957,1,Oxidation,dry,1180.329937,O2,27.50409,0.201077,68,708.20472,2,40,18-02-2026
NOLSM03009029,1,Oxidation,wet,1036.721534,H2O,34.074684,0.204979,129,709.482477,2,41,18-02-2026
NOLSM976973846,1,Oxidation,wet,1189.554518,H2O,37.89805,0.212017,179,702.909266,2,42,18-02-2026
NOLSM07889702467,1,Oxidation,dry,1030.6397,O2,33.837648,0.213032,55,705.366312,2,43,18-02-2026
NOLSM42650144,1,Oxidation,wet,1171.90352,H2O,33.052203,0.204999,121,694.995538,2,44,18-02-2026
NOLSM38846101,1,Oxidation,wet,992.802665,H2O,35.165168,0.210017,125,699.649449,2,45,18-02-2026
NOLSM352167897120,1,Oxidation,wet,1144.204371,H2O,25.19057,0.195026,186,709.312001,2,46,18-02-2026
NOLSM52397458,1,Oxidation,wet,1188.642007,H2O,32.331495,0.225075,178,703.409218,2,47,18-02-2026
NOLSM1241713233,1,Oxidation,dry,1232.076866,O2,31.117864,0.202013,135,693.887927,2,48,18-02-2026
NOLSM998207614,1,Oxidation,dry,1204.404455,O2,44.307183,0.21005,91,712.073153,2,49,18-02-2026
NOLSM93834725568,1,Oxidation,wet,1095.249474,H2O,32.472096,0.193025,90,707.607448,2,50,18-02-2026
NOLSM2444508253,1,Oxidation,dry,1156.402973,O2,37.34689,0.205026,86,706.761124,2,51,18-02-2026
NOLSM95969687238,1,Oxidation,dry,1074.920729,O2,35.172055,0.210072,56,714.757601,2,52,18-02-2026
NOLSM6601033440,1,Oxidation,wet,1055.276371,H2O,39.800839,0.219999,126,697.500111,2,53,18-02-2026
NOLSM02896121313,1,Oxidation,dry,1173.145415,O2,38.439258,0.211959,107,716.597122,2,54,18-02-2026
NOLSM6795852082,2,Oxidation,dry,882.314847,O2,22.114321,0.215971,24,713.038315,22,28,18-02-2026
NOLSM12771516,2,Oxidation,dry,882.410101,O2,22.116276,0.215072,23,711.576234,22,29,18-02-2026
NOLSM927295076064,2,Oxidation,dry,889.421584,O2,22.151952,0.216062,23,712.447162,22,30,18-02-2026
NOLSM015157754,2,Oxidation,dry,884.111068,O2,22.160946,0.200074,23,713.003237,22,31,18-02-2026
NOLSM54935887908,2,Oxidation,dry,884.873167,O2,22.081578,0.194027,24,713.251785,22,32,18-02-2026
NOLSM277819391509,2,Oxidation,dry,887.343962,O2,22.103586,0.216919,25,713.674981,22,33,18-02-2026
NOLSM1671801210,2,Oxidation,dry,881.468755,O2,22.101028,0.201006,25,714.028813,22,34,18-02-2026
NOLSM45626792,2,Oxidation,dry,890.486171,O2,22.152471,0.204033,32,713.692913,22,35,18-02-2026
NOLSM087230055842,2,Oxidation,dry,887.325823,O2,22.148848,0.204007,32,714.411139,22,36,18-02-2026
NOLSM69203534964,2,Oxidation,dry,876.43859,O2,22.159693,0.200008,32,712.794068,22,37,18-02-2026
NOLSM103972591883,2,Oxidation,dry,873.223779,O2,22.131667,0.198937,32,713.21173,22,38,18-02-2026
NOLSM71915109114,2,Oxidation,dry,878.1625,O2,22.15056,0.203029,31,715.227524,22,39,18-02-2026
NOLSM2719234453,2,Oxidation,dry,886.492865,O2,22.208887,0.20396,32,714.081827,22,40,18-02-2026
NOLSM673857804,2,Oxidation,dry,872.758182,O2,22.173698,0.189055,31,713.585438,22,41,18-02-2026
NOLSM166286946,2,Oxidation,dry,887.988459,O2,22.150208,0.217984,34,713.286103,22,42,18-02-2026
NOLSM71746268608,2,Oxidation,dry,890.736133,O2,22.26391,0.202047,33,710.627846,22,43,18-02-2026
NOLSM491683257,2,Oxidation,dry,883.501595,O2,22.193141,0.216013,32,711.085644,22,44,18-02-2026
NOLSM515427312112,2,Oxidation,dry,872.598767,O2,22.239791,0.208984,32,710.800928,22,45,18-02-2026
NOLSM690950237162,2,Oxidation,dry,876.995577,O2,32.837676,0.20304,32,711.779155,22,46,18-02-2026
NOLSM51252426,2,Oxidation,dry,884.466636,O2,31.866603,0.204941,32,712.786075,22,47,18-02-2026
NOLSM05260929177,2,Oxidation,dry,881.498593,O2,39.53657,0.193991,31,713.075867,22,48,18-02-2026
NOLSM8816635050,2,Oxidation,dry,875.533833,O2,32.887236,0.203026,32,695.699376,22,49,18-02-2026
NOLSM354429169748,2,Oxidation,dry,888.671009,O2,38.094478,0.205077,30,713.618914,22,50,18-02-2026
NOLSM27419802,2,Oxidation,dry,879.623669,O2,39.904341,0.202955,28,712.341767,22,51,18-02-2026
NOLSM63119068916,2,Oxidation,dry,888.662703,O2,35.658403,0.211967,31,713.538073,22,52,18-02-2026
NOLSM3835791060,2,Oxidation,dry,884.132839,O2,28.637039,0.212027,30,713.701939,22,53,18-02-2026
NOLSM41939630935,2,Oxidation,dry,889.761303,O2,34.564719,0.205049,27,712.720804,22,54,18-02-2026
NOLSM431955537097,1,Oxidation,dry,1058.123695,O2,32.410396,0.209006,114,707.394498,2,1,18-02-2026
NOLSM889310776229,1,Oxidation,wet,1240.519083,H2O,37.4866,0.203966,106,707.146443,2,2,18-02-2026
NOLSM71000207783,1,Oxidation,wet,1097.030322,H2O,32.790773,0.205936,165,714.226035,2,3,18-02-2026
NOLSM02771603633,1,Oxidation,dry,1132.996921,O2,32.341831,0.200981,174,704.287762,2,4,18-02-2026
NOLSM6045666158,1,Oxidation,wet,1022.044797,H2O,37.875092,0.203962,75,699.615882,2,5,18-02-2026
NOLSM168215109389,1,Oxidation,wet,1101.541854,H2O,31.699737,0.210029,167,702.654778,2,6,18-02-2026
NOLSM2557957764,2,Oxidation,wet,1158.830537,H2O,30.645124,0.201967,151,706.258789,2,7,18-02-2026
NOLSM05736246886,2,Oxidation,dry,1040.956173,O2,35.87898,0.220976,113,713.081521,2,8,18-02-2026
NOLSM53284728013,2,Oxidation,dry,1131.003423,O2,42.937773,0.198966,64,703.941048,2,9,18-02-2026
NOLSM861351821,2,Oxidation,dry,1011.020635,O2,27.120368,0.200068,113,711.412754,2,10,18-02-2026
NOLSM34322225366,2,Oxidation,wet,1096.325416,H2O,39.277519,0.192998,147,723.286242,2,11,18-02-2026
NOLSM08654889576,2,Oxidation,wet,910.684403,H2O,29.075615,0.214995,128,713.181489,2,12,18-02-2026
NOLSM01893217682,2,Oxidation,dry,1167.080191,O2,27.544281,0.20101,68,708.191407,2,13,18-02-2026
NOLSM84427703,2,Oxidation,wet,1030.000373,H2O,34.034428,0.204949,129,709.479015,2,14,18-02-2026
NOLSM16909396,2,Oxidation,wet,1179.145116,H2O,37.949983,0.211948,179,702.889562,2,15,18-02-2026
NOLSM2372798778,3,Oxidation,dry,1031.213905,O2,33.90038,0.212923,55,705.324784,2,16,18-02-2026
NOLSM27090392918,3,Oxidation,wet,1151.805975,H2O,33.088875,0.205035,121,695.02142,2,17,18-02-2026
NOLSM42873944762,3,Oxidation,wet,985.20345,H2O,35.147631,0.209905,125,699.611669,2,18,18-02-2026
NOLSM062474446,3,Oxidation,wet,1142.012429,H2O,25.174973,0.195002,186,709.291507,2,19,18-02-2026
NOLSM034608935,3,Oxidation,wet,1183.680577,H2O,32.386901,0.224996,178,703.403486,2,20,18-02-2026
NOLSM0834759297,3,Oxidation,dry,1226.217656,O2,31.002576,0.202029,135,693.974325,2,21,18-02-2026
NOLSM14238247863,3,Oxidation,dry,1189.58657,O2,44.424265,0.21,91,712.081012,2,22,18-02-2026
NOLSM11312420,3,Oxidation,wet,1078.957879,H2O,32.520741,0.192991,90,707.531633,2,23,18-02-2026
NOLSM2528222464,3,Oxidation,dry,1140.901983,O2,37.307471,0.205017,86,706.758233,2,24,18-02-2026
NOLSM50827273,1,Oxidation,dry,1070.668756,O2,35.197231,0.209982,56,714.744194,2,25,18-02-2026
NOLSM56750482,1,Oxidation,wet,1036.484578,H2O,39.831569,0.219955,126,697.519483,2,26,18-02-2026
NOLSM543149007301,1,Oxidation,dry,1162.552236,O2,38.425643,0.212001,107,716.662467,2,27,18-02-2026
NOLSM649562947518,3,Oxidation,dry,872.699183,O2,22.103548,0.215921,223,713.025768,22,1,18-02-2026
NOLSM519603789,3,Oxidation,dry,869.59284,O2,22.099731,0.215031,222,711.628144,22,2,18-02-2026
NOLSM8730946444,3,Oxidation,dry,872.114074,O2,22.064274,0.215993,223,712.367114,22,3,18-02-2026
NOLSM5391355874,3,Oxidation,dry,870.69478,O2,22.10708,0.216008,223,712.951777,22,4,18-02-2026
NOLSM234083744,3,Oxidation,dry,870.971621,O2,22.047555,0.21699,224,713.244434,22,5,18-02-2026
NOLSM17961587926,3,Oxidation,dry,871.568063,O2,22.125048,0.216977,224,713.680958,22,6,18-02-2026
NOLSM36600512117,1,Oxidation,dry,870.14208,O2,22.179316,0.217004,224,714.049728,22,7,18-02-2026
NOLSM524646963995,1,Oxidation,dry,871.835239,O2,22.117495,0.217027,224,713.588266,22,8,18-02-2026
NOLSM39073787,1,Oxidation,dry,872.204743,O2,22.152398,0.218029,225,714.406036,22,9,18-02-2026
NOLSM84756288,1,Oxidation,dry,868.872335,O2,22.160548,0.216028,223,712.761481,22,10,18-02-2026
NOLSM133032152,1,Oxidation,dry,870.615489,O2,22.224442,0.217005,224,713.217284,22,11,18-02-2026
NOLSM887715391,1,Oxidation,dry,872.832267,O2,22.125232,0.218926,226,715.172202,22,12,18-02-2026
NOLSM960749710,1,Oxidation,dry,871.363692,O2,22.123756,0.217976,225,714.128205,22,13,18-02-2026
NOLSM153788456392,1,Oxidation,dry,872.392354,O2,22.205893,0.216991,224,713.582553,22,14,18-02-2026
NOLSM938404595,1,Oxidation,dry,871.738997,O2,22.204255,0.217049,224,713.331189,22,15,18-02-2026
NOLSM474922397861,2,Oxidation,dry,874.407874,O2,22.188928,0.213949,221,710.748605,22,16,18-02-2026
NOLSM55508560,2,Oxidation,dry,873.876728,O2,22.288707,0.214026,221,711.067708,22,17,18-02-2026
NOLSM428132820700,2,Oxidation,dry,874.348738,O2,22.269556,0.21407,221,710.845279,22,18,18-02-2026
NOLSM39344189,2,Oxidation,dry,872.224951,O2,22.171285,0.214887,222,711.704647,22,19,18-02-2026
NOLSM88077390,2,Oxidation,dry,873.841018,O2,22.240369,0.216,223,712.768923,22,20,18-02-2026
NOLSM02923189,2,Oxidation,dry,870.955807,O2,22.196921,0.215996,223,713.04663,22,21,18-02-2026
NOLSM96127838,2,Oxidation,dry,871.674714,O2,22.181347,0.214999,222,712.194955,22,22,18-02-2026
NOLSM16817584049,2,Oxidation,dry,871.907463,O2,22.193828,0.217101,224,713.599191,22,23,18-02-2026
NOLSM6395599046,3,Oxidation,dry,872.447065,O2,22.211438,0.216054,223,712.234035,22,24,18-02-2026
NOLSM708174966072,3,Oxidation,dry,872.959702,O2,22.159471,0.217052,224,713.553323,22,25,18-02-2026
NOLSM321694609155,3,Oxidation,dry,873.137864,O2,22.235531,0.217076,224,713.754721,22,26,18-02-2026
NOLSM9023062765,3,Oxidation,dry,871.471523,O2,22.180605,0.216092,223,712.781313,22,27,18-02-2026
NOLSM19894006,1,Oxidation,dry,1151.414559,O2,38.473783,0.202919,96,715.100876,3,28,19-02-2026
NOLSM809999679,1,Oxidation,dry,941.68802,O2,40.399623,0.19897,86,710.612518,3,29,19-02-2026
NOLSM02125929305,1,Oxidation,wet,1216.315273,H2O,31.595182,0.188024,64,709.500514,3,30,19-02-2026
NOLSM344323223,1,Oxidation,dry,1133.330965,O2,26.324074,0.211005,118,712.588777,3,31,19-02-2026
NOLSM887318573755,1,Oxidation,wet,1099.467635,H2O,48.38998,0.212978,205,711.378953,3,32,19-02-2026
NOLSM800409831287,1,Oxidation,dry,1142.236254,O2,29.885189,0.207929,105,715.428867,3,33,19-02-2026
NOLSM7353498182,1,Oxidation,dry,1063.261838,O2,36.840377,0.201025,160,709.727976,3,34,19-02-2026
NOLSM613025176209,1,Oxidation,wet,1045.466323,H2O,31.575246,0.204954,116,706.735948,3,35,19-02-2026
NOLSM34211760822,1,Oxidation,wet,1004.62919,H2O,39.2819,0.195999,104,702.79563,3,36,19-02-2026
NOLSM39120235,1,Oxidation,dry,1101.446684,O2,38.646051,0.213011,241,714.835699,3,37,19-02-2026
NOLSM5174052397,1,Oxidation,dry,1133.992814,O2,38.797208,0.207041,209,700.477061,3,38,19-02-2026
NOLSM7408872563,1,Oxidation,dry,1170.807796,O2,35.492896,0.219044,125,708.813606,3,39,19-02-2026
NOLSM96851526274,1,Oxidation,dry,982.379113,O2,35.200335,0.216969,81,709.838424,3,40,19-02-2026
NOLSM204992393255,1,Oxidation,dry,974.586578,O2,28.557691,0.209996,0,699.53645,3,41,19-02-2026
NOLSM30665132,1,Oxidation,dry,1132.670711,O2,30.914898,0.202024,156,716.912714,3,42,19-02-2026
NOLSM7191082760,1,Oxidation,dry,1135.364598,O2,35.749345,0.211015,170,703.579543,3,43,19-02-2026
NOLSM5758925939,1,Oxidation,dry,1097.993019,O2,31.167461,0.215975,29,713.439598,3,44,19-02-2026
NOLSM27664055248,1,Oxidation,wet,1115.538945,H2O,37.443249,0.204965,68,693.729346,3,45,19-02-2026
NOLSM54944316,1,Oxidation,wet,1164.467159,H2O,31.23499,0.188932,81,718.106297,3,46,19-02-2026
NOLSM7853145653,1,Oxidation,dry,1002.071092,O2,34.831015,0.205043,109,708.613335,3,47,19-02-2026
NOLSM60291164288,1,Oxidation,dry,1101.401576,O2,41.240009,0.206014,82,703.114747,3,48,19-02-2026
NOLSM1287234318,1,Oxidation,wet,992.83372,H2O,39.650974,0.223976,136,700.385678,3,49,19-02-2026
NOLSM487029823,1,Oxidation,dry,1151.892402,O2,37.540337,0.202988,166,713.831545,3,50,19-02-2026
NOLSM6838118644,1,Oxidation,wet,1018.42321,H2O,34.954792,0.207024,210,719.159929,3,51,19-02-2026
NOLSM830521387610,1,Oxidation,dry,1074.165015,O2,29.967044,0.198016,114,715.866439,3,52,19-02-2026
NOLSM694749478176,1,Oxidation,wet,1085.213945,H2O,30.220924,0.193986,77,715.889793,3,53,19-02-2026
NOLSM3646531555,1,Oxidation,dry,1015.546177,O2,44.465816,0.214973,218,710.940189,3,54,19-02-2026
NOLSM51946904,2,Oxidation,dry,891.72463,O2,34.940593,0.215971,27,713.047013,23,28,19-02-2026
NOLSM21912015,2,Oxidation,dry,877.539628,O2,22.225315,0.217991,27,714.340552,23,29,19-02-2026
NOLSM14242346155,2,Oxidation,dry,891.650048,O2,22.200403,0.218073,24,714.779925,23,30,19-02-2026
NOLSM2488682606,2,Oxidation,dry,888.128371,O2,22.188282,0.217999,23,714.750661,23,31,19-02-2026
NOLSM2673049382,2,Oxidation,dry,875.716623,O2,22.241332,0.218971,23,715.216493,23,32,19-02-2026
NOLSM92264439708,2,Oxidation,dry,889.81259,O2,22.186688,0.219054,23,715.344829,23,33,19-02-2026
NOLSM8401159827,2,Oxidation,dry,886.965121,O2,22.178607,0.217987,24,714.519553,23,34,19-02-2026
NOLSM434300576,2,Oxidation,dry,889.642224,O2,22.20927,0.216995,25,713.202371,23,35,19-02-2026
NOLSM47575739124,2,Oxidation,dry,874.055828,O2,22.277432,0.211001,25,708.031695,23,36,19-02-2026
NOLSM40011793510,2,Oxidation,dry,877.217843,O2,22.239639,0.209085,25,705.981899,23,37,19-02-2026
NOLSM63318145225,2,Oxidation,dry,883.054016,O2,22.242908,0.210047,25,706.565852,23,38,19-02-2026
NOLSM448735457551,2,Oxidation,dry,891.695163,O2,22.234933,0.209029,25,705.97017,23,39,19-02-2026
NOLSM26439071976,2,Oxidation,dry,886.980904,O2,22.2331,0.207978,25,704.758423,23,40,19-02-2026
NOLSM6041126133,2,Oxidation,dry,874.343465,O2,22.325912,0.20909,27,705.772718,23,41,19-02-2026
NOLSM63027306,2,Oxidation,dry,886.42783,O2,22.245686,0.209968,28,707.114618,23,42,19-02-2026
NOLSM863857142475,2,Oxidation,dry,888.647129,O2,22.251846,0.209982,32,706.787047,23,43,19-02-2026
NOLSM69003879,2,Oxidation,dry,881.330578,O2,22.209702,0.208963,32,706.403486,23,44,19-02-2026
NOLSM5090545841,2,Oxidation,dry,890.941572,O2,22.230634,0.207,32,703.813157,23,45,19-02-2026
NOLSM17054983,2,Oxidation,dry,874.565555,O2,22.208091,0.207982,32,704.954936,23,46,19-02-2026
NOLSM411825334466,2,Oxidation,dry,883.310968,O2,22.135941,0.20703,31,703.924526,23,47,19-02-2026
NOLSM05315611968,2,Oxidation,dry,874.475935,O2,22.158843,0.208994,32,705.469966,23,48,19-02-2026
NOLSM2718678257,2,Oxidation,dry,872.964268,O2,22.166629,0.208981,31,705.683858,23,49,19-02-2026
NOLSM52784165,2,Oxidation,dry,879.108639,O2,22.169403,0.212072,34,708.388781,23,50,19-02-2026
NOLSM00553785977,2,Oxidation,dry,886.704945,O2,22.186948,0.209979,33,707.098518,23,51,19-02-2026
NOLSM300564783,2,Oxidation,dry,876.815865,O2,22.1997,0.21206,32,708.733404,23,52,19-02-2026
NOLSM50133572,2,Oxidation,dry,889.330112,O2,22.267023,0.212018,32,708.892476,23,53,19-02-2026
NOLSM1331289896,2,Oxidation,dry,878.379193,O2,22.216081,0.212941,32,709.919963,23,54,19-02-2026
NOLSM470056629,1,Oxidation,dry,1136.16018,O2,38.493829,0.203006,96,715.022233,3,1,19-02-2026
NOLSM89345646164,1,Oxidation,dry,936.244839,O2,40.372634,0.199,86,710.521757,3,2,19-02-2026
NOLSM458344220,1,Oxidation,wet,1209.000572,H2O,31.558608,0.187938,64,709.449443,3,3,19-02-2026
NOLSM81938871251,1,Oxidation,dry,1118.420479,O2,26.275797,0.210988,118,712.647063,3,4,19-02-2026
NOLSM0350076664,1,Oxidation,wet,1088.837855,H2O,48.452108,0.212948,205,711.37039,3,5,19-02-2026
NOLSM62810753984,2,Oxidation,dry,1129.641164,O2,29.869702,0.208006,105,715.524395,3,6,19-02-2026
NOLSM006056942210,2,Oxidation,dry,1062.270148,O2,36.802698,0.200965,160,709.670465,3,7,19-02-2026
NOLSM7813233722,2,Oxidation,wet,1041.503996,H2O,31.538277,0.205068,116,706.775264,3,8,19-02-2026
NOLSM52433184462,2,Oxidation,wet,1002.72932,H2O,39.204937,0.195973,104,702.773657,3,9,19-02-2026
NOLSM50448472518,2,Oxidation,dry,1095.784258,O2,38.528925,0.212965,241,714.898736,3,10,19-02-2026
NOLSM802185543316,2,Oxidation,dry,1134.263194,O2,38.704213,0.207027,209,700.468075,3,11,19-02-2026
NOLSM6890971081,2,Oxidation,dry,1167.439956,O2,35.467071,0.219038,125,708.837634,3,12,19-02-2026
